kidney	liver	ovary	testis
ENSTRUG00000000428	9.064373	4.355326612	12.14103	8.229655
ENSTRUG00000000429	4.568599	2.293084156	4.248064	2.333873
ENSTRUG00000000430	1.5603935	1.7363139145	1.864212	1.12014
ENSTRUG00000000431	0	0	0	0.3106612
ENSTRUG00000000432	1.206448	1.1583328355	0.1106037	0
ENSTRUG00000000433	4.3635005	1.448990108	4.047992	1.718947
ENSTRUG00000000434	0.4866868	1.4852642425	0.02416054	0.1548537
ENSTRUG00000000435	2.3248815	0.588761703	4.567776	2.182238
ENSTRUG00000000436	6.8603385	5.6222712125	0.3873041	2.881265
ENSTRUG00000000437	4.048132	2.7762393295	3.974677	0.4574726
ENSTRUG00000000438	7.0566885	7.0442941965	6.659382	4.984462
ENSTRUG00000000439	1.45039	0.627538361	3.327588	0.78175
ENSTRUG00000000440	0.016878595	0.0109445125	0	5.796463
ENSTRUG00000000441	2.6261315	0.393204373	2.171152	0.1096073
ENSTRUG00000000442	5.1724205	2.27273373	5.173703	3.349062
ENSTRUG00000000443	2.7360375	4.470835338	2.900925	0
ENSTRUG00000000444	1.79483	0.472223634	3.399646	1.084568
ENSTRUG00000000445	2.932903	1.4872941915	2.178466	0.9814523
ENSTRUG00000000446	0.032882325	0.05244918	0.07841514	0.01254721
ENSTRUG00000000447	2.926779	3.467217283	2.465745	1.515238
ENSTRUG00000000448	2.9005415	1.072640383	1.598203	0.5514914
ENSTRUG00000000449	5.4846625	2.9536222245	5.571112	1.600276
ENSTRUG00000000450	0.109017625	0	0.3151662	0.3430109
ENSTRUG00000000451	0	0	1.714712	0.5972155
ENSTRUG00000000452	0.2196541	0.094084607	0.2522945	0.06875981
ENSTRUG00000000453	4.433668	3.3788318635	3.585972	0.8218008
ENSTRUG00000000454	0	10.331362292	0	0.1705994
ENSTRUG00000000455	5.566777	4.2906298315	5.463926	3.613838
ENSTRUG00000000456	2.7743515	0.7979861885	2.895272	0.61976
ENSTRUG00000000457	0	0	0.06828283	0.07408805
ENSTRUG00000000458	6.311719	5.67975547	0.8356387	0.125516
ENSTRUG00000000459	1.63772	1.1136106	5.780328	0.7383796
ENSTRUG00000000460	1.145558	0.201291242	0.8443873	0
ENSTRUG00000000461	5.667784	6.2661131295	5.262347	1.148973
ENSTRUG00000000462	6.505106	3.743350075	5.904536	5.062748
ENSTRUG00000000463	1.566668	0.6098280915	0.9185664	0.2901564
ENSTRUG00000000464	1.811212	0.3962590085	1.898703	0.2454307
ENSTRUG00000000465	1.475262	1.205824326	0.6198145	0.08201928
ENSTRUG00000000466	1.855843	0.696038489	1.604712	0
ENSTRUG00000000467	4.3135685	3.255228197	1.096066	0.09427796
ENSTRUG00000000468	4.297483	2.2415211375	2.661877	0.6117524
ENSTRUG00000000469	0.29918975	0.28557285	1.161952	1.992112
ENSTRUG00000000470	5.495015	3.363070521	5.450254	4.539878
ENSTRUG00000000471	0.97806835	0.08218463	0.2049759	0.3959196
ENSTRUG00000000472	0.19269185	0	0.4072646	0
ENSTRUG00000000473	5.8295515	4.2718677925	4.258383	1.532018
ENSTRUG00000000474	0.1607557	0	0	0.3270498
ENSTRUG00000000475	0.21733265	4.267288142	0.77891	0.1748257
ENSTRUG00000000476	0	0.8306721155	0	0
ENSTRUG00000000477	0.90552695	0	0.3801221	0.1980792
ENSTRUG00000000478	0	0.829291	0	0
ENSTRUG00000000479	0.032818485	1.167930987	0.3302716	0.05028478
ENSTRUG00000000480	0.5289859	0.0272794075	0.09039473	0.01974845
ENSTRUG00000000481	0.09732878	0	0.03869958	0.1527052
ENSTRUG00000000482	5.942535	0.2724367205	1.212587	0.04474158
ENSTRUG00000000483	3.02764	3.304855629	3.366708	0.4586416
ENSTRUG00000000484	4.8899135	2.9415716965	3.564237	1.373611
ENSTRUG00000000485	3.995013	1.900247246	3.567618	0.9185763
ENSTRUG00000000486	9.708588	6.46952915	8.52337	7.725192
ENSTRUG00000000487	4.4651295	2.99329735	5.297914	3.597627
ENSTRUG00000000488	2.0702485	1.2548604885	1.193687	0.4584642
ENSTRUG00000000489	1.523957	1.064020197	3.232346	1.471812
ENSTRUG00000000490	5.0710335	2.227664185	4.506932	2.227942
ENSTRUG00000000491	6.4263445	3.113776276	0.08837434	0
ENSTRUG00000000492	2.1455585	2.0489235145	2.077427	0.1321313
ENSTRUG00000000493	3.04415	0.36041601	0.4747257	0
ENSTRUG00000000494	2.7071685	1.1406496335	2.542372	0.382271
ENSTRUG00000000495	4.2197165	2.7184545735	3.132592	0.4454396
ENSTRUG00000000496	6.330769	4.8292160085	6.366081	2.102393
ENSTRUG00000000497	0	0	0	0.06356493
ENSTRUG00000000499	0.44186345	0.0516568085	0.1713042	0.0259633
ENSTRUG00000000500	0.15746618	0.533996883	0.2493912	0.3411694
ENSTRUG00000000501	2.4047185	1.0407347725	2.772067	0.2974188
ENSTRUG00000000502	3.836571	2.5898347715	3.55481	0.1926563
ENSTRUG00000000504	0.49994605	0.1679767625	0.06992402	0.2389812
ENSTRUG00000000505	4.9269735	4.218591647	3.044656	0.7169619
ENSTRUG00000000506	5.1676615	3.350708	6.297863	3.630976
ENSTRUG00000000507	0	0	0.08727097	0.03622873
ENSTRUG00000000508	0.03111058	0.015158386	0.06094303	5.286656
ENSTRUG00000000509	3.7074415	2.083817712	4.588769	2.401169
ENSTRUG00000000510	3.002239	1.858690635	0.06468817	0
ENSTRUG00000000511	2.661351	1.253920019	1.452105	0.3392366
ENSTRUG00000000512	0	3.9428539195	0.01768594	0.004089562
ENSTRUG00000000513	9.4676355	6.816712114	2.426804	0
ENSTRUG00000000514	4.888362	3.9335756305	5.466623	1.407835
ENSTRUG00000000515	2.195112	0.8052101775	0.7794741	0
ENSTRUG00000000516	7.306708	4.294875665	0.8576769	0.09392358
ENSTRUG00000000517	2.849018	2.24633776	2.18397	0.4729459
ENSTRUG00000000518	2.3793345	1.479086053	2.293732	0.23008
ENSTRUG00000000519	0	0	0.0628763	0
ENSTRUG00000000520	4.1732865	3.7246517455	3.581375	1.495854
ENSTRUG00000000521	3.850744	2.648410337	5.235547	2.571162
ENSTRUG00000000522	3.094408	1.295644002	2.04618	0.07674515
ENSTRUG00000000523	0	0	0	0.1378201
ENSTRUG00000000524	10.9096	9.7178638175	10.67646	8.879568
ENSTRUG00000000525	2.504066	2.511907883	3.140289	2.213073
ENSTRUG00000000526	0	0	0	0.312405
ENSTRUG00000000527	7.43557	5.9439601645	7.939097	5.509807
ENSTRUG00000000528	5.613399	3.248512164	5.127968	1.430173
ENSTRUG00000000529	7.5873085	6.028617572	7.754662	5.90214
ENSTRUG00000000530	0.41299005	0.1308286	0.566822	0.1228705
ENSTRUG00000000531	7.5594835	7.4138849985	7.302822	4.312694
ENSTRUG00000000532	0.99749295	0.1271283045	3.838175	0.1223343
ENSTRUG00000000533	3.260617	1.6298682885	4.04997	0.4707118
ENSTRUG00000000534	3.154379	0.9370878285	3.113247	1.028463
ENSTRUG00000000535	4.9447345	4.446738196	5.375027	5.831271
ENSTRUG00000000536	0.06116035	0.1797651	0	0
ENSTRUG00000000537	2.2059855	1.3561152815	1.144771	0.2180186
ENSTRUG00000000538	4.4466345	2.823353231	5.619683	2.47605
ENSTRUG00000000539	2.529925	2.416383781	1.495469	0.1174571
ENSTRUG00000000540	4.7479555	2.186345372	4.349663	1.328559
ENSTRUG00000000541	0.05079305	0	0.0517847	0.08399471
ENSTRUG00000000542	6.0569935	4.045923593	5.481851	2.277396
ENSTRUG00000000543	5.4242515	3.6190216795	5.587164	3.93981
ENSTRUG00000000544	5.1343325	3.3198930555	4.960343	1.729836
ENSTRUG00000000545	0	0	0	0.1412889
ENSTRUG00000000546	2.515756	0.716726799	2.069956	0.4829876
ENSTRUG00000000547	12.441145	10.9341531315	12.05665	10.66866
ENSTRUG00000000548	0.39112095	0.033636245	0.4780192	1.547415
ENSTRUG00000000549	5.497131	5.283673355	4.183415	2.695938
ENSTRUG00000000550	11.21053	9.250577711	11.27672	10.43891
ENSTRUG00000000551	0	0	1.060959	0.058383
ENSTRUG00000000552	3.011729	1.451505683	1.84001	0.08448259
ENSTRUG00000000553	0.58294555	5.0744042305	0.3038976	0.9084924
ENSTRUG00000000554	4.0963145	0.260999241	1.04749	1.283211
ENSTRUG00000000555	2.1874035	0.361371098	1.279495	0.5843276
ENSTRUG00000000556	6.1647245	3.899442458	6.719523	5.792377
ENSTRUG00000000557	5.485682	3.723732262	5.119846	1.237711
ENSTRUG00000000558	0.005139425	0	0.02802487	0.02770186
ENSTRUG00000000559	0	0	0.1434078	0
ENSTRUG00000000560	5.552339	3.7277099745	1.070431	0.34254
ENSTRUG00000000561	3.212073	0.5763971375	1.271981	0.2437239
ENSTRUG00000000562	4.7615575	1.2471093375	4.203201	0
ENSTRUG00000000563	0.3424428	0.1082172505	0.05898597	0.1690206
ENSTRUG00000000564	6.2251765	4.008348446	5.09857	5.742612
ENSTRUG00000000565	0.6135795	0.334571673	5.18998	0.4072929
ENSTRUG00000000566	9.517306	5.305476743	7.319916	4.810047
ENSTRUG00000000567	3.8579465	1.4142929505	2.178713	0.2611228
ENSTRUG00000000568	4.2975875	2.920536508	5.462263	3.951905
ENSTRUG00000000569	6.4311305	3.903726668	5.642648	3.136415
ENSTRUG00000000570	0.37250895	0.2851267155	0.08101058	0.03684919
ENSTRUG00000000571	1.01155655	0.2966034705	0.1455588	0
ENSTRUG00000000572	0.01570113	0.0052390255	0.0142141	0.08241007
ENSTRUG00000000573	3.3134005	4.7204479475	5.015382	4.820281
ENSTRUG00000000574	3.949924	3.982061991	3.775978	0.05934489
ENSTRUG00000000575	1.566951	0.550608863	0.8277151	0.03960279
ENSTRUG00000000576	4.592944	2.3053806005	2.822655	1.685117
ENSTRUG00000000577	2.6386365	0.912178231	1.311844	0.1950757
ENSTRUG00000000578	3.648981	1.359256943	3.426746	3.748841
ENSTRUG00000000579	1.00886135	0.207035826	2.829969	0.9394056
ENSTRUG00000000580	3.2816315	1.517958323	2.872084	0.6590413
ENSTRUG00000000581	3.5013895	1.5875706725	2.293941	0.09665668
ENSTRUG00000000582	9.2206405	3.460841991	4.497012	0.2160252
ENSTRUG00000000583	6.2838855	3.7585716535	6.291922	2.166418
ENSTRUG00000000584	0	0.148346818	0.2370387	0.1110193
ENSTRUG00000000585	0	0.018459188	0	2.850043
ENSTRUG00000000586	2.7176065	3.448015039	1.646582	6.065484
ENSTRUG00000000587	7.119002	5.4905691155	6.816961	3.191498
ENSTRUG00000000588	3.1050105	2.344367332	3.747549	1.051483
ENSTRUG00000000589	6.0235995	7.246716296	0.9644275	0.0731321
ENSTRUG00000000590	0.1186051	0.036211025	0.2066675	0.055735
ENSTRUG00000000591	6.0274465	7.7769650795	5.456321	3.483842
ENSTRUG00000000592	7.934365	1.779400855	3.083974	0.5285293
ENSTRUG00000000593	2.6633985	1.9715096915	2.902141	0.1610389
ENSTRUG00000000594	3.4451645	1.23242916	2.93362	0.092354
ENSTRUG00000000595	4.8124165	4.4414754465	5.687682	1.651839
ENSTRUG00000000596	0	0	0	0.0913073
ENSTRUG00000000597	4.220855	3.250708577	2.508702	1.529007
ENSTRUG00000000598	7.892489	5.4264903465	8.411261	8.143353
ENSTRUG00000000599	0	0	0	0.01053583
ENSTRUG00000000600	0	0	0	0.04552028
ENSTRUG00000000601	6.2399785	3.627521636	5.571163	3.390804
ENSTRUG00000000602	4.8728875	4.0799031545	5.030707	4.147754
ENSTRUG00000000603	1.03466605	1.68827209	0	0.5411124
ENSTRUG00000000604	1.356154	0.7767456155	1.390354	0.1050196
ENSTRUG00000000605	0.12064685	1.4470368325	0.08350164	1.040961
ENSTRUG00000000606	0.4882767	0.496937348	1.895764	0.2325736
ENSTRUG00000000607	3.4667175	0.1525953025	0.2587625	0.000452589
ENSTRUG00000000608	4.8932295	3.336613359	4.592792	1.004192
ENSTRUG00000000609	2.282812	1.353299945	1.78897	0.08637372
ENSTRUG00000000610	0.70338595	0.4516034535	0.4563257	0.2575272
ENSTRUG00000000611	0.4717347	1.2228927065	0.7271581	0.05768677
ENSTRUG00000000612	6.9808795	5.3382660645	7.261081	2.647946
ENSTRUG00000000613	0.26698995	0.0362039375	0.0960514	0.2345842
ENSTRUG00000000614	1.2965893	0	0.3017363	0
ENSTRUG00000000615	0.16142185	0.2326129505	0.04174323	0.1117742
ENSTRUG00000000616	4.5328565	3.036394751	5.154839	2.660665
ENSTRUG00000000617	2.631201	1.0058717485	3.262264	0.03219749
ENSTRUG00000000618	6.1741935	1.820881346	2.132363	1.374245
ENSTRUG00000000619	3.2740745	0	0.8834887	0
ENSTRUG00000000620	8.488667	4.8014019165	8.446934	6.567101
ENSTRUG00000000622	4.303866	1.970093613	4.158507	2.76525
ENSTRUG00000000623	0.7448197	4.0909983185	1.988805	0.0351167
ENSTRUG00000000624	0	0	0.1906161	0.2317175
ENSTRUG00000000625	0.20204168	0.038806633	0.1920578	0.1154928
ENSTRUG00000000626	0.01760664	0.005666055	0.4462912	0.03566853
ENSTRUG00000000627	3.2139085	0.9039517675	3.910721	1.089662
ENSTRUG00000000628	3.0085895	1.3823367525	2.906034	0.2568078
ENSTRUG00000000629	0	1.563361398	0.466104	0.2107338
ENSTRUG00000000630	0.22784495	0.0961829445	0.3044842	0.237259
ENSTRUG00000000631	1.6729975	0.6908432965	1.337295	0.2228298
ENSTRUG00000000632	3.00152	1.1101101145	2.712514	0.8442547
ENSTRUG00000000633	0.93083005	0.0469861195	0.03793375	0.2019136
ENSTRUG00000000634	0	0	0	0.3129068
ENSTRUG00000000635	3.633623	0.631838732	2.742041	0.1360673
ENSTRUG00000000636	0.31044255	0.641369131	0.2676856	4.861146
ENSTRUG00000000637	4.7856525	2.607761013	4.571622	0.5532184
ENSTRUG00000000638	6.6053715	4.60748108	6.281548	4.429301
ENSTRUG00000000639	6.742512	5.4182864425	7.242202	5.517613
ENSTRUG00000000640	2.979382	1.35473843	2.736964	0.1721111
ENSTRUG00000000641	5.2140655	1.799919227	2.266794	0.2546279
ENSTRUG00000000642	0	0	0.02255431	0.1373629
ENSTRUG00000000643	1.598679	1.0447543165	0.5216599	0.2951752
ENSTRUG00000000644	0.02626806	0.031535587	0.09569803	0.01537025
ENSTRUG00000000645	1.423546	0.534923249	0.6560771	0.1284844
ENSTRUG00000000646	1.192237	2.0591304785	2.343462	0.3605563
ENSTRUG00000000647	4.675906	0.5499335685	0.9158085	0.0180973
ENSTRUG00000000648	4.3412725	3.316618383	3.081464	0.4644864
ENSTRUG00000000649	1.735206	0.0447247365	0.6962694	0
ENSTRUG00000000650	0	0	0	0.1442226
ENSTRUG00000000651	3.3265805	0.13373555	0	0
ENSTRUG00000000652	4.830717	1.189951391	4.214304	1.497377
ENSTRUG00000000653	2.883762	1.738764476	2.982643	0.1158806
ENSTRUG00000000654	6.300481	4.3542516405	6.21464	2.690059
ENSTRUG00000000655	1.3515425	0	0.02626267	0.1346523
ENSTRUG00000000656	4.6683345	2.2137854715	4.615187	2.426157
ENSTRUG00000000657	0.27904995	0.0490665195	0.2344409	0
ENSTRUG00000000658	0	0	0	0.2385301
ENSTRUG00000000659	3.4910635	1.987266542	3.112215	0.2762346
ENSTRUG00000000660	4.7788755	3.33083535	5.858155	2.766203
ENSTRUG00000000661	1.694018	0.1725101905	2.695179	0.385547
ENSTRUG00000000662	0.058740935	0.022920962	0.0176198	0.03827856
ENSTRUG00000000663	2.0496	0.6591692515	1.718412	0.6450738
ENSTRUG00000000664	0	0	0	0.0194759
ENSTRUG00000000665	2.0563595	0.605755091	2.013355	0.4127273
ENSTRUG00000000666	5.098294	3.582480218	6.299514	4.859676
ENSTRUG00000000667	1.381121	0.711834906	1.015452	0.05508012
ENSTRUG00000000668	3.749154	2.421101244	3.101805	0.5247347
ENSTRUG00000000669	0.024679885	0.0432821785	2.708374	0.02761921
ENSTRUG00000000670	7.1925585	5.4472743505	6.326721	2.708814
ENSTRUG00000000671	4.374673	3.563590164	4.862084	2.520398
ENSTRUG00000000672	4.9710565	1.7181787775	3.001411	1.691029
ENSTRUG00000000673	4.7238015	2.4266217505	3.322717	2.691329
ENSTRUG00000000674	3.6234755	3.496462018	3.895041	1.872001
ENSTRUG00000000675	1.919037	0.9593546965	1.892189	0.1051045
ENSTRUG00000000676	5.766155	4.675621733	3.932023	5.870855
ENSTRUG00000000677	0	1.770374711	0	0
ENSTRUG00000000678	1.99616	1.1511176635	1.642647	0.1110822
ENSTRUG00000000679	4.2546765	3.150574452	3.199254	1.411356
ENSTRUG00000000680	2.3241805	0.679331335	2.544072	0.9107196
ENSTRUG00000000681	5.5749325	3.086060428	3.420959	0.6936319
ENSTRUG00000000682	1.985882	1.083694729	1.454271	0.2861182
ENSTRUG00000000683	3.624158	2.017210333	1.135903	0.3177023
ENSTRUG00000000684	4.0799105	2.2230401565	4.197567	2.496033
ENSTRUG00000000685	3.857268	3.2030075655	2.241276	0.7720368
ENSTRUG00000000686	0.1798716	0.125194557	0.4538261	0.06056901
ENSTRUG00000000687	6.5318975	4.314552957	7.693424	1.740945
ENSTRUG00000000688	5.7952435	2.2136053005	5.995279	1.696065
ENSTRUG00000000689	0.96323335	0	0.06094607	0.1166555
ENSTRUG00000000690	4.5864505	4.8790233405	4.450587	0.588719
ENSTRUG00000000691	3.1633245	2.0177040915	1.760054	0.3128789
ENSTRUG00000000692	0.044020115	0.1328196215	0.07346448	0.05788539
ENSTRUG00000000693	5.7293985	3.5989313825	4.965609	6.658683
ENSTRUG00000000694	2.8463725	0	0.164897	1.536282
ENSTRUG00000000695	1.2788735	0.011729456	0.05603353	0.01680665
ENSTRUG00000000696	1.9644575	2.442819283	1.046449	0.3943418
ENSTRUG00000000697	3.7843225	1.8236630185	7.269585	3.512454
ENSTRUG00000000698	0	0.012870623	0	0.0608144
ENSTRUG00000000699	5.9580195	3.2308360635	5.853721	1.401139
ENSTRUG00000000700	3.0727545	2.1326243075	3.239643	0.504798
ENSTRUG00000000701	0	3.214921195	0	0.09408118
ENSTRUG00000000702	0	0.0175973865	0.0390526	0.3910092
ENSTRUG00000000703	5.2600035	2.647037074	5.419674	3.502203
ENSTRUG00000000704	1.797165	0.8225821135	2.285964	0.09293794
ENSTRUG00000000705	0	0.02606436	0	0
ENSTRUG00000000706	2.148476	0.3240880425	1.502275	0.1473703
ENSTRUG00000000707	3.6787095	1.8323420985	3.569811	0.3803636
ENSTRUG00000000708	4.772058	3.0294518765	5.028211	2.694381
ENSTRUG00000000709	4.760928	3.1991531895	4.133323	1.165761
ENSTRUG00000000710	3.301494	1.527313757	2.968618	0.2726323
ENSTRUG00000000711	5.1740995	6.5347725695	0.5607159	0.6079254
ENSTRUG00000000712	0.6719563	0.250995431	3.313934	5.304686
ENSTRUG00000000713	3.939236	1.573465266	3.977879	1.4001
ENSTRUG00000000714	7.742737	5.5723280225	7.645594	6.668686
ENSTRUG00000000715	0.17140595	0.05466535	0.2910801	0.2929407
ENSTRUG00000000716	0.05660915	0.1234587885	0.8710598	0.522327
ENSTRUG00000000717	2.0526475	0.986132675	2.116129	3.760105
ENSTRUG00000000718	4.9923055	3.191531522	4.792673	2.748189
ENSTRUG00000000719	2.944451	1.05257573	1.60975	0.05314207
ENSTRUG00000000720	0.8291311	1.3598139295	0.08132163	0.01796437
ENSTRUG00000000721	0.55635765	0.3048954435	0.08238214	0.3351562
ENSTRUG00000000722	1.1755005	7.5712058835	0.5071543	0.3459345
ENSTRUG00000000723	4.003904	2.017883964	3.109584	4.488091
ENSTRUG00000000724	0	0	0.05569877	0.5904842
ENSTRUG00000000725	0	0	0.3956014	0
ENSTRUG00000000726	3.3817545	1.7102184625	2.949274	0.3785172
ENSTRUG00000000727	0	0	0.2757163	0.1626934
ENSTRUG00000000728	6.0346	3.483035365	6.177741	2.599144
ENSTRUG00000000729	4.052145	2.0453744425	2.301989	0
ENSTRUG00000000730	4.273971	3.170546158	0.4209308	0.05673889
ENSTRUG00000000731	0.16706705	0.282076386	0	0.438675
ENSTRUG00000000732	3.9261305	3.222259823	3.327335	2.129698
ENSTRUG00000000733	5.142942	2.858600347	5.309151	2.289548
ENSTRUG00000000734	7.2800775	5.8228534825	6.559611	3.159776
ENSTRUG00000000735	7.1394925	2.3072596005	4.963053	3.391994
ENSTRUG00000000736	5.069032	2.9583860145	6.312567	5.341825
ENSTRUG00000000737	1.2545228	0.7569301695	3.232931	5.624999
ENSTRUG00000000738	0.60443715	0.1217333985	0.5181756	0
ENSTRUG00000000739	0.1403484	0.1265715225	0.541938	0.1353872
ENSTRUG00000000740	0.118140535	0.2207642565	0.07730905	0.1693529
ENSTRUG00000000741	3.702682	2.0308674275	4.064862	0.3959069
ENSTRUG00000000742	6.501539	2.7325063225	5.474332	0.6614058
ENSTRUG00000000743	6.3443815	4.224104302	4.836309	4.376325
ENSTRUG00000000744	2.180958	1.0791313675	1.859509	0.1774456
ENSTRUG00000000745	3.873157	2.911845063	5.04299	0.6381526
ENSTRUG00000000746	1.5483205	1.063392048	0	0.1687383
ENSTRUG00000000747	3.499931	1.458969028	3.851449	2.09328
ENSTRUG00000000748	2.9042575	2.2560583085	3.341402	0.4950371
ENSTRUG00000000749	6.834758	5.465985616	8.212185	4.522006
ENSTRUG00000000750	4.9602245	1.675233824	5.77886	2.658988
ENSTRUG00000000751	0	0	0.4152416	0.07807118
ENSTRUG00000000752	0.39308355	0.1862840855	2.064817	0.1918987
ENSTRUG00000000753	3.3924085	1.0309506935	1.946532	0.09479034
ENSTRUG00000000754	5.109107	2.9198375035	4.948453	2.582814
ENSTRUG00000000755	1.1645805	0.1170125165	0.1921301	0.07663557
ENSTRUG00000000756	3.1995145	1.007465045	4.212519	0.8000604
ENSTRUG00000000757	2.426238	0	0	0
ENSTRUG00000000758	2.309031	1.3016577905	1.891444	0.5309287
ENSTRUG00000000759	0.157713235	0.04791692	0.1378406	0.07429717
ENSTRUG00000000760	3.2312205	2.373923096	1.936025	0.08878951
ENSTRUG00000000761	4.999011	3.371485006	3.25798	1.209422
ENSTRUG00000000762	0.01859305	0.043857077	0	0.1351126
ENSTRUG00000000764	0	0.0643018	0.4054566	0.1640126
ENSTRUG00000000765	0	0.8655832785	0	0.4745035
ENSTRUG00000000766	0.1827136	0.1296473285	0.449443	0.09562971
ENSTRUG00000000767	0.7194167	6.538993174	0	0.1152128
ENSTRUG00000000768	4.428851	3.4607766815	4.757018	1.406368
ENSTRUG00000000769	5.565501	2.401070413	2.993375	2.337957
ENSTRUG00000000770	3.76148	1.9227965325	5.226955	2.006144
ENSTRUG00000000771	8.7952465	7.9422931005	9.459962	7.954097
ENSTRUG00000000772	4.031247	1.408777118	3.308932	0.193368
ENSTRUG00000000773	0.2155638	0.136580085	0.5977066	0.09190168
ENSTRUG00000000774	0.26142285	0.5467893675	0.3530365	0.02506736
ENSTRUG00000000775	2.756591	1.1665374155	2.017804	0.1007424
ENSTRUG00000000776	0.670427	0.2133711955	0.2443641	0.03523547
ENSTRUG00000000777	1.304598	1.3396164195	0.9539312	0.4701042
ENSTRUG00000000778	3.337607	1.306584874	3.28732	0.7524438
ENSTRUG00000000779	0.6931498	0.3936342115	11.13175	5.083833
ENSTRUG00000000780	0	0	0	0.1431139
ENSTRUG00000000781	3.6716745	2.3085042765	6.365442	0.4602131
ENSTRUG00000000782	3.903025	2.6447179655	5.007675	0.7482817
ENSTRUG00000000783	2.5043965	0.9054314485	2.016393	3.107438
ENSTRUG00000000784	4.755246	1.42398711	1.628482	1.628219
ENSTRUG00000000785	0	0	0.1529674	0.03661938
ENSTRUG00000000786	0.07237625	0.011169713	0	0
ENSTRUG00000000787	3.6646255	1.4422087385	3.778124	1.711438
ENSTRUG00000000788	1.1893854	0.4648122665	0.4456907	2.021644
ENSTRUG00000000789	2.5821535	1.309525211	1.166111	0
ENSTRUG00000000790	2.483902	1.5972739655	3.602659	0
ENSTRUG00000000791	0	0.01362417	0.09432013	0.04018209
ENSTRUG00000000792	9.4016555	6.591885304	9.680089	6.872952
ENSTRUG00000000793	1.9308505	2.3634725905	1.53024	0.8308151
ENSTRUG00000000794	3.787755	2.0564914895	3.397095	0.7005942
ENSTRUG00000000795	4.333844	2.7732817655	4.227032	2.512788
ENSTRUG00000000796	4.775052	3.3021402345	4.544566	0.8485535
ENSTRUG00000000797	5.403735	3.1696046915	5.95648	3.231105
ENSTRUG00000000798	4.525003	0	0	0.08653175
ENSTRUG00000000799	0.71008635	0.224254376	0.8529289	0.03687591
ENSTRUG00000000800	0.5326937	0.0177436875	0.9137423	0.1153151
ENSTRUG00000000801	2.4516055	1.1941929215	4.4346	0.3211489
ENSTRUG00000000802	4.057224	3.1000144015	3.387648	0.5894136
ENSTRUG00000000803	1.2374259	0.3622875945	0.2026196	0.06669956
ENSTRUG00000000804	0.4505739	0	0.7409405	0.220975
ENSTRUG00000000805	0.7857196	0.0984026755	1.709426	0.7965347
ENSTRUG00000000806	0.84319295	0.2918660385	1.544521	0.2756639
ENSTRUG00000000807	0.02885572	0.12829765	2.688883	2.790832
ENSTRUG00000000808	3.9916505	0.1922506705	5.875193	0.05729444
