liver	ovary	testis
ENSAMEG00000003414	NA	0.2850707	0.2831158
ENSAMEG00000003415	NA	0.5352816	0
ENSAMEG00000003416	NA	2.070575	1.560456
ENSAMEG00000003417	NA	1.949722	0.5312392
ENSAMEG00000003418	NA	0.1192523	0.07160164
ENSAMEG00000003419	NA	5.342082	4.655535
ENSAMEG00000003420	NA	3.633106	1.311573
ENSAMEG00000003421	NA	0.1001396	0.02374759
ENSAMEG00000003422	NA	3.977161	4.463217
ENSAMEG00000003423	NA	5.158644	1.292953
ENSAMEG00000003424	NA	5.999786	2.947457
ENSAMEG00000003425	NA	7.81619	5.856498
ENSAMEG00000003426	NA	3.007551	3.531307
ENSAMEG00000003427	NA	1.559012	1.991543
ENSAMEG00000003428	NA	0.599592	3.083874
ENSAMEG00000003429	NA	1.716188	1.607011
ENSAMEG00000003430	NA	0	0.1258308
ENSAMEG00000003431	NA	11.38987	8.67409
ENSAMEG00000003432	NA	1.808826	0.6808311
ENSAMEG00000003433	NA	5.567889	3.91467
ENSAMEG00000003434	NA	5.121177	2.603587
ENSAMEG00000003435	NA	0	0.7921499
ENSAMEG00000003436	NA	6.565032	4.05926
ENSAMEG00000003437	NA	7.257058	4.455847
ENSAMEG00000003438	NA	0.7146851	0.09664926
ENSAMEG00000003439	NA	6.943382	5.367081
ENSAMEG00000003440	NA	0.4369528	0.07880068
ENSAMEG00000003441	NA	3.856498	1.693842
ENSAMEG00000003442	NA	3.415281	4.026977
ENSAMEG00000003443	NA	3.368492	3.180716
ENSAMEG00000003444	NA	0.3091832	0
ENSAMEG00000003445	NA	3.919607	5.1951
ENSAMEG00000003446	NA	0	5.729349
ENSAMEG00000003447	NA	2.126028	1.240333
ENSAMEG00000003448	NA	3.807211	2.791891
ENSAMEG00000003449	NA	4.094616	4.03113
ENSAMEG00000003450	NA	1.078432	0.723209
ENSAMEG00000003451	NA	3.990637	3.025289
ENSAMEG00000003452	NA	1.171713	0.7118904
ENSAMEG00000003453	NA	6.703641	5.648405
ENSAMEG00000003454	NA	4.260688	2.859979
ENSAMEG00000003455	NA	4.923083	5.007411
ENSAMEG00000003456	NA	4.544801	5.330759
ENSAMEG00000003457	NA	1.746811	0.5724182
ENSAMEG00000003458	NA	2.081432	2.939383
ENSAMEG00000003459	NA	4.96796	3.456599
ENSAMEG00000003460	NA	5.630341	4.778661
ENSAMEG00000003461	NA	3.324536	2.662126
ENSAMEG00000003462	NA	1.174547	0.2861123
ENSAMEG00000003463	NA	0.1852348	2.397677
ENSAMEG00000003464	NA	3.549398	1.838351
ENSAMEG00000003465	NA	2.140903	5.709759
ENSAMEG00000003466	NA	2.916736	2.005418
ENSAMEG00000003467	NA	0.4189455	0.2236487
ENSAMEG00000003468	NA	0.05784215	0.185708
ENSAMEG00000003469	NA	6.699218	7.108148
ENSAMEG00000003470	NA	0	1.348289
ENSAMEG00000003471	NA	4.471454	3.000676
ENSAMEG00000003472	NA	7.805267	6.45828
ENSAMEG00000003473	NA	0.9285659	0.4713415
ENSAMEG00000003474	NA	2.09906	0.0642259
ENSAMEG00000003475	NA	4.477342	2.779635
ENSAMEG00000003476	NA	2.736968	1.898657
ENSAMEG00000003477	NA	3.047524	0.9538835
ENSAMEG00000003478	NA	0.4043854	0.0932543
ENSAMEG00000003479	NA	0.5188745	1.527871
ENSAMEG00000003480	NA	2.014648	1.010436
ENSAMEG00000003481	NA	5.448322	6.292999
ENSAMEG00000003482	NA	2.389344	1.484489
ENSAMEG00000003483	NA	5.909454	4.952692
ENSAMEG00000003484	NA	3.162888	2.529209
ENSAMEG00000003485	NA	2.493499	1.230367
ENSAMEG00000003486	NA	8.140625	4.533812
ENSAMEG00000003487	NA	2.31711	3.63681
ENSAMEG00000003488	NA	5.063766	5.370367
ENSAMEG00000003489	NA	1.202813	1.473169
ENSAMEG00000003490	NA	3.852159	2.078845
ENSAMEG00000003491	NA	5.9796	4.812298
ENSAMEG00000003492	NA	0.2702263	1.291097
ENSAMEG00000003493	NA	7.371324	7.279945
ENSAMEG00000003494	NA	1.725549	3.809631
ENSAMEG00000003495	NA	5.386412	2.379704
ENSAMEG00000003496	NA	3.904571	5.230149
ENSAMEG00000003497	NA	9.224156	7.459661
ENSAMEG00000003498	NA	0.1914123	0
ENSAMEG00000003499	NA	2.358548	1.960363
ENSAMEG00000003500	NA	5.004789	4.219927
ENSAMEG00000003501	NA	6.484591	5.819558
ENSAMEG00000003502	NA	8.484762	8.162527
ENSAMEG00000003503	NA	4.9123	2.896559
ENSAMEG00000003504	NA	4.37015	2.902268
ENSAMEG00000003505	NA	4.962901	3.827148
ENSAMEG00000003506	NA	4.675009	4.218541
ENSAMEG00000003507	NA	4.551215	2.89513
ENSAMEG00000003508	NA	3.678692	3.459359
ENSAMEG00000003509	NA	9.887461	9.797833
ENSAMEG00000003510	NA	0.4611126	1.309537
ENSAMEG00000003511	NA	0.2597594	0.2774099
ENSAMEG00000003512	NA	0.6929788	0.3402603
ENSAMEG00000003513	NA	3.496207	1.542634
ENSAMEG00000003514	NA	1.37421	0.8210007
ENSAMEG00000003515	NA	5.600136	4.63486
ENSAMEG00000003516	NA	3.948713	2.573176
ENSAMEG00000003517	NA	3.946692	5.427605
ENSAMEG00000003518	NA	0.4389081	0
ENSAMEG00000003519	NA	3.742599	1.884715
ENSAMEG00000003520	NA	1.612135	4.172071
ENSAMEG00000003521	NA	1.023596	0.6762701
ENSAMEG00000003522	NA	0	0.8043485
ENSAMEG00000003523	NA	1.721784	3.588888
ENSAMEG00000003524	NA	4.136372	6.324355
ENSAMEG00000003526	NA	0.8479713	0.5290623
ENSAMEG00000003527	NA	0.3276092	0
ENSAMEG00000003528	NA	3.980729	6.380858
ENSAMEG00000003529	NA	4.909816	2.541277
ENSAMEG00000003530	NA	6.19335	5.583059
ENSAMEG00000003531	NA	0.2655257	0
ENSAMEG00000003532	NA	3.122968	2.776218
ENSAMEG00000003533	NA	4.960354	5.511645
ENSAMEG00000003535	NA	3.590207	2.518286
ENSAMEG00000003536	NA	6.63669	4.651482
ENSAMEG00000003537	NA	4.335269	4.145612
ENSAMEG00000003538	NA	2.148313	2.09878
ENSAMEG00000003539	NA	3.983578	3.968974
ENSAMEG00000003540	NA	1.758904	0.4402474
ENSAMEG00000003541	NA	6.678255	5.839869
ENSAMEG00000003542	NA	3.263541	0.5443232
ENSAMEG00000003543	NA	2.267587	2.391201
ENSAMEG00000003544	NA	0.494008	0.6662285
ENSAMEG00000003545	NA	0.3316307	1.093675
ENSAMEG00000003546	NA	0.7165634	0.2165157
ENSAMEG00000003547	NA	2.72041	3.521365
ENSAMEG00000003548	NA	5.50084	6.533912
ENSAMEG00000003549	NA	0.3468582	0.03178151
ENSAMEG00000003550	NA	4.648402	4.173247
ENSAMEG00000003551	NA	1.034983	1.392737
ENSAMEG00000003552	NA	0.6481902	0.4987216
ENSAMEG00000003553	NA	3.749266	3.201066
ENSAMEG00000003554	NA	2.840467	1.499665
ENSAMEG00000003555	NA	4.361417	3.065898
ENSAMEG00000003556	NA	0.05856837	0.04100392
ENSAMEG00000003557	NA	2.221661	2.106295
ENSAMEG00000003558	NA	3.342892	1.711209
ENSAMEG00000003559	NA	4.029992	2.396264
ENSAMEG00000003560	NA	4.215748	2.578412
ENSAMEG00000003561	NA	5.764765	4.21176
ENSAMEG00000003562	NA	0	0.2327627
ENSAMEG00000003563	NA	4.186548	2.976052
ENSAMEG00000003564	NA	1.69984	1.203596
ENSAMEG00000003565	NA	2.955478	1.853952
ENSAMEG00000003566	NA	1.724659	0.05069351
ENSAMEG00000003567	NA	3.653049	2.710442
ENSAMEG00000003568	NA	0.3853349	1.407353
ENSAMEG00000003569	NA	2.28238	0.3680688
ENSAMEG00000003570	NA	4.276467	6.523887
ENSAMEG00000003571	NA	3.426347	1.062142
ENSAMEG00000003572	NA	3.15772	2.178217
ENSAMEG00000003573	NA	4.59996	1.94046
ENSAMEG00000003574	NA	4.239536	1.778696
ENSAMEG00000003575	NA	2.322381	2.713962
ENSAMEG00000003576	NA	2.025422	1.024454
ENSAMEG00000003578	NA	0.1369416	0.1831867
ENSAMEG00000003579	NA	3.175876	1.971222
ENSAMEG00000003580	NA	3.315717	2.235044
ENSAMEG00000003581	NA	2.270347	3.306156
ENSAMEG00000003582	NA	5.170033	4.649799
ENSAMEG00000003583	NA	5.249696	5.165735
ENSAMEG00000003584	NA	4.844617	3.411521
ENSAMEG00000003585	NA	3.902422	2.208577
ENSAMEG00000003586	NA	0.06373099	0.8205899
ENSAMEG00000003587	NA	2.413082	2.039149
ENSAMEG00000003588	NA	1.718964	0.8870737
ENSAMEG00000003589	NA	2.463463	1.889672
ENSAMEG00000003590	NA	4.023823	3.809178
ENSAMEG00000003591	NA	3.088815	2.045202
ENSAMEG00000003592	NA	0.6974972	0.9003556
ENSAMEG00000003593	NA	5.596804	4.271523
ENSAMEG00000003594	NA	4.560379	0.4373684
ENSAMEG00000003595	NA	1.864097	0.3296541
ENSAMEG00000003596	NA	5.529421	2.539211
ENSAMEG00000003597	NA	0	1.023035
ENSAMEG00000003598	NA	4.108608	1.508576
ENSAMEG00000003600	NA	0.5121025	0.1242575
ENSAMEG00000003601	NA	2.056932	1.730157
ENSAMEG00000003602	NA	5.071926	3.770523
ENSAMEG00000003603	NA	0.2025268	0.17625
ENSAMEG00000003604	NA	3.32739	0.4907283
ENSAMEG00000003605	NA	2.883476	0.04585224
ENSAMEG00000003606	NA	0.1716514	1.272722
ENSAMEG00000003607	NA	5.037237	5.38056
ENSAMEG00000003608	NA	4.161783	1.002753
ENSAMEG00000003609	NA	4.618685	3.342805
ENSAMEG00000003610	NA	5.221293	4.035193
ENSAMEG00000003612	NA	5.076427	3.899253
ENSAMEG00000003613	NA	4.229319	3.07008
ENSAMEG00000003614	NA	3.911174	2.479541
ENSAMEG00000003615	NA	5.293286	0
ENSAMEG00000003616	NA	1.7344	2.948623
ENSAMEG00000003617	NA	3.43789	4.842627
ENSAMEG00000003618	NA	2.933871	0.7111927
ENSAMEG00000003619	NA	5.289093	3.182036
ENSAMEG00000003620	NA	4.026127	2.73412
ENSAMEG00000003621	NA	2.356071	0.9455957
ENSAMEG00000003622	NA	4.203561	3.130343
ENSAMEG00000003623	NA	4.813222	3.675285
ENSAMEG00000003624	NA	2.255875	2.584691
ENSAMEG00000003625	NA	3.950272	2.279605
ENSAMEG00000003626	NA	3.750489	3.309086
ENSAMEG00000003627	NA	4.760104	4.63522
ENSAMEG00000003628	NA	0.9764428	0.2723183
ENSAMEG00000003629	NA	5.132791	4.579657
ENSAMEG00000003630	NA	6.021755	6.874944
ENSAMEG00000003631	NA	0	2.062201
ENSAMEG00000003632	NA	3.235937	0.6378013
ENSAMEG00000003633	NA	1.380779	1.04691
ENSAMEG00000003634	NA	0.3866708	1.234299
ENSAMEG00000003635	NA	0.0428512	0
ENSAMEG00000003636	NA	0	0.3898311
ENSAMEG00000003637	NA	0.4407673	0.02883843
ENSAMEG00000003638	NA	1.498675	2.265593
ENSAMEG00000003639	NA	6.96801	3.535481
ENSAMEG00000003640	NA	1.739835	4.137397
ENSAMEG00000003641	NA	5.951909	0.7554448
ENSAMEG00000003642	NA	0.3285883	0.3017398
ENSAMEG00000003643	NA	0.5653866	0.1304259
ENSAMEG00000003644	NA	2.970723	2.408655
ENSAMEG00000003645	NA	2.231644	0.1954396
ENSAMEG00000003646	NA	0.5370575	1.633566
ENSAMEG00000003648	NA	2.005163	0.8935968
ENSAMEG00000003649	NA	0	0.7352925
ENSAMEG00000003650	NA	3.486843	1.299755
ENSAMEG00000003651	NA	0.3291512	1.294394
ENSAMEG00000003652	NA	3.131239	0.993004
ENSAMEG00000003653	NA	3.228654	1.752293
ENSAMEG00000003654	NA	3.590482	1.935611
ENSAMEG00000003655	NA	0.5384885	1.622785
ENSAMEG00000003656	NA	1.155749	0.853745
ENSAMEG00000003657	NA	5.050367	3.978937
ENSAMEG00000003658	NA	4.911495	1.411193
ENSAMEG00000003659	NA	3.319018	2.848516
ENSAMEG00000003660	NA	3.363216	3.862273
ENSAMEG00000003661	NA	1.200297	0.3160217
ENSAMEG00000003662	NA	8.794588	8.664223
ENSAMEG00000003663	NA	6.290056	4.198298
ENSAMEG00000003664	NA	5.866668	5.34377
ENSAMEG00000003666	NA	2.493304	1.448695
ENSAMEG00000003667	NA	5.432408	3.195592
ENSAMEG00000003668	NA	3.466118	2.046463
ENSAMEG00000003669	NA	5.990467	2.484803
ENSAMEG00000003670	NA	1.605234	0.2195062
ENSAMEG00000003671	NA	1.229896	1.257282
ENSAMEG00000003672	NA	6.388551	5.811119
ENSAMEG00000003673	NA	0	0.5649381
ENSAMEG00000003675	NA	2.365499	3.493622
ENSAMEG00000003676	NA	0	0.05762758
ENSAMEG00000003677	NA	3.19584	1.124606
ENSAMEG00000003678	NA	4.134377	0.5523505
ENSAMEG00000003679	NA	0.009614	0.2609158
ENSAMEG00000003680	NA	2.442813	2.966844
ENSAMEG00000003681	NA	7.989968	7.59058
ENSAMEG00000003682	NA	2.394308	0.7194691
ENSAMEG00000003683	NA	3.438519	1.969631
ENSAMEG00000003684	NA	3.272546	4.0054
ENSAMEG00000003685	NA	1.973894	1.081974
ENSAMEG00000003686	NA	2.224824	2.458652
ENSAMEG00000003687	NA	0	1.992939
ENSAMEG00000003688	NA	4.448016	1.953682
ENSAMEG00000003689	NA	4.331906	1.903324
ENSAMEG00000003690	NA	3.88615	1.87126
ENSAMEG00000003691	NA	1.413459	0.2968063
ENSAMEG00000003692	NA	0.6664712	0.250273
ENSAMEG00000003693	NA	0	2.081394
ENSAMEG00000003694	NA	5.806484	3.690551
ENSAMEG00000003695	NA	5.39821	4.608549
ENSAMEG00000003696	NA	4.695699	4.026508
ENSAMEG00000003697	NA	2.180044	0.9293858
ENSAMEG00000003698	NA	0	0.1234453
ENSAMEG00000003699	NA	4.466862	6.33115
ENSAMEG00000003700	NA	5.578779	5.400856
ENSAMEG00000003701	NA	0.6739571	0
ENSAMEG00000003703	NA	7.268172	7.962156
ENSAMEG00000003705	NA	0.8309457	0.9634948
ENSAMEG00000003706	NA	1.449699	1.20426
ENSAMEG00000003707	NA	3.919474	2.543055
ENSAMEG00000003708	NA	0	0.1491527
ENSAMEG00000003709	NA	3.904657	0.1680322
ENSAMEG00000003710	NA	7.293279	3.74069
ENSAMEG00000003711	NA	0.7261851	0.2923919
ENSAMEG00000003712	NA	2.96791	0.6723176
ENSAMEG00000003713	NA	2.845364	2.193349
ENSAMEG00000003714	NA	0	1.91368
ENSAMEG00000003715	NA	0.7247699	0.4235879
ENSAMEG00000003716	NA	0	1.558371
ENSAMEG00000003717	NA	1.620319	2.12926
ENSAMEG00000003718	NA	4.541992	4.714114
ENSAMEG00000003719	NA	5.943403	4.314865
ENSAMEG00000003720	NA	1.987616	1.077797
ENSAMEG00000003721	NA	3.651178	0.9749345
ENSAMEG00000003722	NA	4.293591	1.612881
ENSAMEG00000003723	NA	4.574255	3.450346
ENSAMEG00000003725	NA	4.680214	5.252483
ENSAMEG00000003727	NA	0.408651	0.1266598
ENSAMEG00000003728	NA	2.023738	1.348737
ENSAMEG00000003729	NA	4.617604	3.187918
ENSAMEG00000003730	NA	1.725475	0.6225584
ENSAMEG00000003731	NA	4.576177	6.625662
ENSAMEG00000003732	NA	1.995542	0
ENSAMEG00000003733	NA	3.814233	2.40411
ENSAMEG00000003734	NA	3.511304	0
ENSAMEG00000003735	NA	3.603739	5.171711
ENSAMEG00000003736	NA	3.746195	3.650477
ENSAMEG00000003737	NA	3.9496	2.785789
ENSAMEG00000003738	NA	9.574563	9.868679
ENSAMEG00000003739	NA	0.416109	0.05636295
ENSAMEG00000003740	NA	10.64213	8.900323
ENSAMEG00000003741	NA	1.490303	3.185767
ENSAMEG00000003742	NA	0.5320536	0
ENSAMEG00000003743	NA	0.145457	2.916098
ENSAMEG00000003744	NA	0.2462086	0.2357687
ENSAMEG00000003745	NA	3.957794	4.682511
ENSAMEG00000003746	NA	4.511392	4.377658
ENSAMEG00000003747	NA	4.402374	3.601102
ENSAMEG00000003748	NA	7.795124	7.584775
ENSAMEG00000003749	NA	1.307516	1.073128
ENSAMEG00000003750	NA	1.005845	0
ENSAMEG00000003751	NA	0.378152	0.1156826
ENSAMEG00000003752	NA	2.747772	1.007504
ENSAMEG00000003753	NA	0.3788534	0.02361944
ENSAMEG00000003754	NA	3.509835	1.771907
ENSAMEG00000003755	NA	5.347099	6.017474
ENSAMEG00000003756	NA	2.60376	0.753376
ENSAMEG00000003757	NA	4.55387	2.077404
ENSAMEG00000003758	NA	1.690225	7.033049
ENSAMEG00000003759	NA	3.580773	2.872212
ENSAMEG00000003760	NA	4.911888	3.608596
ENSAMEG00000003761	NA	3.183801	1.626117
ENSAMEG00000003762	NA	3.73853	2.748231
ENSAMEG00000003763	NA	0.2244478	5.047115
ENSAMEG00000003764	NA	11.65981	10.54919
ENSAMEG00000003765	NA	5.338792	4.683281
ENSAMEG00000003766	NA	1.94331	1.459232
ENSAMEG00000003767	NA	2.181001	2.675884
ENSAMEG00000003768	NA	5.526867	3.919893
ENSAMEG00000003769	NA	2.947247	1.123083
ENSAMEG00000003770	NA	0.864372	0.3732039
ENSAMEG00000003771	NA	4.111382	4.250886
ENSAMEG00000003772	NA	2.811952	2.752299
ENSAMEG00000003773	NA	3.294772	2.11296
ENSAMEG00000003774	NA	4.556221	5.201489
ENSAMEG00000003775	NA	1.744441	0.8141821
ENSAMEG00000003776	NA	4.981341	1.698659
ENSAMEG00000003777	NA	5.933724	6.12859
ENSAMEG00000003778	NA	1.978353	0.5317373
ENSAMEG00000003779	NA	5.184705	4.90512
ENSAMEG00000003780	NA	3.344726	4.014239
ENSAMEG00000003781	NA	4.709043	3.022381
ENSAMEG00000003782	NA	1.500481	1.030633
ENSAMEG00000003783	NA	4.689372	1.440453
ENSAMEG00000003784	NA	5.305591	5.907071
ENSAMEG00000003785	NA	2.166323	0.2843092
ENSAMEG00000003786	NA	3.973519	3.989303
ENSAMEG00000003787	NA	2.82763	1.77844
ENSAMEG00000003788	NA	6.536712	3.916735
ENSAMEG00000003789	NA	5.603831	4.032833
ENSAMEG00000003790	NA	3.406586	3.208893
ENSAMEG00000003791	NA	2.593696	0.7686705
ENSAMEG00000003792	NA	5.246416	4.931499
ENSAMEG00000003793	NA	5.255614	3.921313
ENSAMEG00000003794	NA	4.064529	2.791229
ENSAMEG00000003795	NA	0.1410704	0.06473582
ENSAMEG00000003796	NA	0.4890352	0.6811587
ENSAMEG00000003797	NA	7.313173	6.39613
ENSAMEG00000003798	NA	4.919426	3.339585
ENSAMEG00000003799	NA	5.886055	7.203906
ENSAMEG00000003800	NA	8.66925	8.306463
ENSAMEG00000003801	NA	0	2.89681
ENSAMEG00000003802	NA	3.599081	2.286482
ENSAMEG00000003803	NA	3.475785	4.162129
ENSAMEG00000003804	NA	1.753617	0.389059
ENSAMEG00000003805	NA	3.109287	3.285399
ENSAMEG00000003806	NA	0.620972	0
ENSAMEG00000003807	NA	0.14665	0.7419079
ENSAMEG00000003808	NA	4.337129	4.467841
ENSAMEG00000003809	NA	0.9514393	0.1113281
ENSAMEG00000003810	NA	2.476869	1.152456
ENSAMEG00000003811	NA	0.9167464	3.406088
ENSAMEG00000003812	NA	0	0.08822126
ENSAMEG00000003813	NA	0.09962189	0
ENSAMEG00000003814	NA	5.181071	0.9387209
ENSAMEG00000003815	NA	4.380556	1.601492
ENSAMEG00000003816	NA	0.3416818	0.6486725
ENSAMEG00000003817	NA	2.363322	2.761732
ENSAMEG00000003818	NA	1.591861	2.493427
ENSAMEG00000003820	NA	5.16395	4.916238
ENSAMEG00000003822	NA	6.324485	5.30682
ENSAMEG00000003824	NA	3.97574	2.013866
ENSAMEG00000003825	NA	4.550353	4.342341
ENSAMEG00000003826	NA	4.611385	2.973418
ENSAMEG00000003827	NA	3.795622	0.7574842
ENSAMEG00000003828	NA	3.142041	1.901016
ENSAMEG00000003829	NA	5.261907	3.221249
ENSAMEG00000003830	NA	1.870736	0
ENSAMEG00000003831	NA	1.145038	1.553926
ENSAMEG00000003832	NA	3.630813	4.236569
ENSAMEG00000003833	NA	2.306073	2.498018
ENSAMEG00000003834	NA	0.3664694	0.3209479
ENSAMEG00000003835	NA	2.861485	3.089766
ENSAMEG00000003836	NA	6.582743	6.111054
ENSAMEG00000003837	NA	0.9150252	4.45034
ENSAMEG00000003838	NA	5.938756	5.632213
ENSAMEG00000003840	NA	1.229416	1.670011
ENSAMEG00000003841	NA	3.516431	3.121445
ENSAMEG00000003842	NA	0.3130183	0
ENSAMEG00000003843	NA	4.465628	4.697624
ENSAMEG00000003845	NA	6.023961	5.518488
ENSAMEG00000003846	NA	4.121604	3.291077
ENSAMEG00000003847	NA	4.228134	4.018118
ENSAMEG00000003848	NA	1.19203	0.3704746
ENSAMEG00000003850	NA	0.8288712	0.1856065
ENSAMEG00000003851	NA	2.059528	0.7027772
ENSAMEG00000003852	NA	6.00157	2.502382
ENSAMEG00000003853	NA	0.5595917	0.1408388
ENSAMEG00000003854	NA	0.9662769	1.331367
ENSAMEG00000003855	NA	3.729681	3.510721
ENSAMEG00000003856	NA	5.087726	2.395318
ENSAMEG00000003857	NA	10.54877	9.345059
ENSAMEG00000003858	NA	3.657317	2.69705
ENSAMEG00000003859	NA	2.10538	1.713762
ENSAMEG00000003860	NA	1.640852	3.895487
ENSAMEG00000003861	NA	3.460978	7.026036
ENSAMEG00000003863	NA	9.464303	8.376186
ENSAMEG00000003864	NA	6.379789	4.674856
ENSAMEG00000003865	NA	1.144914	0.08020371
ENSAMEG00000003866	NA	2.261299	0.5720612
ENSAMEG00000003867	NA	0	0.07321822
ENSAMEG00000003868	NA	4.344608	2.209026
ENSAMEG00000003869	NA	0	0.2162425
ENSAMEG00000003870	NA	0.390365	0
ENSAMEG00000003871	NA	0	0.245986
ENSAMEG00000003872	NA	4.006603	2.222434
ENSAMEG00000003873	NA	4.704175	4.372353
ENSAMEG00000003874	NA	0	0.06125487
ENSAMEG00000003875	NA	0	0.1667951
ENSAMEG00000003877	NA	4.185534	2.34696
ENSAMEG00000003878	NA	0.9587299	0.1026506
ENSAMEG00000003879	NA	0.50602	4.220415
ENSAMEG00000003880	NA	3.989248	1.477672
ENSAMEG00000003881	NA	3.272167	3.658821
ENSAMEG00000003882	NA	3.4837	2.798138
ENSAMEG00000003884	NA	5.790598	2.556425
ENSAMEG00000003885	NA	4.730738	3.970169
ENSAMEG00000003886	NA	5.192226	3.044062
ENSAMEG00000003887	NA	1.633059	3.594489
ENSAMEG00000003889	NA	3.498838	0.5666963
ENSAMEG00000003890	NA	0.4105159	0.08171048
ENSAMEG00000003891	NA	1.065814	2.846842
ENSAMEG00000003892	NA	2.491063	0.4498022
ENSAMEG00000003893	NA	0.9974709	1.626565
ENSAMEG00000003894	NA	5.043652	2.756511
ENSAMEG00000003895	NA	2.513665	3.751978
ENSAMEG00000003896	NA	0.2240007	0.2417072
ENSAMEG00000003897	NA	1.380984	0.7926047
ENSAMEG00000003898	NA	2.678	1.791706
ENSAMEG00000003899	NA	1.717982	2.194998
ENSAMEG00000003900	NA	3.797075	3.30662
ENSAMEG00000003901	NA	5.823563	4.363052
ENSAMEG00000003902	NA	3.590099	2.239978
ENSAMEG00000003903	NA	1.016232	3.703245
ENSAMEG00000003904	NA	6.145406	5.593533
ENSAMEG00000003905	NA	4.162822	6.750097
ENSAMEG00000003906	NA	6.459661	5.570809
ENSAMEG00000003907	NA	1.730681	2.201433
ENSAMEG00000003908	NA	4.977014	2.527473
ENSAMEG00000003909	NA	4.825068	2.118861
ENSAMEG00000003910	NA	8.016117	7.14175
ENSAMEG00000003911	NA	1.361796	0.7388111
ENSAMEG00000003912	NA	0	0.1183661
ENSAMEG00000003913	NA	4.611597	1.345561
ENSAMEG00000003914	NA	4.826696	4.180466
ENSAMEG00000003915	NA	2.90923	3.550494
ENSAMEG00000003916	NA	6.507985	8.337274
ENSAMEG00000003917	NA	3.651798	3.679581
ENSAMEG00000003918	NA	5.826508	5.594972
ENSAMEG00000003919	NA	2.466366	1.342959
ENSAMEG00000003920	NA	2.204851	1.698672
ENSAMEG00000003921	NA	1.349801	0.5795171
ENSAMEG00000003922	NA	4.426902	2.513117
ENSAMEG00000003923	NA	1.797938	1.187932
ENSAMEG00000003924	NA	1.159836	0.215281
ENSAMEG00000003925	NA	1.307516	3.166613
ENSAMEG00000003926	NA	7.763279	6.978335
ENSAMEG00000003927	NA	2.67834	4.21913
ENSAMEG00000003928	NA	0.4116519	0.07746287
ENSAMEG00000003929	NA	0.7081634	2.809801
ENSAMEG00000003930	NA	0.2396828	0
ENSAMEG00000003931	NA	2.067143	0.5220146
ENSAMEG00000003932	NA	0.1715668	0.07711267
ENSAMEG00000003933	NA	0.3514689	0.1968852
ENSAMEG00000003934	NA	3.609708	5.779078
ENSAMEG00000003935	NA	4.408787	3.721099
ENSAMEG00000003936	NA	0.7131679	3.56635
ENSAMEG00000003938	NA	4.987862	4.473118
ENSAMEG00000003939	NA	0.2214032	0
ENSAMEG00000003940	NA	4.014802	2.891441
ENSAMEG00000003941	NA	0.1054536	0.2860851
ENSAMEG00000003942	NA	1.823171	1.626519
ENSAMEG00000003943	NA	2.727016	4.400394
ENSAMEG00000003944	NA	3.973464	3.345645
ENSAMEG00000003946	NA	1.903617	1.302904
ENSAMEG00000003947	NA	4.356997	3.599853
ENSAMEG00000003949	NA	3.147106	3.767506
ENSAMEG00000003950	NA	0.3098991	0
ENSAMEG00000003952	NA	5.342654	3.18606
ENSAMEG00000003953	NA	0	0.04630637
ENSAMEG00000003954	NA	3.845831	2.911337
ENSAMEG00000003955	NA	1.330191	1.610497
ENSAMEG00000003956	NA	2.504442	0.0732248
ENSAMEG00000003957	NA	0.0957797	0
ENSAMEG00000003958	NA	0.3706709	0.7988676
ENSAMEG00000003959	NA	0.8223875	0.2405769
ENSAMEG00000003960	NA	0.05117328	0.1507416
ENSAMEG00000003961	NA	5.437614	4.985441
ENSAMEG00000003962	NA	0.718142	0.4062852
ENSAMEG00000003963	NA	0.6223466	0.01784012
ENSAMEG00000003964	NA	2.318389	0.8858484
ENSAMEG00000003965	NA	1.645494	1.434012
ENSAMEG00000003966	NA	3.221361	1.607906
ENSAMEG00000003967	NA	0.3540842	0
ENSAMEG00000003968	NA	4.638607	3.033226
ENSAMEG00000003970	NA	1.31647	1.18709
ENSAMEG00000003972	NA	0.793031	0.9715778
ENSAMEG00000003973	NA	2.078805	1.349756
ENSAMEG00000003974	NA	2.806264	3.105609
ENSAMEG00000003975	NA	8.618419	7.235555
ENSAMEG00000003976	NA	4.836651	4.704579
ENSAMEG00000003977	NA	6.097714	4.2837
ENSAMEG00000003978	NA	0.6822344	0
ENSAMEG00000003979	NA	0.2834513	1.652597
ENSAMEG00000003980	NA	4.608425	2.772295
ENSAMEG00000003981	NA	3.960211	2.908506
ENSAMEG00000003982	NA	4.201634	3.517641
ENSAMEG00000003983	NA	4.099977	3.122023
ENSAMEG00000003984	NA	3.543038	2.208764
ENSAMEG00000003985	NA	3.297947	1.740004
ENSAMEG00000003986	NA	4.434408	4.429656
ENSAMEG00000003987	NA	0.09235414	0.5145243
ENSAMEG00000003988	NA	0	0.05987951
ENSAMEG00000003989	NA	3.041485	2.313591
ENSAMEG00000003990	NA	3.523913	0.4831094
ENSAMEG00000003992	NA	0.1110841	0.1790575
ENSAMEG00000003993	NA	6.556741	4.184463
ENSAMEG00000003994	NA	3.794894	1.251774
ENSAMEG00000003995	NA	1.421124	0.7685011
ENSAMEG00000003996	NA	4.615858	3.307319
ENSAMEG00000003998	NA	0.7206112	1.43875
ENSAMEG00000003999	NA	0.4604815	0.7640089
ENSAMEG00000004000	NA	3.876114	2.216951
