liver	ovary	testis
ENSAMEG00000015227	NA	8.99864	6.047069
ENSAMEG00000015228	NA	0.05894567	0
ENSAMEG00000015229	NA	4.680375	3.24665
ENSAMEG00000015230	NA	2.553786	0.01249334
ENSAMEG00000015231	NA	2.27538	0.6594113
ENSAMEG00000015232	NA	2.33516	1.216834
ENSAMEG00000015233	NA	0.04335668	0.1768793
ENSAMEG00000015234	NA	4.356052	2.145867
ENSAMEG00000015235	NA	4.141817	4.83878
ENSAMEG00000015236	NA	0	0.1270641
ENSAMEG00000015237	NA	4.750869	5.613375
ENSAMEG00000015238	NA	0.2740326	0.08556348
ENSAMEG00000015240	NA	5.016991	3.902324
ENSAMEG00000015241	NA	4.74793	4.153878
ENSAMEG00000015242	NA	3.634698	2.360892
ENSAMEG00000015244	NA	4.111783	3.173195
ENSAMEG00000015245	NA	1.608786	1.133103
ENSAMEG00000015246	NA	3.773996	4.457732
ENSAMEG00000015247	NA	6.816344	8.375891
ENSAMEG00000015248	NA	6.077373	1.734478
ENSAMEG00000015249	NA	7.367231	8.178575
ENSAMEG00000015250	NA	0.2978194	0.2271274
ENSAMEG00000015251	NA	0.5803607	0
ENSAMEG00000015252	NA	4.792231	4.68155
ENSAMEG00000015253	NA	0.4915268	0.2351732
ENSAMEG00000015254	NA	8.397371	11.14227
ENSAMEG00000015255	NA	5.443418	7.061528
ENSAMEG00000015256	NA	0.4470078	2.597402
ENSAMEG00000015257	NA	6.731808	4.192778
ENSAMEG00000015258	NA	4.20125	0.6347847
ENSAMEG00000015259	NA	6.587619	6.199184
ENSAMEG00000015260	NA	4.249146	2.403322
ENSAMEG00000015261	NA	0.8357535	3.556209
ENSAMEG00000015262	NA	6.28088	5.955552
ENSAMEG00000015263	NA	6.017436	3.884764
ENSAMEG00000015264	NA	3.507642	3.917623
ENSAMEG00000015265	NA	2.526412	1.771898
ENSAMEG00000015266	NA	0.1295138	0.3564706
ENSAMEG00000015267	NA	5.984348	5.73324
ENSAMEG00000015268	NA	2.696686	1.860558
ENSAMEG00000015269	NA	5.155915	3.351073
ENSAMEG00000015270	NA	7.492606	6.066081
ENSAMEG00000015271	NA	0	1.258953
ENSAMEG00000015272	NA	5.822366	7.189222
ENSAMEG00000015273	NA	4.163805	2.4587
ENSAMEG00000015274	NA	3.478454	3.584498
ENSAMEG00000015276	NA	5.129728	4.840624
ENSAMEG00000015277	NA	4.201187	5.61776
ENSAMEG00000015280	NA	0.03520821	0.004768485
ENSAMEG00000015281	NA	3.882823	1.653693
ENSAMEG00000015282	NA	4.571725	1.7554
ENSAMEG00000015283	NA	0.652537	0.5535345
ENSAMEG00000015284	NA	5.362866	4.310449
ENSAMEG00000015286	NA	3.816958	1.638213
ENSAMEG00000015287	NA	5.739141	6.276525
ENSAMEG00000015290	NA	2.956337	0.9095489
ENSAMEG00000015291	NA	3.861995	3.151554
ENSAMEG00000015293	NA	6.160827	3.475876
ENSAMEG00000015294	NA	4.470667	2.746498
ENSAMEG00000015296	NA	0	0.1447251
ENSAMEG00000015297	NA	2.538662	4.090032
ENSAMEG00000015298	NA	3.333872	4.22231
ENSAMEG00000015299	NA	0.1913668	1.491725
ENSAMEG00000015300	NA	6.15385	5.58846
ENSAMEG00000015302	NA	0.4982284	1.401767
ENSAMEG00000015303	NA	1.714219	0.2693456
ENSAMEG00000015304	NA	4.180808	1.117728
ENSAMEG00000015305	NA	1.653996	0.2139743
ENSAMEG00000015306	NA	4.085416	1.649523
ENSAMEG00000015307	NA	4.002333	2.090244
ENSAMEG00000015308	NA	3.575409	1.622495
ENSAMEG00000015309	NA	5.020191	5.343003
ENSAMEG00000015310	NA	0.04517146	0.7953913
ENSAMEG00000015311	NA	3.167292	0.892813
ENSAMEG00000015312	NA	0.7122779	0.331586
ENSAMEG00000015313	NA	0.8481844	3.791897
ENSAMEG00000015314	NA	1.68054	1.381876
ENSAMEG00000015315	NA	2.656094	2.714716
ENSAMEG00000015316	NA	4.463701	1.199983
ENSAMEG00000015317	NA	4.127782	2.819022
ENSAMEG00000015318	NA	4.120991	1.728347
ENSAMEG00000015319	NA	0.7415705	0.7175639
ENSAMEG00000015320	NA	7.577772	4.57974
ENSAMEG00000015321	NA	4.119821	4.466118
ENSAMEG00000015322	NA	5.12523	3.040759
ENSAMEG00000015323	NA	2.303684	4.94674
ENSAMEG00000015324	NA	4.062692	3.849659
ENSAMEG00000015325	NA	5.005678	6.480343
ENSAMEG00000015326	NA	2.566053	1.253917
ENSAMEG00000015327	NA	0.3565428	0.1268743
ENSAMEG00000015328	NA	6.619097	8.693776
ENSAMEG00000015329	NA	2.774344	0
ENSAMEG00000015330	NA	1.35897	1.934664
ENSAMEG00000015331	NA	4.012148	3.053713
ENSAMEG00000015332	NA	3.278255	3.192573
ENSAMEG00000015333	NA	3.813114	3.651017
ENSAMEG00000015334	NA	8.933092	5.261283
ENSAMEG00000015336	NA	2.647959	3.001364
ENSAMEG00000015337	NA	3.232934	4.253762
ENSAMEG00000015338	NA	0.04291506	0.1375599
ENSAMEG00000015339	NA	2.610943	4.424324
ENSAMEG00000015340	NA	3.358301	1.834642
ENSAMEG00000015341	NA	6.296742	4.918819
ENSAMEG00000015343	NA	7.066154	6.514353
ENSAMEG00000015344	NA	2.109902	5.52702
ENSAMEG00000015345	NA	4.658926	3.580785
ENSAMEG00000015346	NA	3.107202	1.341907
ENSAMEG00000015347	NA	4.688634	3.9753
ENSAMEG00000015348	NA	0.5578316	1.989884
ENSAMEG00000015349	NA	0.08796298	0.04647444
ENSAMEG00000015350	NA	4.05773	2.309991
ENSAMEG00000015351	NA	6.647306	4.733403
ENSAMEG00000015352	NA	9.093124	4.908837
ENSAMEG00000015353	NA	1.951938	1.677567
ENSAMEG00000015354	NA	5.147494	2.530103
ENSAMEG00000015355	NA	3.06658	2.126041
ENSAMEG00000015356	NA	0.9354341	0.2398819
ENSAMEG00000015357	NA	3.686503	4.711104
ENSAMEG00000015358	NA	5.735568	3.590973
ENSAMEG00000015359	NA	5.046853	3.309515
ENSAMEG00000015360	NA	0.2225647	0.09365888
ENSAMEG00000015361	NA	0.8164826	0.4180291
ENSAMEG00000015362	NA	5.877695	4.054397
ENSAMEG00000015363	NA	5.614624	2.956505
ENSAMEG00000015364	NA	6.410287	3.393197
ENSAMEG00000015365	NA	0.6959368	1.211149
ENSAMEG00000015366	NA	1.013605	0.4565749
ENSAMEG00000015367	NA	0.8080448	0
ENSAMEG00000015368	NA	3.940486	1.050369
ENSAMEG00000015369	NA	3.68575	4.744581
ENSAMEG00000015370	NA	5.21815	5.914385
ENSAMEG00000015371	NA	3.217629	2.257216
ENSAMEG00000015372	NA	3.259006	3.682315
ENSAMEG00000015374	NA	2.538846	2.004088
ENSAMEG00000015375	NA	2.01805	0.5716904
ENSAMEG00000015376	NA	4.667758	2.689787
ENSAMEG00000015377	NA	0.9622647	0.2928913
ENSAMEG00000015378	NA	2.124844	2.218716
ENSAMEG00000015379	NA	0.4908371	0.1225601
ENSAMEG00000015380	NA	0.607183	0.6140398
ENSAMEG00000015381	NA	6.088723	4.688175
ENSAMEG00000015382	NA	5.814442	5.551527
ENSAMEG00000015383	NA	0.9790771	0.6000413
ENSAMEG00000015384	NA	4.079131	1.746708
ENSAMEG00000015385	NA	5.319593	4.032154
ENSAMEG00000015386	NA	5.483348	3.001548
ENSAMEG00000015387	NA	0.1248216	0.1172913
ENSAMEG00000015388	NA	6.035971	5.092719
ENSAMEG00000015389	NA	2.271823	2.172081
ENSAMEG00000015390	NA	0.7888636	1.350328
ENSAMEG00000015391	NA	4.494326	3.853347
ENSAMEG00000015392	NA	4.83373	3.587233
ENSAMEG00000015393	NA	4.730135	0
ENSAMEG00000015394	NA	3.358534	1.483442
ENSAMEG00000015395	NA	3.758847	0.5917541
ENSAMEG00000015396	NA	4.128153	2.118423
ENSAMEG00000015397	NA	0.1495989	0
ENSAMEG00000015398	NA	5.23897	3.702192
ENSAMEG00000015399	NA	3.579204	3.467501
ENSAMEG00000015400	NA	4.882041	2.735043
ENSAMEG00000015401	NA	4.272397	2.992217
ENSAMEG00000015402	NA	2.770649	3.529171
ENSAMEG00000015403	NA	2.018542	5.034
ENSAMEG00000015404	NA	2.948358	3.471396
ENSAMEG00000015405	NA	6.202569	7.196204
ENSAMEG00000015406	NA	4.326523	3.091592
ENSAMEG00000015407	NA	3.403397	4.051885
ENSAMEG00000015408	NA	3.543805	2.305425
ENSAMEG00000015409	NA	4.210615	3.624031
ENSAMEG00000015410	NA	14.15896	13.05445
ENSAMEG00000015411	NA	0.3744751	0
ENSAMEG00000015412	NA	1.77178	2.310221
ENSAMEG00000015413	NA	5.768534	4.365448
ENSAMEG00000015414	NA	4.178237	1.043463
ENSAMEG00000015415	NA	1.878517	1.508555
ENSAMEG00000015416	NA	7.200173	6.432848
ENSAMEG00000015417	NA	6.211614	3.955889
ENSAMEG00000015418	NA	5.903993	3.481493
ENSAMEG00000015419	NA	2.99182	2.192119
ENSAMEG00000015420	NA	2.653762	1.066813
ENSAMEG00000015421	NA	1.568285	2.116258
ENSAMEG00000015422	NA	4.414609	2.000426
ENSAMEG00000015423	NA	4.279427	4.171671
ENSAMEG00000015424	NA	13.86646	12.9
ENSAMEG00000015425	NA	3.164564	5.663359
ENSAMEG00000015426	NA	4.789807	3.243873
ENSAMEG00000015427	NA	4.946782	5.084404
ENSAMEG00000015428	NA	2.227458	1.590243
ENSAMEG00000015429	NA	6.272893	5.898931
ENSAMEG00000015430	NA	3.468792	3.734027
ENSAMEG00000015431	NA	4.086809	2.950771
ENSAMEG00000015432	NA	4.212251	2.812432
ENSAMEG00000015433	NA	5.082464	3.556442
ENSAMEG00000015434	NA	5.45516	3.277327
ENSAMEG00000015435	NA	3.937118	2.9275
ENSAMEG00000015436	NA	2.414152	1.258129
ENSAMEG00000015437	NA	0.2343112	0.02608756
ENSAMEG00000015439	NA	4.543694	5.21042
ENSAMEG00000015440	NA	1.310216	1.605969
ENSAMEG00000015441	NA	0.5982566	0.659825
ENSAMEG00000015442	NA	3.252505	3.72645
ENSAMEG00000015443	NA	4.766113	3.273738
ENSAMEG00000015444	NA	3.418159	2.592395
ENSAMEG00000015445	NA	0	0.1688397
ENSAMEG00000015446	NA	7.829558	4.685015
ENSAMEG00000015447	NA	5.075956	4.377665
ENSAMEG00000015448	NA	3.545103	0.2716563
ENSAMEG00000015449	NA	0	1.281758
ENSAMEG00000015450	NA	3.252184	1.834865
ENSAMEG00000015451	NA	4.267176	1.519099
ENSAMEG00000015452	NA	1.186773	2.946048
ENSAMEG00000015453	NA	4.18478	2.001413
ENSAMEG00000015454	NA	7.432767	7.079389
ENSAMEG00000015455	NA	6.157193	4.857692
ENSAMEG00000015456	NA	3.073543	3.196956
ENSAMEG00000015457	NA	4.573793	1.999228
ENSAMEG00000015458	NA	0.6766736	0.1771996
ENSAMEG00000015459	NA	2.017936	0.5766711
ENSAMEG00000015460	NA	3.321725	2.129293
ENSAMEG00000015462	NA	7.389911	9.171397
ENSAMEG00000015463	NA	0	0.3542107
ENSAMEG00000015464	NA	6.708698	4.290461
ENSAMEG00000015465	NA	3.542171	4.663584
ENSAMEG00000015466	NA	4.768375	4.765211
ENSAMEG00000015467	NA	2.071584	2.645471
ENSAMEG00000015468	NA	0.4341825	0.07362955
ENSAMEG00000015469	NA	5.982617	3.669503
ENSAMEG00000015470	NA	1.096181	1.841969
ENSAMEG00000015471	NA	1.819877	0.1281328
ENSAMEG00000015472	NA	4.888657	3.591127
ENSAMEG00000015474	NA	5.520963	1.683975
ENSAMEG00000015475	NA	2.182807	0.8689957
ENSAMEG00000015476	NA	4.510126	5.06311
ENSAMEG00000015477	NA	2.766663	0.3658426
ENSAMEG00000015479	NA	3.823077	4.595528
ENSAMEG00000015480	NA	7.246665	7.413594
ENSAMEG00000015481	NA	1.025864	0.7454757
ENSAMEG00000015482	NA	1.611366	0.4597652
ENSAMEG00000015483	NA	0.06284454	0.4341889
ENSAMEG00000015484	NA	5.998545	1.749354
ENSAMEG00000015485	NA	0.9987732	0.2113138
ENSAMEG00000015486	NA	5.461898	2.236392
ENSAMEG00000015487	NA	3.634256	6.321109
ENSAMEG00000015488	NA	4.478422	2.21451
ENSAMEG00000015489	NA	1.349796	0
ENSAMEG00000015490	NA	3.25388	2.445374
ENSAMEG00000015491	NA	3.062357	1.0931
ENSAMEG00000015492	NA	2.594083	0.5971545
ENSAMEG00000015493	NA	4.927394	3.379036
ENSAMEG00000015494	NA	0.3737373	1.179365
ENSAMEG00000015495	NA	3.737827	3.387423
ENSAMEG00000015496	NA	6.171437	4.524966
ENSAMEG00000015497	NA	2.319965	0
ENSAMEG00000015498	NA	0	0.09166098
ENSAMEG00000015499	NA	3.921589	1.007095
ENSAMEG00000015500	NA	3.639684	2.769598
ENSAMEG00000015501	NA	4.223917	3.62728
ENSAMEG00000015502	NA	5.115158	5.300724
ENSAMEG00000015503	NA	0.2579725	0
ENSAMEG00000015504	NA	3.336151	0
ENSAMEG00000015505	NA	0	3.483893
ENSAMEG00000015506	NA	4.557477	1.762311
ENSAMEG00000015507	NA	3.879114	3.707856
ENSAMEG00000015508	NA	4.836454	5.348976
ENSAMEG00000015509	NA	4.292568	2.31669
ENSAMEG00000015510	NA	5.559461	2.095053
ENSAMEG00000015511	NA	2.328409	0.7196005
ENSAMEG00000015512	NA	1.623797	3.934073
ENSAMEG00000015513	NA	3.261018	2.774521
ENSAMEG00000015514	NA	4.054996	2.638426
ENSAMEG00000015515	NA	5.336901	5.231367
ENSAMEG00000015516	NA	0.5861018	2.286961
ENSAMEG00000015517	NA	4.910349	3.044043
ENSAMEG00000015518	NA	6.374426	6.028748
ENSAMEG00000015519	NA	5.400702	4.78703
ENSAMEG00000015520	NA	5.159516	6.05355
ENSAMEG00000015521	NA	6.577651	3.780048
ENSAMEG00000015522	NA	0.9747217	0.8676134
ENSAMEG00000015523	NA	0.08495234	0.5853241
ENSAMEG00000015524	NA	0.8753043	1.389622
ENSAMEG00000015525	NA	2.48101	0.4722049
ENSAMEG00000015526	NA	0.4071733	0.09944576
ENSAMEG00000015527	NA	0.1394171	0.069681
ENSAMEG00000015528	NA	3.547018	2.180845
ENSAMEG00000015529	NA	4.401931	1.776214
ENSAMEG00000015530	NA	4.897937	2.981654
ENSAMEG00000015531	NA	4.157383	3.341493
ENSAMEG00000015532	NA	2.738413	0.9553336
ENSAMEG00000015533	NA	2.924545	1.766188
ENSAMEG00000015534	NA	3.595337	3.967224
ENSAMEG00000015535	NA	0	0.2206432
ENSAMEG00000015536	NA	5.881209	5.021302
ENSAMEG00000015537	NA	4.006163	2.379665
ENSAMEG00000015538	NA	1.171194	0.4004756
ENSAMEG00000015539	NA	0.04949597	0
ENSAMEG00000015540	NA	6.618797	6.831675
ENSAMEG00000015541	NA	15.11337	13.42041
ENSAMEG00000015542	NA	3.626883	2.438099
ENSAMEG00000015543	NA	4.038278	1.64625
ENSAMEG00000015544	NA	4.268846	4.884232
ENSAMEG00000015545	NA	6.582216	5.443212
ENSAMEG00000015546	NA	2.611214	3.559214
ENSAMEG00000015547	NA	0	0.03671235
ENSAMEG00000015548	NA	4.221297	2.624049
ENSAMEG00000015549	NA	3.865741	2.133757
ENSAMEG00000015550	NA	3.317324	1.769384
ENSAMEG00000015551	NA	6.344642	4.425412
ENSAMEG00000015552	NA	5.648736	0.08493166
ENSAMEG00000015553	NA	0.3877651	0.3031834
ENSAMEG00000015554	NA	0.3683214	0.638325
ENSAMEG00000015555	NA	0.211649	0
ENSAMEG00000015556	NA	0.9659689	0.2830541
ENSAMEG00000015557	NA	5.854345	4.558188
ENSAMEG00000015558	NA	0.06253208	0.02497576
ENSAMEG00000015559	NA	6.52441	3.932524
ENSAMEG00000015560	NA	7.999386	7.423141
ENSAMEG00000015561	NA	1.566133	2.068303
ENSAMEG00000015562	NA	5.577809	3.282554
ENSAMEG00000015563	NA	5.719575	5.267191
ENSAMEG00000015564	NA	3.787944	3.485401
ENSAMEG00000015565	NA	5.327554	4.774323
ENSAMEG00000015566	NA	2.745521	1.341343
ENSAMEG00000015567	NA	0.8892126	2.061037
ENSAMEG00000015568	NA	0.3272298	2.204476
ENSAMEG00000015569	NA	3.994372	3.421633
ENSAMEG00000015570	NA	0.7642366	2.573532
ENSAMEG00000015571	NA	0	2.180536
ENSAMEG00000015572	NA	0	4.583772
ENSAMEG00000015573	NA	0	0.07038205
ENSAMEG00000015574	NA	7.836972	7.999324
ENSAMEG00000015575	NA	2.731016	2.11031
ENSAMEG00000015576	NA	3.141707	1.206162
ENSAMEG00000015577	NA	4.777614	2.477455
ENSAMEG00000015578	NA	2.569287	2.519336
ENSAMEG00000015579	NA	5.471496	4.85445
ENSAMEG00000015580	NA	4.37059	3.15606
ENSAMEG00000015581	NA	4.658434	4.851524
ENSAMEG00000015582	NA	3.345435	1.266013
ENSAMEG00000015583	NA	1.56117	3.105886
ENSAMEG00000015584	NA	7.149188	6.449231
ENSAMEG00000015585	NA	3.457132	3.445325
ENSAMEG00000015586	NA	4.121115	5.176159
ENSAMEG00000015587	NA	3.193534	2.252382
ENSAMEG00000015588	NA	0.506089	0.6519954
ENSAMEG00000015589	NA	0.9837696	0.2354011
ENSAMEG00000015590	NA	4.301595	3.807869
ENSAMEG00000015592	NA	0.2997745	1.193652
ENSAMEG00000015593	NA	4.316405	4.598561
ENSAMEG00000015594	NA	3.90077	2.478749
ENSAMEG00000015595	NA	0	0.2076717
ENSAMEG00000015596	NA	2.575264	0.6881902
ENSAMEG00000015597	NA	2.682602	2.201714
ENSAMEG00000015598	NA	2.765808	1.077489
ENSAMEG00000015599	NA	0.7268809	0.4238524
ENSAMEG00000015600	NA	2.884303	2.846818
ENSAMEG00000015601	NA	2.892861	2.749775
ENSAMEG00000015602	NA	3.600163	4.5314
ENSAMEG00000015603	NA	1.323912	1.71194
ENSAMEG00000015604	NA	3.081984	1.468177
ENSAMEG00000015605	NA	4.081629	4.808565
ENSAMEG00000015606	NA	5.900621	5.068817
ENSAMEG00000015607	NA	1.239905	2.876297
ENSAMEG00000015608	NA	2.488029	1.842746
ENSAMEG00000015609	NA	5.31179	3.439191
ENSAMEG00000015610	NA	3.016721	1.894538
ENSAMEG00000015612	NA	0.8257897	0.4892891
ENSAMEG00000015613	NA	3.51167	3.800827
ENSAMEG00000015614	NA	5.441971	6.113573
ENSAMEG00000015615	NA	0.5536259	0.8822314
ENSAMEG00000015616	NA	1.780289	3.8009
ENSAMEG00000015617	NA	2.573149	0.7593127
ENSAMEG00000015618	NA	0.3831552	0.1609318
ENSAMEG00000015619	NA	3.774524	3.604593
ENSAMEG00000015620	NA	2.189239	2.730264
ENSAMEG00000015621	NA	0.3213013	0.6652299
ENSAMEG00000015622	NA	0.5482857	0.3688812
ENSAMEG00000015623	NA	0.3290467	0.06395294
ENSAMEG00000015624	NA	0.0420579	0.5009244
ENSAMEG00000015625	NA	3.484937	3.260122
ENSAMEG00000015626	NA	4.703876	4.286157
ENSAMEG00000015627	NA	3.554171	4.651413
ENSAMEG00000015628	NA	5.087976	3.31264
ENSAMEG00000015629	NA	6.442103	5.700168
ENSAMEG00000015630	NA	4.833538	2.479859
ENSAMEG00000015631	NA	4.454163	3.983888
ENSAMEG00000015632	NA	3.956791	3.736356
ENSAMEG00000015633	NA	0.3408528	0.1061855
ENSAMEG00000015634	NA	4.747216	4.291604
ENSAMEG00000015635	NA	0.7337543	0.6745745
ENSAMEG00000015637	NA	5.044836	3.142699
ENSAMEG00000015638	NA	3.744915	2.132044
ENSAMEG00000015639	NA	1.725693	2.290749
ENSAMEG00000015641	NA	5.624791	5.387542
ENSAMEG00000015642	NA	4.734921	5.117088
ENSAMEG00000015643	NA	2.727592	0.9980019
ENSAMEG00000015644	NA	0.7477079	0.5974034
ENSAMEG00000015645	NA	1.278455	0.7927654
ENSAMEG00000015646	NA	5.004101	3.880803
ENSAMEG00000015647	NA	11.88327	9.612946
ENSAMEG00000015648	NA	0.5931376	1.305422
ENSAMEG00000015649	NA	2.837564	2.113614
ENSAMEG00000015650	NA	4.193811	2.445774
ENSAMEG00000015651	NA	5.236087	3.168397
ENSAMEG00000015652	NA	6.137026	1.128676
ENSAMEG00000015653	NA	2.94114	1.026644
ENSAMEG00000015654	NA	3.289073	2.070303
ENSAMEG00000015655	NA	0.1325128	0.4728797
ENSAMEG00000015656	NA	0.01526362	0.0627187
ENSAMEG00000015657	NA	4.01531	2.824959
ENSAMEG00000015658	NA	3.512695	0.4455667
ENSAMEG00000015659	NA	0.5589327	1.16712
ENSAMEG00000015660	NA	3.445306	2.513117
ENSAMEG00000015661	NA	0.3466574	4.319603
ENSAMEG00000015662	NA	11.31286	11.67498
ENSAMEG00000015663	NA	4.212686	2.699412
ENSAMEG00000015664	NA	0.6700526	2.462531
ENSAMEG00000015665	NA	5.064223	3.86584
ENSAMEG00000015666	NA	0.1912177	2.666822
ENSAMEG00000015667	NA	0.479781	0.1334646
ENSAMEG00000015669	NA	3.198218	2.497602
ENSAMEG00000015670	NA	0.05706911	0.03504052
ENSAMEG00000015671	NA	4.561638	3.666382
ENSAMEG00000015672	NA	4.089218	3.209879
ENSAMEG00000015673	NA	4.772134	2.534423
ENSAMEG00000015674	NA	5.519643	4.011558
ENSAMEG00000015675	NA	4.094929	4.454919
ENSAMEG00000015676	NA	0.199232	0.5758535
ENSAMEG00000015677	NA	3.341535	3.224605
ENSAMEG00000015678	NA	1.12828	1.465081
ENSAMEG00000015679	NA	3.656256	2.156011
ENSAMEG00000015681	NA	1.24298	0.6487167
ENSAMEG00000015682	NA	2.57797	1.160326
ENSAMEG00000015683	NA	0.8095585	0.6749803
ENSAMEG00000015684	NA	0.4897402	0.1888908
ENSAMEG00000015685	NA	1.590243	1.151891
ENSAMEG00000015686	NA	6.669126	6.788751
ENSAMEG00000015687	NA	9.635629	8.527164
ENSAMEG00000015688	NA	0.6639985	0
ENSAMEG00000015689	NA	2.916148	1.14338
ENSAMEG00000015690	NA	0.185434	0.2133846
ENSAMEG00000015691	NA	4.388093	1.96969
ENSAMEG00000015692	NA	2.890978	3.17406
ENSAMEG00000015693	NA	3.001482	0.7829922
ENSAMEG00000015694	NA	0.3822987	0.1379022
ENSAMEG00000015695	NA	7.533119	5.007716
ENSAMEG00000015696	NA	1.786299	0.3855194
ENSAMEG00000015697	NA	4.77215	3.317256
ENSAMEG00000015698	NA	3.726559	3.250273
ENSAMEG00000015699	NA	3.899785	2.999185
ENSAMEG00000015701	NA	1.730162	1.180218
ENSAMEG00000015702	NA	0.09431216	0.1671035
ENSAMEG00000015704	NA	3.351767	2.94258
ENSAMEG00000015705	NA	5.510509	5.140216
ENSAMEG00000015706	NA	4.66558	6.109062
ENSAMEG00000015708	NA	0.08091344	0.04091557
ENSAMEG00000015709	NA	3.535972	3.839
ENSAMEG00000015710	NA	0.1997521	0.4988217
ENSAMEG00000015711	NA	3.015617	2.628258
ENSAMEG00000015712	NA	3.087617	1.724716
ENSAMEG00000015713	NA	5.757869	2.668879
ENSAMEG00000015714	NA	0	0.06228836
ENSAMEG00000015715	NA	4.607401	2.968209
ENSAMEG00000015716	NA	3.330386	2.184185
ENSAMEG00000015717	NA	5.59613	5.013293
ENSAMEG00000015718	NA	4.570609	2.153186
ENSAMEG00000015719	NA	0.607825	1.2029
ENSAMEG00000015720	NA	0.113674	0
ENSAMEG00000015721	NA	4.578033	1.683674
ENSAMEG00000015722	NA	4.802752	1.313176
ENSAMEG00000015724	NA	3.659742	3.031125
ENSAMEG00000015725	NA	1.968828	2.461049
ENSAMEG00000015726	NA	0.417663	0
ENSAMEG00000015727	NA	5.591003	2.232501
ENSAMEG00000015728	NA	0	1.420231
ENSAMEG00000015729	NA	1.013319	0
ENSAMEG00000015731	NA	4.451416	2.864834
ENSAMEG00000015732	NA	4.272874	3.535232
ENSAMEG00000015733	NA	3.172446	1.5116
ENSAMEG00000015734	NA	1.021538	0.5400745
ENSAMEG00000015735	NA	2.756959	2.685225
ENSAMEG00000015736	NA	2.713647	1.295682
ENSAMEG00000015737	NA	2.85893	2.441956
ENSAMEG00000015738	NA	4.133654	3.065259
ENSAMEG00000015739	NA	9.912894	9.566182
ENSAMEG00000015740	NA	2.574697	1.597879
ENSAMEG00000015741	NA	3.162034	0.9680819
ENSAMEG00000015742	NA	0.6461534	1.301441
ENSAMEG00000015743	NA	4.245777	1.482487
ENSAMEG00000015744	NA	0.4441359	0.2160277
ENSAMEG00000015745	NA	2.41462	0.8023909
ENSAMEG00000015746	NA	3.289721	3.76137
ENSAMEG00000015748	NA	4.579959	3.594194
ENSAMEG00000015749	NA	5.38531	5.363742
ENSAMEG00000015750	NA	2.943134	2.676247
ENSAMEG00000015751	NA	8.481743	6.134584
ENSAMEG00000015752	NA	4.297742	4.02479
ENSAMEG00000015753	NA	3.825022	4.813166
ENSAMEG00000015754	NA	1.687406	0.8551198
ENSAMEG00000015755	NA	3.775546	4.301573
ENSAMEG00000015756	NA	4.162508	3.598627
ENSAMEG00000015758	NA	3.689936	1.968732
ENSAMEG00000015759	NA	4.892984	4.130165
ENSAMEG00000015760	NA	2.716297	0
ENSAMEG00000015762	NA	4.252976	5.073914
ENSAMEG00000015763	NA	4.507186	4.149536
ENSAMEG00000015764	NA	3.822292	3.972739
ENSAMEG00000015765	NA	0.4252317	0.2748288
ENSAMEG00000015766	NA	3.64504	3.152567
ENSAMEG00000015767	NA	4.405026	2.480092
ENSAMEG00000015768	NA	5.532117	4.629275
ENSAMEG00000015769	NA	4.560807	4.359106
ENSAMEG00000015770	NA	4.347453	3.004924
ENSAMEG00000015771	NA	3.802193	2.638236
ENSAMEG00000015772	NA	4.078413	2.416034
ENSAMEG00000015773	NA	4.177854	1.029149
ENSAMEG00000015774	NA	4.902932	4.431971
ENSAMEG00000015775	NA	5.370283	5.434118
ENSAMEG00000015776	NA	2.192238	2.004717
ENSAMEG00000015778	NA	3.944006	2.360949
ENSAMEG00000015779	NA	5.576855	3.67324
ENSAMEG00000015780	NA	4.855467	2.464869
ENSAMEG00000015781	NA	2.549758	0.6149152
ENSAMEG00000015782	NA	0.8503922	0.6771501
ENSAMEG00000015783	NA	2.312205	0.5981403
ENSAMEG00000015785	NA	2.162616	1.51853
ENSAMEG00000015786	NA	4.626235	2.813683
ENSAMEG00000015787	NA	1.122056	0.6444221
ENSAMEG00000015788	NA	4.010431	4.610647
ENSAMEG00000015790	NA	0.3907645	1.609353
ENSAMEG00000015791	NA	4.341025	3.650592
ENSAMEG00000015792	NA	3.914321	1.961687
ENSAMEG00000015793	NA	6.34107	4.642563
ENSAMEG00000015794	NA	3.706586	3.172324
ENSAMEG00000015795	NA	1.539526	1.056112
ENSAMEG00000015796	NA	1.209042	0.3712644
ENSAMEG00000015798	NA	3.424418	3.701609
ENSAMEG00000015799	NA	1.924063	0.6019703
ENSAMEG00000015800	NA	3.097221	2.167062
ENSAMEG00000015801	NA	4.251515	2.906652
ENSAMEG00000015802	NA	0.1368812	0
ENSAMEG00000015804	NA	3.390962	2.117206
ENSAMEG00000015805	NA	2.37696	2.582946
ENSAMEG00000015806	NA	4.132634	2.871116
ENSAMEG00000015807	NA	0.05210464	1.203276
ENSAMEG00000015808	NA	4.047242	1.225121
ENSAMEG00000015809	NA	0	0.05371109
ENSAMEG00000015810	NA	2.709919	0.2382549
ENSAMEG00000015811	NA	0.7434038	0.3507586
ENSAMEG00000015812	NA	4.225182	2.559125
ENSAMEG00000015813	NA	0.744745	0.07107712
ENSAMEG00000015814	NA	3.014239	2.072535
ENSAMEG00000015815	NA	4.476853	3.324069
ENSAMEG00000015816	NA	0.9091425	0.317524
ENSAMEG00000015817	NA	3.711726	2.395334
ENSAMEG00000015818	NA	4.057251	2.188126
