heart	kidney	liver	ovary
ENSANAG00000036842	4.690255	4.877461	2.960919	6.536112
ENSANAG00000036843	6.689872	4.644462	8.113044	7.56389
ENSANAG00000036844	4.101615	3.792989	2.789537	3.497423
ENSANAG00000036845	3.346841	4.108483	3.503132	4.222882
ENSANAG00000036846	0.2252108	0.404356	0.1230576	0.3729889
ENSANAG00000036847	2.119276	3.485693	2.511887	3.195891
ENSANAG00000036848	8.873471	8.399964	7.763985	9.019305
ENSANAG00000036849	5.379989	5.144254	5.454373	6.306747
ENSANAG00000036851	4.178323	4.575252	3.933198	4.768502
ENSANAG00000036852	4.841777	6.360942	5.516775	6.565235
ENSANAG00000036853	5.31763	6.219585	5.073709	6.719047
ENSANAG00000036854	4.552403	4.937063	4.74288	4.582935
ENSANAG00000036855	2.883681	3.350214	3.128391	3.075492
ENSANAG00000036856	3.105794	3.481402	2.64122	3.965941
ENSANAG00000036857	4.11924	4.046561	5.222009	4.66649
ENSANAG00000036858	3.058149	3.918984	3.833945	3.908669
ENSANAG00000036859	3.579235	3.549845	1.134636	3.219836
ENSANAG00000036860	1.75422	2.242605	1.217686	2.305296
ENSANAG00000036861	0.8206985	0.567637	0.4591011	1.032087
ENSANAG00000036862	4.37369	6.829456	5.668173	6.230026
ENSANAG00000036864	3.73458	4.069702	4.178053	3.900519
ENSANAG00000036865	0.1896766	3.203184	3.049988	0.06065118
ENSANAG00000036867	2.997636	2.811459	3.319899	2.549095
ENSANAG00000036868	5.038507	5.345954	4.973124	5.250241
ENSANAG00000036869	0	0	0.1797913	0.2687446
ENSANAG00000036871	2.625481	6.03711	1.061548	0.9508207
ENSANAG00000036872	4.663749	4.386128	2.848728	4.600561
ENSANAG00000036873	2.475242	3.044625	2.143329	3.939243
ENSANAG00000036874	0.2434765	0	0	0
ENSANAG00000036875	0.9625579	1.421991	0	0.7027976
ENSANAG00000036876	1.231021	1.309007	1.527371	2.406994
ENSANAG00000036877	0.9321443	1.920331	2.696477	1.672747
ENSANAG00000036878	5.109609	1.854883	2.931606	1.764147
ENSANAG00000036879	4.043561	5.794466	4.483738	3.444895
ENSANAG00000036880	5.518205	6.762468	6.433959	6.487676
ENSANAG00000036882	0	0	0.2967334	0
ENSANAG00000036883	0.1730763	0.5654548	0.01213506	0.1355368
ENSANAG00000036884	1.632636	2.621386	2.092235	3.105234
ENSANAG00000036885	4.826487	4.291434	4.426386	5.727893
ENSANAG00000036886	2.941704	5.763204	0.3569889	0.5217593
ENSANAG00000036887	5.270443	6.602818	7.088195	5.338007
ENSANAG00000036888	5.094864	5.724824	5.75837	5.726774
ENSANAG00000036889	1.728016	3.459386	1.948616	2.416889
ENSANAG00000036890	9.251427	7.69106	7.323928	7.581524
ENSANAG00000036891	5.922668	5.394724	5.335691	6.409652
ENSANAG00000036892	1.138252	1.179664	0.5278608	2.360106
ENSANAG00000036893	1.888133	3.773796	4.667586	3.66388
ENSANAG00000036894	1.011088	0.1601142	0.1250341	0.7622187
ENSANAG00000036895	3.920499	1.747842	0.6938246	1.926775
ENSANAG00000036896	0.9954708	1.592828	0.9260047	2.036373
ENSANAG00000036897	6.622192	6.638138	6.871852	7.053128
ENSANAG00000036898	0	1.20063	0.2025757	0.2349525
ENSANAG00000036899	0	2.3157	0	0.05977183
ENSANAG00000036900	2.361176	3.380649	2.207506	4.241253
ENSANAG00000036901	0.1832311	2.062654	1.890085	0.9380961
ENSANAG00000036902	0.8118688	0.6869146	0.2914904	0.7317611
ENSANAG00000036903	1.480322	1.600736	1.252985	2.098635
ENSANAG00000036904	0.3848975	0.6510126	9.282125	0.7879949
ENSANAG00000036905	0	0.5626464	0.2543594	0
ENSANAG00000036906	1.559702	2.033423	2.640554	2.692383
ENSANAG00000036907	3.829708	4.041348	3.852319	4.438433
ENSANAG00000036908	4.197944	5.281309	4.693309	5.445902
ENSANAG00000036909	2.380932	1.339474	6.668289	0.3881785
ENSANAG00000036910	0.1187989	1.078762	0.1542155	5.278412
ENSANAG00000036911	7.630638	8.709477	8.54802	9.268261
ENSANAG00000036912	1.942466	2.917401	11.02731	3.760679
ENSANAG00000036913	3.15448	2.098864	0.8003636	1.690055
ENSANAG00000036914	4.495294	3.705967	2.040742	3.416703
ENSANAG00000036915	0.1924909	0	0	0.3878853
ENSANAG00000036916	1.276127	2.538084	1.732213	0.6001613
ENSANAG00000036917	3.750531	1.967844	5.031117	1.644405
ENSANAG00000036918	3.149102	4.440795	3.974276	0.8952251
ENSANAG00000036919	0	1.725165	0	0
ENSANAG00000036921	0.1525884	5.37	8.112935	5.140766
ENSANAG00000036922	0.06378552	0	1.912688	0
ENSANAG00000036924	5.328363	2.807588	0.4783777	2.9446
ENSANAG00000036925	5.152265	7.087611	7.563654	7.089307
ENSANAG00000036926	0	1.069764	0.9276659	1.063013
ENSANAG00000036928	8.472736	6.695284	6.081455	6.343211
ENSANAG00000036929	5.481568	7.217561	5.796177	7.569038
ENSANAG00000036930	1.433072	0.5398367	0	0.8880929
ENSANAG00000036931	0	0	0	0.2665083
ENSANAG00000036932	0.9823931	2.308961	1.641037	1.101684
ENSANAG00000036933	0.0211205	0.06047328	0.01635925	0.1450252
ENSANAG00000036934	9.372352	8.520103	8.340861	9.556219
ENSANAG00000036935	7.907716	6.03887	4.998173	6.970568
ENSANAG00000036936	0	1.883949	0.2703148	0.04128336
ENSANAG00000036937	1.5854	0	0	1.58879
ENSANAG00000036938	4.171005	4.15411	1.711627	4.344007
ENSANAG00000036939	1.458393	4.287459	0.02277741	2.134165
ENSANAG00000036940	3.156736	3.159182	2.27084	4.062199
ENSANAG00000036941	2.766669	3.22143	2.89791	3.559404
ENSANAG00000036942	3.420438	3.763953	4.287746	4.169733
ENSANAG00000036943	0	1.026807	0	0
ENSANAG00000036944	5.084998	6.02497	5.091166	6.869832
ENSANAG00000036945	5.268711	6.078804	5.461885	6.44922
ENSANAG00000036946	1.763443	4.635236	5.538594	7.082387
ENSANAG00000036947	4.483687	4.587701	4.739162	4.205737
ENSANAG00000036949	0.8393098	0.3414199	1.215542	1.413491
ENSANAG00000036950	7.345396	7.061355	6.192182	7.8191
ENSANAG00000036951	2.49659	1.12951	0.2552489	1.666311
ENSANAG00000036952	3.084563	2.168424	0.8187974	2.205896
ENSANAG00000036953	4.518076	4.285085	3.662446	4.961788
ENSANAG00000036954	4.31118	4.92852	3.57426	5.209818
ENSANAG00000036955	5.038903	6.963934	4.303461	6.17717
ENSANAG00000036956	1.921265	2.56317	2.788155	2.70503
ENSANAG00000036957	0.0848831	0.5741509	2.35076	1.149942
ENSANAG00000036958	3.619343	4.546598	3.053971	4.180959
ENSANAG00000036961	1.581901	1.7587	0.9703346	2.362467
ENSANAG00000036962	1.90824	8.117316	2.03035	2.38637
ENSANAG00000036963	0	0	0	0.5179681
ENSANAG00000036964	1.881434	4.178747	2.233529	3.679683
ENSANAG00000036965	4.216567	7.218029	5.102898	5.986796
ENSANAG00000036966	0.5644485	0.5588103	0.7586064	1.962338
ENSANAG00000036967	3.72794	5.568209	4.371737	5.24388
ENSANAG00000036968	3.181195	3.807479	4.018029	4.27026
ENSANAG00000036969	0	0.3020429	0	0.1498251
ENSANAG00000036970	5.127509	6.056464	2.897459	7.086126
ENSANAG00000036971	0	0	1.406836	0
ENSANAG00000036972	0.8932007	1.774591	1.156267	1.825102
ENSANAG00000036973	0	0	0	0.401649
ENSANAG00000036974	1.594104	3.538017	0.647215	1.841877
ENSANAG00000036975	0	0	0	0.2819344
ENSANAG00000036976	0.2279653	0.1859198	0.1436178	0
ENSANAG00000036977	4.062185	3.716469	3.681728	4.520811
ENSANAG00000036978	5.801557	6.083883	5.142336	6.110649
ENSANAG00000036979	0.1579621	0.6796508	0.1153598	3.618314
ENSANAG00000036981	0	1.014027	0	0
ENSANAG00000036982	5.663865	7.297402	5.787944	7.593077
ENSANAG00000036984	0.4592501	0.1888693	5.486673	0.09987984
ENSANAG00000036985	8.074746	6.666444	6.660923	6.430111
ENSANAG00000036986	0.6432735	0.8930993	1.387328	2.013797
ENSANAG00000036989	0.3698729	0.6954897	0.3590162	0.5738282
ENSANAG00000036990	0.7378555	2.391859	1.996092	2.102178
ENSANAG00000036991	4.024623	4.970813	3.741379	4.807266
ENSANAG00000036993	5.034092	5.552526	3.155432	7.701261
ENSANAG00000036994	4.687604	5.407886	5.891183	5.98967
ENSANAG00000036995	5.039518	4.582687	4.608646	5.082302
ENSANAG00000036996	0	0.7289375	0	0
ENSANAG00000036997	0.09571733	0	0	0.04515147
ENSANAG00000036998	0.2552094	0.1084021	0.2783607	0.8258353
ENSANAG00000036999	0.02050249	0	0.02823263	0.1117114
ENSANAG00000037000	1.62924	1.723078	1.221215	1.553474
ENSANAG00000037001	2.994827	3.591614	3.962578	4.122094
ENSANAG00000037002	1.314227	1.924917	1.052919	2.849535
ENSANAG00000037003	9.25541	2.315085	2.489688	5.496529
ENSANAG00000037004	2.995781	3.479929	3.009189	3.767157
ENSANAG00000037005	2.967499	4.438193	3.483171	3.622274
ENSANAG00000037006	3.526095	3.968591	3.058729	4.929133
ENSANAG00000037007	3.939517	3.415843	2.787933	3.833239
ENSANAG00000037008	4.556993	5.073799	5.142928	5.482232
ENSANAG00000037009	0	0.1429283	0	0.1573762
ENSANAG00000037011	4.1267	4.052381	2.924341	5.597924
ENSANAG00000037012	2.481454	2.541577	0.9103435	1.968054
ENSANAG00000037013	4.186192	4.040714	4.165903	6.451142
ENSANAG00000037014	2.906465	1.680914	2.587053	4.437328
ENSANAG00000037015	3.477418	3.575179	3.345077	3.828439
ENSANAG00000037016	1.743963	2.772614	2.392089	2.421581
ENSANAG00000037018	0	0	0	0.08630292
ENSANAG00000037019	4.183241	3.477188	2.989944	4.881814
ENSANAG00000037020	3.278575	2.114017	0.2628553	2.580597
ENSANAG00000037021	4.450461	5.72909	4.088406	5.358157
ENSANAG00000037022	0	0.5668785	0	0.9726397
ENSANAG00000037023	2.049352	2.531257	1.633203	2.798509
ENSANAG00000037024	0.1534629	0.4975664	0	0.1443244
ENSANAG00000037025	2.016425	3.064938	2.665456	3.398766
ENSANAG00000037026	4.27266	4.025161	3.040742	3.679595
ENSANAG00000037027	5.126281	2.87415	2.530301	3.275119
ENSANAG00000037029	6.171825	5.757091	5.729684	6.053263
ENSANAG00000037030	4.869151	5.416836	5.189133	5.481914
ENSANAG00000037031	5.922272	6.320762	5.107872	6.882032
ENSANAG00000037032	4.983842	5.485414	4.809481	6.125436
ENSANAG00000037033	1.381267	1.960953	3.074583	2.212025
ENSANAG00000037034	2.007472	2.874128	2.388705	2.984671
ENSANAG00000037035	8.434357	7.386189	6.417254	8.149238
ENSANAG00000037036	0.9412108	1.648673	0	0.8752957
ENSANAG00000037037	5.555558	4.951569	3.378144	2.743244
ENSANAG00000037038	0.1035308	0.577786	3.240842	2.811001
ENSANAG00000037039	4.212476	3.756724	3.397822	5.076696
ENSANAG00000037040	3.178911	4.187069	4.234408	4.53818
ENSANAG00000037041	3.610299	4.443109	3.390269	4.879474
ENSANAG00000037042	3.05149	5.163752	3.560424	4.730955
ENSANAG00000037043	3.103684	4.271466	2.407004	5.417077
ENSANAG00000037044	6.071319	6.448314	5.524537	7.582325
ENSANAG00000037045	0.06229775	0.05334952	0	0
ENSANAG00000037046	7.721865	7.615806	8.013334	7.89103
ENSANAG00000037047	2.429695	6.181935	2.48751	2.211938
ENSANAG00000037048	4.423941	8.433389	5.667696	4.093924
ENSANAG00000037049	0	0.03037267	0	0
ENSANAG00000037050	5.051615	5.009262	5.136597	5.617519
ENSANAG00000037051	4.126522	3.904655	3.019889	4.585582
ENSANAG00000037052	0	0	0	0.3677591
ENSANAG00000037053	0.3946184	0	0	0
ENSANAG00000037055	6.391128	6.622295	5.778926	7.027339
ENSANAG00000037056	2.868744	3.13998	3.515309	3.357242
ENSANAG00000037058	5.456394	5.926541	4.972465	4.780883
ENSANAG00000037059	2.441335	4.018412	2.736702	3.222482
ENSANAG00000037060	2.911203	3.844838	2.532237	3.693721
ENSANAG00000037061	5.121898	5.472288	4.669822	6.045225
ENSANAG00000037062	1.640079	7.743387	8.344194	0.8089385
ENSANAG00000037063	0	0	0.4431642	0.2905294
ENSANAG00000037064	0.5656683	1.8092	1.120219	1.418001
ENSANAG00000037066	4.529253	5.152327	4.33514	5.747213
ENSANAG00000037067	0	0.4205083	0	0.1553477
ENSANAG00000037068	5.529327	5.311467	4.817245	5.597692
ENSANAG00000037069	4.215376	3.706144	5.377422	5.415894
ENSANAG00000037070	0	0.0728342	0.05953899	0.3739867
ENSANAG00000037071	2.282066	3.707602	1.923746	2.287936
ENSANAG00000037072	0	0.3103238	0	0
ENSANAG00000037073	4.317528	3.711792	4.800501	4.263418
ENSANAG00000037074	6.225588	6.972469	5.821129	7.477409
ENSANAG00000037075	4.388706	4.386294	3.48571	5.416141
ENSANAG00000037076	7.158207	6.935718	6.529769	7.029152
ENSANAG00000037077	4.549245	0.743066	0.05309632	0.6123695
ENSANAG00000037078	3.212401	3.372059	2.467641	3.081996
ENSANAG00000037080	4.355799	4.551565	3.727681	4.969477
ENSANAG00000037081	7.059994	7.073875	6.362626	7.180184
ENSANAG00000037082	0	0	0	0.06006012
ENSANAG00000037083	5.694526	5.36793	5.170338	5.817449
ENSANAG00000037084	3.396435	4.079317	4.392842	4.249906
ENSANAG00000037085	2.111962	3.132029	3.518681	2.662541
ENSANAG00000037086	8.27591	1.798984	0.1145967	0.3362457
ENSANAG00000037087	2.225587	0.5129954	0.4261993	1.907352
ENSANAG00000037088	0.2700624	0.2476639	0	0
ENSANAG00000037089	4.296156	4.349243	4.036626	5.319612
ENSANAG00000037090	3.612435	3.848488	3.148771	4.60489
ENSANAG00000037091	3.298479	4.147744	4.040419	4.610999
ENSANAG00000037092	0.9889835	0.5916277	0.9425077	0.9241067
ENSANAG00000037093	0.5502338	1.821384	3.195984	1.151274
ENSANAG00000037094	0.1792588	0	0.04723795	0.07615667
ENSANAG00000037095	0.3652513	0.6336126	0.3496835	0.7763045
ENSANAG00000037097	0	0	0	0.5632607
ENSANAG00000037098	4.772984	4.419768	3.939471	5.379656
ENSANAG00000037099	3.359932	2.044366	0.6691257	1.829119
ENSANAG00000037100	2.366584	3.026409	1.624985	3.752528
ENSANAG00000037101	2.376986	3.065634	1.29489	4.693546
ENSANAG00000037102	0.8696993	2.465832	2.179218	2.298218
ENSANAG00000037103	3.489752	3.592138	2.428049	3.398368
ENSANAG00000037104	4.502087	5.114634	4.763314	6.610315
ENSANAG00000037105	1.529258	2.465551	2.467291	2.619382
ENSANAG00000037106	2.255631	3.970522	1.442795	3.648603
ENSANAG00000037107	4.589035	3.738339	3.31894	4.336027
ENSANAG00000037108	0.1937642	0.3106496	0.08255191	0
ENSANAG00000037109	4.028769	4.199708	2.546866	4.976415
ENSANAG00000037110	0	0.253573	0	0.5117099
ENSANAG00000037111	3.039496	3.125577	3.620246	1.264657
ENSANAG00000037112	5.134117	6.132452	5.702402	6.576853
ENSANAG00000037113	4.152965	1.971163	2.514692	1.083059
ENSANAG00000037114	0.5942198	0	0.8314395	0
ENSANAG00000037115	0.416589	1.688879	0.7099135	0.3875589
ENSANAG00000037116	7.743724	0.1740535	0	0
ENSANAG00000037117	1.296205	1.432158	2.81864	2.192704
ENSANAG00000037118	0.8417944	0.8008804	0.7791202	1.168644
ENSANAG00000037119	1.206303	3.366401	3.655623	0.9376909
ENSANAG00000037121	4.279148	5.327873	4.618504	5.790129
ENSANAG00000037122	0	0.3869323	0	0
ENSANAG00000037123	0.3265811	0.9911632	0.08345412	1.923423
ENSANAG00000037125	2.576846	3.96066	3.526995	4.68794
ENSANAG00000037126	7.871714	7.255859	6.327193	7.49643
ENSANAG00000037127	0.6432845	1.593642	2.182073	1.471649
ENSANAG00000037128	0.8938266	0.3077841	0.1804993	0.4178865
ENSANAG00000037129	0	0	0	0.06565227
ENSANAG00000037130	0.5558913	1.782931	0.09127576	1.70504
ENSANAG00000037131	0.8065418	1.140962	0.5558574	0.9534634
ENSANAG00000037132	3.426957	3.557166	2.547393	3.615993
ENSANAG00000037133	7.468103	6.80386	6.611448	7.028193
ENSANAG00000037134	7.101652	7.632699	6.505249	8.176291
ENSANAG00000037135	3.064535	2.849441	1.811693	4.009804
ENSANAG00000037136	2.161485	2.477159	2.648072	3.162157
ENSANAG00000037137	0	0	6.884608	0.1020428
ENSANAG00000037138	5.975942	6.577858	4.044971	6.339465
ENSANAG00000037139	0.3824658	0.04391965	0.08875926	0.3975303
ENSANAG00000037140	2.144343	2.588733	2.770509	2.929255
ENSANAG00000037141	0.3605542	0.5252901	0.1099065	0
ENSANAG00000037142	5.836189	8.610733	7.333345	8.512199
ENSANAG00000037143	0.3954171	0	0	0.7358999
ENSANAG00000037144	4.033321	5.266607	4.258617	5.645808
ENSANAG00000037145	4.856957	3.228556	5.016256	4.321113
ENSANAG00000037146	0.1951183	0	0	0.1239603
ENSANAG00000037147	2.45175	2.436967	1.530765	2.967412
ENSANAG00000037148	4.372075	3.682023	3.427599	4.644393
ENSANAG00000037149	0.7122674	1.551117	0.5053961	1.030993
ENSANAG00000037150	2.484025	2.532466	2.701202	3.102702
ENSANAG00000037151	2.404949	1.100971	0.930919	0.302491
ENSANAG00000037152	3.259468	6.317876	2.300549	4.755571
ENSANAG00000037153	1.598746	1.110016	0.3776302	1.838331
ENSANAG00000037154	0.8781116	0.7580439	0.1080068	0.1336466
ENSANAG00000037155	1.969226	3.484873	4.404549	2.245213
ENSANAG00000037156	3.068724	3.185488	2.813931	3.495324
ENSANAG00000037157	2.458864	2.111396	5.251644	1.686766
ENSANAG00000037158	3.392888	5.309697	4.762505	3.7521
ENSANAG00000037159	0	0	1.007038	0.4985368
ENSANAG00000037161	4.560511	5.726319	4.783444	6.561601
ENSANAG00000037162	0	1.20969	1.065035	0
ENSANAG00000037163	8.685239	7.988844	8.101114	7.478859
ENSANAG00000037164	2.1813	2.539591	1.433504	3.39761
ENSANAG00000037165	2.91536	0	0	0.08606468
ENSANAG00000037166	5.402789	2.056789	0.1610943	0.1021373
ENSANAG00000037167	2.711579	2.517513	1.826119	3.610877
ENSANAG00000037168	5.327942	4.179583	3.53198	4.851614
ENSANAG00000037169	0.9312209	1.849599	2.016999	1.371882
ENSANAG00000037170	4.470735	4.408854	4.144727	5.310115
ENSANAG00000037171	6.702502	5.717329	6.705405	5.52142
ENSANAG00000037172	0	1.253033	1.315595	0.6991856
ENSANAG00000037173	1.698347	8.761481	2.031706	2.21756
ENSANAG00000037174	0.9939352	2.144723	0.8083364	1.505587
ENSANAG00000037175	3.911357	4.285631	3.450212	4.667535
ENSANAG00000037176	8.532343	7.994959	8.167402	8.712647
ENSANAG00000037177	0.2011613	0.03441325	0	1.056805
ENSANAG00000037178	3.707348	3.714619	4.044205	3.974522
ENSANAG00000037179	4.320605	5.615708	4.329632	4.879268
ENSANAG00000037180	0	0.1662655	0.1321937	0.2824493
ENSANAG00000037181	1.913937	2.190425	0.3752374	0.6296532
ENSANAG00000037182	9.278757	0.3215363	0	1.04248
ENSANAG00000037183	4.332023	4.514033	3.780466	5.426487
ENSANAG00000037184	0.3096221	0	0	0.05991978
ENSANAG00000037185	6.228247	4.796587	5.15353	4.008406
ENSANAG00000037186	6.944613	7.256368	5.949265	7.943388
ENSANAG00000037187	2.678209	4.004765	3.007181	3.985112
ENSANAG00000037188	0.2053587	0.4279372	0.1057837	2.365567
ENSANAG00000037189	0.5875561	0	0.1025764	0
ENSANAG00000037190	5.908513	5.302282	4.37586	5.737765
ENSANAG00000037191	4.077023	4.812955	4.316978	4.938361
ENSANAG00000037192	1.513879	1.818998	1.291142	1.883349
ENSANAG00000037193	2.754109	2.946682	1.244637	2.150213
ENSANAG00000037194	1.639441	3.482195	0.9318426	3.210033
ENSANAG00000037195	0.3433271	1.50821	1.730344	0.8635746
ENSANAG00000037196	7.543148	8.290268	7.678276	8.240376
ENSANAG00000037197	0.6657948	0.1345386	0.264504	0.6764931
ENSANAG00000037198	0.3817452	0.6486228	1.619925	0.876148
ENSANAG00000037199	5.531244	5.25841	4.029126	5.47121
ENSANAG00000037200	2.584311	4.395942	1.698947	1.626377
ENSANAG00000037201	4.02061	3.984817	2.511668	3.564255
ENSANAG00000037202	0.6371307	0	0.1398519	0.7988419
ENSANAG00000037203	4.403916	5.136377	4.848092	5.809512
ENSANAG00000037204	1.947917	2.300176	2.759262	3.824086
ENSANAG00000037205	0.469513	1.202881	0.7516934	1.787756
ENSANAG00000037206	0.0483132	0	0	0
ENSANAG00000037207	10.64097	6.052165	3.538451	5.87103
ENSANAG00000037208	4.277901	4.665205	4.026392	6.059429
ENSANAG00000037209	0	0.2904374	0	0
ENSANAG00000037210	1.722929	3.546388	2.137179	3.285812
ENSANAG00000037211	3.21301	4.742433	4.275413	5.194288
ENSANAG00000037212	1.291592	1.55505	1.1783	0.9104571
ENSANAG00000037213	0.7181481	1.943873	0.5886012	1.220621
ENSANAG00000037214	5.263511	5.765404	5.105265	5.798843
ENSANAG00000037215	0	1.647135	1.295376	1.791377
ENSANAG00000037216	0.8066631	0.3738119	0.9499756	2.223852
ENSANAG00000037217	5.332979	3.735642	2.934469	6.572887
ENSANAG00000037218	1.2918	2.300586	1.875737	2.842776
ENSANAG00000037219	3.824051	4.664929	3.5269	4.690341
ENSANAG00000037221	2.13128	2.739904	2.186776	2.927231
ENSANAG00000037222	6.126709	3.075668	5.1777	2.056801
ENSANAG00000037223	5.770407	4.362837	3.033381	5.249273
ENSANAG00000037224	3.962139	1.671547	1.189097	1.535519
ENSANAG00000037225	5.488342	4.793402	4.548223	5.520126
ENSANAG00000037226	0	0	0	0.04625538
ENSANAG00000037227	0.1150967	1.489661	0.2607832	0
ENSANAG00000037228	0.07236721	0	0.157296	0.1277285
ENSANAG00000037229	3.824544	4.735907	1.890805	3.240343
ENSANAG00000037230	0.8031634	2.773112	3.198431	2.521769
ENSANAG00000037231	4.547542	5.635936	4.222502	5.272932
ENSANAG00000037232	2.919294	4.707939	3.544807	4.389243
ENSANAG00000037233	4.930455	4.852304	1.489379	6.561381
ENSANAG00000037234	1.206337	0.1019522	0.08052601	0.1116342
ENSANAG00000037235	4.924757	5.107696	4.269081	5.30368
ENSANAG00000037236	0	1.238414	0	0.02799394
ENSANAG00000037237	6.740685	6.430553	5.548264	5.638476
ENSANAG00000037238	0.8803094	0.2774766	0	5.102764
ENSANAG00000037239	0	0.1499721	0	0.0828948
ENSANAG00000037240	3.642996	4.416612	4.523112	5.050964
ENSANAG00000037241	8.757524	8.38554	6.79574	8.398813
ENSANAG00000037242	2.24639	1.835294	1.53828	2.996206
ENSANAG00000037243	5.690006	3.761583	2.746195	4.022679
ENSANAG00000037244	2.241257	2.941844	2.237585	3.008853
ENSANAG00000037245	0.1919062	0.1199513	0.01873386	0.5014249
ENSANAG00000037246	0.4584797	0.9077067	0.6184473	1.500042
ENSANAG00000037247	0.4941063	0.2653985	0.03645916	0.2714639
ENSANAG00000037248	1.41478	2.227695	2.412538	0.8239719
ENSANAG00000037249	0.9912191	0.8099996	0.5392303	1.182692
ENSANAG00000037250	0.7242626	1.998557	1.249906	1.337136
ENSANAG00000037251	4.926579	2.943995	4.813793	5.024242
ENSANAG00000037252	2.220058	2.88686	1.487187	1.256452
ENSANAG00000037253	2.1596	2.373225	2.045873	3.063178
ENSANAG00000037255	3.578165	4.086591	3.247979	4.17681
ENSANAG00000037256	0.03673668	0.6441895	0.07699601	0.4094561
ENSANAG00000037257	4.69288	5.442489	4.472716	5.548626
ENSANAG00000037258	3.227954	3.443024	3.031478	4.052781
ENSANAG00000037259	1.780144	2.436223	2.692491	2.809431
ENSANAG00000037260	1.001637	3.957227	4.329303	1.764567
ENSANAG00000037261	3.722837	4.068321	3.231953	4.206426
ENSANAG00000037262	3.139335	3.243696	3.516395	3.422035
ENSANAG00000037265	0	0.02501008	0	0.3965222
ENSANAG00000037266	1.003891	1.131813	0.7834407	2.685036
ENSANAG00000037267	10.34538	1.17427	1.163517	2.233431
ENSANAG00000037268	2.926952	4.533401	4.603347	4.176594
ENSANAG00000037269	0.3178919	0.7221171	0.6645912	1.356817
ENSANAG00000037270	1.99568	1.476537	0.75972	1.888204
ENSANAG00000037271	7.543152	4.278514	2.600724	5.480084
ENSANAG00000037272	4.490044	0	0	0
ENSANAG00000037273	5.114155	0	0	0
ENSANAG00000037274	2.959707	3.877121	3.681502	4.328537
ENSANAG00000037275	0	0	0	0.037867
ENSANAG00000037276	4.787453	4.509316	0.9989176	3.560507
ENSANAG00000037277	4.417177	1.306256	0.232984	1.168102
ENSANAG00000037278	4.719003	7.713345	8.576205	4.467703
ENSANAG00000037279	0	0.4461186	0	0
ENSANAG00000037280	3.371581	3.360321	3.541379	3.271744
ENSANAG00000037281	1.465207	3.011889	2.2038	2.318584
ENSANAG00000037282	3.277272	3.607064	3.018158	3.829038
ENSANAG00000037283	5.046443	5.221908	2.9247	9.4098
ENSANAG00000037284	0.5890914	1.987994	0.8282652	1.951418
ENSANAG00000037285	4.708419	4.998511	3.282192	4.449284
ENSANAG00000037287	2.53622	1.898297	1.567886	3.029403
ENSANAG00000037289	2.656538	3.270672	2.392298	3.725403
ENSANAG00000037290	3.444745	4.072676	4.963221	4.184156
ENSANAG00000037291	5.582692	6.290732	5.310941	6.76059
ENSANAG00000037292	0	0.1000949	0.3416146	0.120047
ENSANAG00000037294	5.816868	5.555184	3.341775	7.208429
ENSANAG00000037295	2.806452	3.42533	1.63509	2.531406
ENSANAG00000037296	1.220633	0.1473236	0.4391305	0.6822964
ENSANAG00000037297	0	0.06032441	0	0.9301598
ENSANAG00000037298	4.234785	5.500004	5.509553	5.65674
ENSANAG00000037299	0.206927	0.173799	0	0.06686788
ENSANAG00000037300	0.7510626	1.176403	7.625249	1.571562
ENSANAG00000037301	0	0	0	0.07864126
ENSANAG00000037302	4.506043	4.368622	3.592421	4.558451
ENSANAG00000037303	3.553422	2.644668	3.123987	4.493353
ENSANAG00000037304	4.452449	4.106058	3.336131	4.102181
ENSANAG00000037305	0	4.009292e-07	1.354039e-06	4.543869e-09
ENSANAG00000037306	0	0	0	0.3789987
ENSANAG00000037307	6.013688	5.659534	5.069441	6.063858
ENSANAG00000037308	4.192783	4.462218	3.119609	3.784756
ENSANAG00000037309	0	0.4568629	0.2566085	0
ENSANAG00000037310	1.422228	9.488077	1.958746	1.350299
ENSANAG00000037311	0.1968022	0.4073317	0	0.4668453
ENSANAG00000037312	9.299524	9.204238	9.097241	9.701274
ENSANAG00000037313	5.931397	7.230507	6.462585	7.245705
ENSANAG00000037314	1.815293	1.545064	1.243754	2.610412
ENSANAG00000037315	4.88365	4.098529	3.760104	4.74372
ENSANAG00000037316	1.28863	1.946364	0.8006162	0.7421735
ENSANAG00000037317	5.944273	7.471293	10.35139	8.355787
ENSANAG00000037318	6.944012	7.311011	6.458795	8.55075
ENSANAG00000037319	4.601691	4.443428	3.354796	4.28555
ENSANAG00000037320	0.2641473	0.1172163	0.8600705	0.4594012
ENSANAG00000037321	4.943293	5.700442	4.886448	5.994786
ENSANAG00000037322	2.03387	0	0	0.05062052
ENSANAG00000037323	7.880639	8.048328	7.936264	8.130249
ENSANAG00000037324	7.136263	4.196135	1.874435	6.118268
ENSANAG00000037325	0.9895489	1.34372	1.000454	1.774325
ENSANAG00000037326	2.941655	1.291256	1.235745	5.518891
ENSANAG00000037327	0	0	0.1231909	0
ENSANAG00000037328	3.202808	4.868993	2.051222	4.651379
ENSANAG00000037329	7.838135	8.844052	8.139468	9.129675
ENSANAG00000037330	0	0	0	7.264405
ENSANAG00000037331	6.942834	7.591907	5.881763	7.270686
ENSANAG00000037332	3.092529	3.589548	7.08167	4.687207
ENSANAG00000037333	2.206528	3.351748	2.006183	3.39189
