heart	kidney	liver	ovary
ENSANAG00000023008	0.1010488	0.8512733	0.07751579	0.0680416
ENSANAG00000023010	4.190409	4.417441	4.563347	5.076987
ENSANAG00000023011	1.687701	1.354791	0.7665341	1.688248
ENSANAG00000023012	3.45748	2.813028	2.107045	3.338815
ENSANAG00000023013	2.209955	6.198009	3.075372	1.112015
ENSANAG00000023014	7.414812	7.624839	6.8373	7.41312
ENSANAG00000023015	2.006424	1.59064	0.6283639	2.141178
ENSANAG00000023016	2.062166	2.932109	1.965452	2.999121
ENSANAG00000023018	1.277372	2.832377	1.201548	3.237103
ENSANAG00000023019	6.063777	6.228166	5.184088	6.932551
ENSANAG00000023020	0.5826061	1.242992	2.094108	1.321126
ENSANAG00000023021	4.876011	5.3945	4.430422	5.720341
ENSANAG00000023022	4.838505	4.229225	4.055279	4.26976
ENSANAG00000023023	1.653936	3.039286	1.671044	2.326207
ENSANAG00000023024	0	5.220674	1.072874	2.042483
ENSANAG00000023025	2.404377	3.037018	2.764259	3.436151
ENSANAG00000023026	4.887989	4.416654	4.935459	5.130737
ENSANAG00000023027	0.813656	0.3224628	0.2734001	0.6070204
ENSANAG00000023028	0.5243123	0.5369829	0.02695922	0.9179892
ENSANAG00000023029	6.027251	6.495199	7.656932	7.735515
ENSANAG00000023030	4.789474	4.913497	4.194938	5.324929
ENSANAG00000023031	9.564717	10.39445	9.742232	10.77961
ENSANAG00000023032	0.02411922	0.2374524	0	0.06407908
ENSANAG00000023033	5.287627	0	0.02338098	0
ENSANAG00000023034	1.724191	2.681741	2.409001	3.772584
ENSANAG00000023035	3.704274	5.79889	3.15263	5.25467
ENSANAG00000023037	1.846044	1.285663	0.9138709	1.395381
ENSANAG00000023038	2.172929	3.197777	3.158678	3.41768
ENSANAG00000023039	3.833386	2.407706	0.548479	1.813968
ENSANAG00000023040	0.9793098	0.9442385	1.165635	1.645803
ENSANAG00000023041	0	0	0	0.06191455
ENSANAG00000023042	5.135438	5.542782	5.360404	6.221065
ENSANAG00000023043	6.326829	6.146745	5.416076	4.080228
ENSANAG00000023044	4.854245	3.234717	3.515405	4.446066
ENSANAG00000023045	3.676739	4.048639	2.823778	4.197115
ENSANAG00000023046	3.71664	3.75508	3.688315	4.508974
ENSANAG00000023047	0.07248123	5.342542	4.517846	0.4172298
ENSANAG00000023048	1.194402	1.854542	1.507419	2.408467
ENSANAG00000023050	0.1653357	1.947337	0	0.05135915
ENSANAG00000023051	2.537763	2.849565	2.111022	3.400912
ENSANAG00000023052	3.258137	2.090129	0.07289428	0.9458107
ENSANAG00000023053	5.45631	5.415806	4.474683	5.303054
ENSANAG00000023054	1.135824	7.981613	10.68392	2.416748
ENSANAG00000023055	5.185117	5.571085	5.582938	7.284227
ENSANAG00000023056	7.390544	8.678509	7.475068	8.457364
ENSANAG00000023057	0	3.032492	0.5945438	0.6312729
ENSANAG00000023058	3.391798	4.014766	3.566072	4.146052
ENSANAG00000023059	1.928939	3.543768	1.577997	3.508467
ENSANAG00000023060	0	0	0	0.1578185
ENSANAG00000023062	0.9449596	1.906494	1.03625	2.074827
ENSANAG00000023063	4.789611	4.701432	4.748717	4.691467
ENSANAG00000023064	0	0	0	0.2328523
ENSANAG00000023065	1.782975	2.622431	2.141962	3.62966
ENSANAG00000023066	2.65589	3.203215	4.003224	3.603169
ENSANAG00000023067	0.03240389	0.02113415	0	0.03050321
ENSANAG00000023068	0.6912536	0.5172636	0.4115087	1.250804
ENSANAG00000023069	6.128663	6.371175	7.498706	4.699152
ENSANAG00000023070	0	0	1.036356	0.9164858
ENSANAG00000023071	2.489982	2.200445	1.94427	2.549689
ENSANAG00000023072	3.823045	3.639781	2.602314	2.970706
ENSANAG00000023073	5.474158	5.316072	4.583841	6.383056
ENSANAG00000023074	5.710132	4.929503	3.13442	5.639433
ENSANAG00000023075	9.219531	7.569958	6.828134	8.513257
ENSANAG00000023076	3.022025	4.225641	2.345626	3.225174
ENSANAG00000023077	2.935959	5.547391	5.125969	4.772962
ENSANAG00000023078	4.393563	5.184646	4.110522	4.887308
ENSANAG00000023079	2.520661	4.000532	2.241666	2.156011
ENSANAG00000023080	0.2095869	0.4763537	0.2034931	0.6334395
ENSANAG00000023081	5.172335	4.988357	4.213067	5.778298
ENSANAG00000023082	2.772868	3.494952	2.772384	3.747823
ENSANAG00000023083	4.26329	5.572932	3.788968	4.706961
ENSANAG00000023084	3.415755	4.08206	3.391216	4.414382
ENSANAG00000023085	3.018205	3.052062	2.47261	3.769799
ENSANAG00000023086	3.388702	3.05551	1.778091	3.307172
ENSANAG00000023087	7.405317	5.494177	3.047366	3.932478
ENSANAG00000023088	3.366912	1.962436	0.6076594	2.346838
ENSANAG00000023089	1.503821	0.9624498	2.536548	3.419651
ENSANAG00000023090	1.721692	2.172897	1.378839	2.522367
ENSANAG00000023091	1.081135	2.887779	3.190959	1.582965
ENSANAG00000023092	4.050951	3.772867	3.002989	5.030332
ENSANAG00000023093	0.9327377	2.793098	0.9116847	2.553478
ENSANAG00000023094	4.265843	4.321074	4.153147	5.447979
ENSANAG00000023095	5.565869	5.122439	7.18721	6.214902
ENSANAG00000023096	6.176304	5.866191	5.141782	7.120574
ENSANAG00000023097	1.591588	1.014746	0.7266351	1.2221
ENSANAG00000023098	5.310909	5.89027	6.540186	7.432323
ENSANAG00000023099	4.197111	3.746983	2.766839	4.331376
ENSANAG00000023100	0.7759814	0.5139293	0.5478617	0.06434402
ENSANAG00000023101	1.127125	2.183826	0.5932352	1.415034
ENSANAG00000023102	2.797087	5.676319	9.278435	4.746807
ENSANAG00000023103	7.242643	5.000446	4.395779	4.894676
ENSANAG00000023104	8.323853	6.671947	6.69384	7.194782
ENSANAG00000023105	1.175236	1.102848	0.6511514	1.483542
ENSANAG00000023106	3.100727	4.44956	3.110517	4.565617
ENSANAG00000023107	0.3183238	0.4981783	0.08932106	0.6461912
ENSANAG00000023108	4.180951	4.172449	4.18132	5.948042
ENSANAG00000023109	0.05695123	1.314325	0.04383806	1.158214
ENSANAG00000023111	1.898762	2.554358	2.896913	3.208744
ENSANAG00000023112	2.770118	2.243505	0.07770336	1.19907
ENSANAG00000023113	0.1405444	1.340273	0	4.265663
ENSANAG00000023114	3.996027	4.376714	3.585888	3.881048
ENSANAG00000023115	6.655858	6.210544	5.507119	6.821684
ENSANAG00000023116	5.998141	6.83139	6.447065	7.008815
ENSANAG00000023117	4.459994	3.844368	2.865591	4.211339
ENSANAG00000023118	5.37549	6.176878	2.402991	5.445255
ENSANAG00000023119	3.538128	2.915768	2.067009	5.556963
ENSANAG00000023120	3.269991	3.614418	2.83354	4.248185
ENSANAG00000023121	1.256319	3.701769	1.023953	1.544406
ENSANAG00000023122	5.387521	5.389756	5.319423	5.621437
ENSANAG00000023123	2.686184	3.72728	3.493195	2.616514
ENSANAG00000023124	5.500933	5.155984	4.89016	6.080586
ENSANAG00000023125	3.484236	3.475839	1.863741	3.182175
ENSANAG00000023126	2.740867	3.359566	2.808926	2.990985
ENSANAG00000023127	2.428419	3.840446	3.066984	4.036365
ENSANAG00000023128	4.322079	4.994038	4.859801	5.558479
ENSANAG00000023129	3.094148	2.293129	2.267994	3.023591
ENSANAG00000023130	1.322409	2.158091	1.247125	2.321185
ENSANAG00000023131	9.487786	4.294168	4.406717	7.063219
ENSANAG00000023132	7.228111	7.332587	5.869553	6.876097
ENSANAG00000023133	7.561776	6.057467	5.585289	6.372985
ENSANAG00000023135	0.111237	2.003408	0	0.1001493
ENSANAG00000023136	2.050819	1.171572	1.905224	2.243788
ENSANAG00000023137	3.380889	2.389715	1.668378	2.764161
ENSANAG00000023138	3.138713	3.074769	3.187521	2.048243
ENSANAG00000023139	1.982393	4.471506	4.153019	1.284704
ENSANAG00000023140	9.342015	14.48329	11.0329	11.25881
ENSANAG00000023141	2.39057	3.469117	5.547814	3.569661
ENSANAG00000023142	0.7232195	5.610963	0.5771927	3.932946
ENSANAG00000023143	3.318904	4.238068	3.75216	3.887399
ENSANAG00000023144	0.3660761	1.406679	2.343629	0.2684212
ENSANAG00000023145	6.522309	0.5089154	0.5003071	0.9220303
ENSANAG00000023146	3.030393	3.657585	2.986271	4.072313
ENSANAG00000023147	1.311561	1.636743	1.374962	1.848045
ENSANAG00000023148	2.555115	3.064099	2.305208	3.547164
ENSANAG00000023149	7.004925	5.38914	4.753038	6.263838
ENSANAG00000023150	0.2086708	0.248564	0.03411202	0.3722233
ENSANAG00000023151	7.338505	7.19475	7.689537	8.075951
ENSANAG00000023152	4.46786	4.262042	3.794967	4.411996
ENSANAG00000023153	0.1662167	1.189825	0	0
ENSANAG00000023154	3.085547	3.244738	6.514559	3.710709
ENSANAG00000023155	3.176543	4.012157	3.986557	3.504913
ENSANAG00000023156	0.03029384	0.1877943	0.2247763	0.7615483
ENSANAG00000023157	0.5848952	0	0	0
ENSANAG00000023158	4.381092	3.501507	2.471165	4.386242
ENSANAG00000023159	0.4025126	1.137103	0.04725555	3.594943
ENSANAG00000023160	3.162866	5.009136	3.238712	4.641618
ENSANAG00000023161	3.114515	3.170105	2.75656	3.777241
ENSANAG00000023162	4.002423	3.613744	2.196837	2.624251
ENSANAG00000023163	2.287165	2.584706	2.270872	2.703929
ENSANAG00000023164	3.701327	4.58156	4.450764	4.739275
ENSANAG00000023166	0.05445134	0.4251177	0	0.6278907
ENSANAG00000023167	0.4907878	0.5536485	0	0.1233482
ENSANAG00000023168	4.216703	3.297863	3.087709	4.281943
ENSANAG00000023169	1.101543	1.432735	0	1.16496
ENSANAG00000023170	0	1.271127	0	0
ENSANAG00000023171	1.937336	0.4667482	0.539534	2.372763
ENSANAG00000023172	6.270151	4.590171	5.146724	7.982012
ENSANAG00000023173	0	0	0.8235374	0
ENSANAG00000023174	2.357586	2.844396	1.34239	3.320028
ENSANAG00000023175	0.06076123	0.5494296	0.06593897	0.2637255
ENSANAG00000023176	0.7604889	0.8848245	0.2598738	1.713363
ENSANAG00000023177	1.105839	1.758845	0.7057294	1.526324
ENSANAG00000023178	0.5529761	0.6400758	0.3827381	1.318542
ENSANAG00000023179	6.649083	6.143133	5.397141	5.938318
ENSANAG00000023180	6.293428	5.829393	5.712277	6.681518
ENSANAG00000023181	2.152712	2.771195	2.376579	2.715678
ENSANAG00000023182	3.081014	1.650815	1.296587	2.089647
ENSANAG00000023183	0.5163238	1.738898	0.898052	0.3795844
ENSANAG00000023184	0	0.1499136	0	0
ENSANAG00000023185	0.0366798	0.01800113	0.1476598	0.4077193
ENSANAG00000023186	0.6647905	0.6001936	0.4636172	1.43036
ENSANAG00000023187	6.264223	6.193273	4.97804	7.050153
ENSANAG00000023188	5.490336	4.717741	5.301332	6.798139
ENSANAG00000023189	4.626591	4.535978	4.000036	5.321567
ENSANAG00000023190	3.165393	3.861015	3.268197	4.397439
ENSANAG00000023192	0	0	0	0.04742825
ENSANAG00000023194	0	0	3.663458	0.3939356
ENSANAG00000023195	3.715757	3.795162	4.759428	4.494505
ENSANAG00000023196	1.202455	1.624391	1.35439	1.957636
ENSANAG00000023197	0	0	0	0.06833223
ENSANAG00000023198	1.781007	1.358104	1.697298	2.023848
ENSANAG00000023199	5.124202	4.184346	4.389446	1.47671
ENSANAG00000023200	4.204031	2.988274	2.846687	4.070649
ENSANAG00000023201	6.777553	6.525292	7.05788	6.544689
ENSANAG00000023202	2.750184	4.272653	3.599376	3.264601
ENSANAG00000023203	0.634823	0.8512113	0.1501294	1.055203
ENSANAG00000023204	1.151703	1.492863	0.4340736	2.041432
ENSANAG00000023205	2.689885	2.86478	3.310808	2.991107
ENSANAG00000023206	2.235482	1.932016	1.617361	2.169017
ENSANAG00000023207	0.1406125	0.2550765	0.1099943	0.5395172
ENSANAG00000023209	0	0.1019562	0.08263474	0
ENSANAG00000023211	2.972818	3.888646	2.809089	3.969539
ENSANAG00000023212	0	0.05515469	0	0
ENSANAG00000023213	4.10773	4.78419	3.65096	4.985418
ENSANAG00000023214	4.865884	5.621337	5.685209	5.594889
ENSANAG00000023215	5.408678	5.355052	4.802997	5.746439
ENSANAG00000023216	0	0.06494878	3.761455	0.7820856
ENSANAG00000023217	4.690529	5.768515	5.388286	5.157808
ENSANAG00000023218	4.772863	5.756901	5.045547	5.101694
ENSANAG00000023219	5.574474	6.25648	3.211252	5.433654
ENSANAG00000023220	3.033981	4.038401	4.082575	4.122747
ENSANAG00000023221	1.829866	0.4080901	0.1699276	0.577643
ENSANAG00000023223	3.806239	3.440293	2.647353	3.601597
ENSANAG00000023224	0.07670849	0.4349667	0.1059485	0.1797931
ENSANAG00000023225	3.857155	6.248983	5.005315	3.132526
ENSANAG00000023226	3.639001	3.259792	2.860883	4.034136
ENSANAG00000023227	4.542282	4.095787	3.676026	5.591132
ENSANAG00000023228	2.18785	3.181483	2.375665	2.764737
ENSANAG00000023229	3.303674	9.050472	8.908411	3.789521
ENSANAG00000023230	0.6975096	1.059999	0.5827121	1.007485
ENSANAG00000023232	5.406064	6.527577	5.746371	6.500233
ENSANAG00000023233	0.3297505	0.3766793	0.1289776	0.3441786
ENSANAG00000023234	0.406442	0.3605901	0	0.6273463
ENSANAG00000023236	0	0.1879413	0	0
ENSANAG00000023237	4.455341	4.089781	3.288454	4.59031
ENSANAG00000023238	1.345334	2.359119	1.210302	3.013884
ENSANAG00000023239	6.873198	0.2879722	0.3362754	0.4849806
ENSANAG00000023240	0.9356016	0.9908358	0.924128	1.409391
ENSANAG00000023241	0	1.853888	0	0
ENSANAG00000023242	0.5742294	0.905303	6.002785	2.44673
ENSANAG00000023243	0	0	0	3.04173
ENSANAG00000023244	6.005427	5.479282	4.852833	5.652217
ENSANAG00000023245	6.254301	6.093904	5.507189	6.12488
ENSANAG00000023246	3.808133	2.829569	2.613355	3.639061
ENSANAG00000023247	0	0.2679253	0	0
ENSANAG00000023248	5.664113	2.725346	5.875679	5.910063
ENSANAG00000023249	4.057745	3.140708	2.736698	4.166008
ENSANAG00000023250	1.269067	2.719733	1.238886	2.000112
ENSANAG00000023251	0.6331308	0	0	2.485695
ENSANAG00000023252	0.5870923	0	0	1.512995
ENSANAG00000023254	0	0.3643718	0	0.3587158
ENSANAG00000023255	6.455107	6.149062	5.726311	7.169152
ENSANAG00000023256	0.8514344	0	0	0
ENSANAG00000023257	6.679231	7.749858	6.261327	6.739062
ENSANAG00000023258	4.827262	4.582304	5.73035	5.75919
ENSANAG00000023259	0	0.3091447	0.9490588	0.09119327
ENSANAG00000023260	4.786387	4.32745	3.834003	10.16736
ENSANAG00000023261	7.499973	8.28636	9.406439	7.052216
ENSANAG00000023262	0.4894165	3.431697	0.2074181	0.2500156
ENSANAG00000023263	0	0	1.866892	0
ENSANAG00000023264	0.1238579	0.1843844	0.07762571	0
ENSANAG00000023265	0.1139244	1.044352	0	0
ENSANAG00000023266	4.367327	5.426797	4.409394	5.729328
ENSANAG00000023267	2.59761	3.514892	3.805499	3.341762
ENSANAG00000023268	3.703736	2.505696	3.483203	4.537291
ENSANAG00000023269	1.679482	2.192128	2.055661	2.659834
ENSANAG00000023270	3.986137	3.088459	2.7245	1.096728
ENSANAG00000023271	0.2197329	0.138264	0.1241336	0.1268209
ENSANAG00000023272	0.4763423	2.193393	0.6311769	0.5878517
ENSANAG00000023273	0.1441469	0	0	0.3557808
ENSANAG00000023274	3.754012	3.546704	3.853446	3.947344
ENSANAG00000023275	5.721263	4.787493	4.371905	6.119169
ENSANAG00000023276	3.559674	0.1418604	0.07206779	0.1119324
ENSANAG00000023277	0	0	0.5002238	0
ENSANAG00000023279	2.647388	3.08319	4.342818	3.608076
ENSANAG00000023280	0	0	0	1.48119
ENSANAG00000023281	8.744904	8.076425	7.537009	8.956478
ENSANAG00000023282	6.088	5.607618	5.526479	7.19265
ENSANAG00000023283	0	0	0	0.4531551
ENSANAG00000023284	5.462747	5.785759	5.164765	6.033227
ENSANAG00000023285	0.8319437	1.23436	1.256926	1.49272
ENSANAG00000023286	1.434092	1.421021	0.6004496	1.657581
ENSANAG00000023287	7.94687	7.21196	7.399159	6.912137
ENSANAG00000023288	6.412453	5.275275	5.410043	6.840363
ENSANAG00000023289	8.579318	1.077063	0.5487217	0.8646604
ENSANAG00000023290	4.494217	5.619613	5.362982	5.444899
ENSANAG00000023291	5.444356	6.193176	6.39489	5.876013
ENSANAG00000023292	3.516948	3.724705	3.117863	4.948358
ENSANAG00000023293	0.5153855	5.017944	0.3025137	1.809974
ENSANAG00000023294	0	0.6973628	0	0
ENSANAG00000023295	0.4244631	0.9416127	0.0560674	2.200011
ENSANAG00000023296	0.7853287	1.317848	0.4299009	0.6184219
ENSANAG00000023297	0	0	5.751537	0
ENSANAG00000023298	4.532211	4.682141	4.157278	5.475636
ENSANAG00000023299	0.5757422	2.148658	0.7004095	1.086301
ENSANAG00000023300	0	0.8534512	0.5722358	0.1115276
ENSANAG00000023301	0	0	0	0.932799
ENSANAG00000023302	0.1779497	0	0	0
ENSANAG00000023303	0.1135106	4.305373	0.2173573	1.071622
ENSANAG00000023304	6.406227	6.185086	6.145785	6.665482
ENSANAG00000023305	0.9973314	0.4564855	0.1004496	1.196484
ENSANAG00000023306	3.701372	0.1936153	2.439177	3.959944
ENSANAG00000023307	5.81723	5.632444	5.058852	6.128664
ENSANAG00000023308	1.301889	0.709526	0.1212108	0.04586337
ENSANAG00000023309	6.142989	4.767342	4.771854	5.821838
ENSANAG00000023311	3.201093	2.432823	2.044255	2.418382
ENSANAG00000023312	1.781523	1.709529	0	1.699445
ENSANAG00000023313	4.26528	4.163248	3.55287	4.959185
ENSANAG00000023314	0.6355771	0.5996948	1.318605	1.940317
ENSANAG00000023315	4.452906	5.281205	4.807209	5.783564
ENSANAG00000023316	0	1.338133	0	0
ENSANAG00000023317	0	0	0	0.8957338
ENSANAG00000023318	5.061608	5.05365	4.727986	5.355541
ENSANAG00000023319	1.371988	3.117858	2.366441	1.588332
ENSANAG00000023320	0	5.513134	2.584616	0.3718811
ENSANAG00000023321	2.006354	2.458966	1.858755	2.903754
ENSANAG00000023322	2.013562	2.803345	2.474696	2.457521
ENSANAG00000023323	0.4458866	0	0.993641	0
ENSANAG00000023324	0.2667281	0.7822878	0.1104962	1.02188
ENSANAG00000023325	4.916443	5.191669	3.669605	5.573455
ENSANAG00000023326	5.443018	5.822425	5.539189	6.323558
ENSANAG00000023327	4.478855	6.659011	7.343905	3.762604
ENSANAG00000023328	4.560397	4.90054	4.540368	5.452482
ENSANAG00000023329	1.7405	1.655045	0.8063645	2.866586
ENSANAG00000023330	2.853333	2.194314	1.654463	3.5722
ENSANAG00000023331	3.470784	4.898702	3.78223	5.624686
ENSANAG00000023333	5.627668	5.534848	5.216393	6.272275
ENSANAG00000023334	2.807487	2.030873	0.8617775	1.927123
ENSANAG00000023335	5.794374	5.16696	5.307973	6.232697
ENSANAG00000023338	1.138349	2.649376	2.51685	2.6805
ENSANAG00000023339	7.221654	6.760895	6.222797	7.052183
ENSANAG00000023340	0.4973548	0.7978406	0.4304501	0.7482628
ENSANAG00000023341	0	2.716273	0	1.975425
ENSANAG00000023342	1.388531	2.524442	1.633473	2.869301
ENSANAG00000023344	0.2699153	0.2588095	0	0.0641587
ENSANAG00000023345	1.658783	2.228742	1.638635	2.820372
ENSANAG00000023346	2.502988	2.557812	1.156859	3.389703
ENSANAG00000023347	1.322626	5.683343	2.106975	2.050112
ENSANAG00000023348	0.9148921	2.794083	1.597417	2.113594
ENSANAG00000023349	0.9688479	2.475482	6.996841	0.9463646
ENSANAG00000023350	3.689657	2.721742	2.33946	3.801976
ENSANAG00000023351	3.190028	0	0	4.158515
ENSANAG00000023352	0.02383047	0.1358936	0.4752925	0.1455783
ENSANAG00000023353	5.289709	5.766023	5.781302	5.72207
ENSANAG00000023354	0	0.2590422	0.2072082	0.06066543
ENSANAG00000023355	0.274196	1.72188	0.4950136	1.047573
ENSANAG00000023356	4.266232	4.341046	3.007115	5.031033
ENSANAG00000023357	4.447721	5.836358	4.936087	6.38956
ENSANAG00000023358	5.781517	4.664625	3.545338	4.538606
ENSANAG00000023360	4.181322	3.83264	3.382731	5.010509
ENSANAG00000023361	3.65275	4.44472	4.1571	3.250801
ENSANAG00000023362	3.974018	4.267677	4.067549	5.072053
ENSANAG00000023363	4.090417	4.967463	5.786947	5.615648
ENSANAG00000023364	1.816714	2.080563	1.385497	3.314266
ENSANAG00000023365	2.9839	3.265747	0.1943682	1.310695
ENSANAG00000023366	4.678906	5.686554	4.579253	5.891147
ENSANAG00000023367	0.3280655	0.2525779	0.09866493	0.3658067
ENSANAG00000023368	4.526238	3.175719	1.98614	4.262174
ENSANAG00000023369	0	0.2053888	0	0
ENSANAG00000023370	8.984434	8.509093	4.731693	6.857601
ENSANAG00000023371	0.6189349	5.060238	3.098724	0.1791938
ENSANAG00000023372	0.4652703	10.61767	8.910643	0.5893167
ENSANAG00000023373	4.931112	2.269982	4.00758	2.116122
ENSANAG00000023374	0.9481867	1.063047	1.029022	3.556528
ENSANAG00000023375	3.715252	0.2217482	0.1327066	0.2167578
ENSANAG00000023376	5.532407	5.374242	4.625067	6.138247
ENSANAG00000023377	0.6534444	5.715149	0.5262872	0
ENSANAG00000023378	4.091353	5.210097	3.934762	5.120207
ENSANAG00000023379	5.766993	5.442771	5.245222	6.724547
ENSANAG00000023380	1.20848	0.5133998	0	0.2318526
ENSANAG00000023381	2.306011	2.655599	2.476542	3.170298
ENSANAG00000023383	0	2.522997	2.33938	2.004911
ENSANAG00000023384	1.343146	1.662743	0.2518669	2.829669
ENSANAG00000023385	4.7103	5.624841	4.603169	5.117803
ENSANAG00000023386	0	0.07363161	0.02995277	0.03368517
ENSANAG00000023387	1.456522	3.09505	3.235809	3.372172
ENSANAG00000023388	4.130714	4.197827	3.764971	4.672385
ENSANAG00000023389	5.009629	5.201697	5.504935	3.525893
ENSANAG00000023391	3.636242	4.411203	4.781129	4.191073
ENSANAG00000023392	5.250173	5.585645	4.990288	5.480126
ENSANAG00000023393	2.548432	4.063103	3.431072	4.520572
ENSANAG00000023394	0.5232437	0.4410973	0.1326102	0.2777349
ENSANAG00000023395	2.141534	2.642202	1.925179	3.263093
ENSANAG00000023397	0.5161897	0.1119443	0.07287522	0.1385681
ENSANAG00000023398	0.08963957	0.7149444	0.2456178	1.5631
ENSANAG00000023399	2.726648	2.202421	1.732564	2.458442
ENSANAG00000023401	1.241303	1.019382	0.07170913	1.246937
ENSANAG00000023402	3.525994	3.434751	2.583276	2.282526
ENSANAG00000023404	0.115179	0.03030373	0	0.03477845
ENSANAG00000023405	2.330716	0.7811255	0.5251067	1.36964
ENSANAG00000023406	0.3994861	0.8799825	0	0.08058822
ENSANAG00000023407	0.125565	0	0.0803167	0.2146098
ENSANAG00000023408	0.3478377	1.09371	0.424434	0.4097904
ENSANAG00000023409	3.022373	3.892731	2.762308	4.725932
ENSANAG00000023410	0.180862	0	0	0
ENSANAG00000023411	0	0	0	1.0203
ENSANAG00000023413	0.0355928	1.397463	0	0
ENSANAG00000023414	4.770428	4.945346	5.045981	5.765792
ENSANAG00000023415	3.397856	2.817979	1.7995	2.945653
ENSANAG00000023416	5.861075	5.261841	4.476419	6.366561
ENSANAG00000023418	5.290786	5.868771	4.844059	6.346195
ENSANAG00000023420	4.835682	5.296829	5.489418	5.822446
ENSANAG00000023421	0.1039955	0	0.2935494	0.09697317
ENSANAG00000023423	3.795981	3.658991	3.347727	4.988162
ENSANAG00000023425	2.900963	1.384238	0.65779	1.485829
ENSANAG00000023426	4.681455	4.890675	4.596076	5.567232
ENSANAG00000023427	1.805321	4.667279	3.010893	1.555377
ENSANAG00000023428	2.055439	2.561075	2.148736	3.191275
ENSANAG00000023429	4.275469	4.776578	4.396118	5.226366
ENSANAG00000023430	0.4310442	0.6187564	0.2213735	0.5120802
ENSANAG00000023431	1.386027	1.313472	1.356341	2.04481
ENSANAG00000023432	4.375032	4.655674	3.850098	5.049944
ENSANAG00000023433	3.162071	5.811307	7.68013	3.361882
