heart	kidney	liver
ENSDNOG00000048712	0	0	0.3902395
ENSDNOG00000048714	0.02627047	0	0.05438243
ENSDNOG00000048717	0.3447831	1.325542	2.56655
ENSDNOG00000048722	4.551861	5.617616	5.056349
ENSDNOG00000048723	3.800299	4.473475	3.120815
ENSDNOG00000048726	0.4059586	0.866961	0.7562069
ENSDNOG00000048728	1.319809	2.300484	1.736094
ENSDNOG00000048729	0.04552517	0	6.338656
ENSDNOG00000048730	0.2067982	1.782576	3.574707
ENSDNOG00000048736	0	1.09585	0
ENSDNOG00000048738	0.9578166	2.858683	3.113077
ENSDNOG00000048739	1.315126	2.77224	3.303573
ENSDNOG00000048740	0.3624087	7.114852	8.009994
ENSDNOG00000048741	0.6984194	1.930045	1.5357
ENSDNOG00000048743	3.175125	4.595814	3.910579
ENSDNOG00000048745	2.589349	4.309642	3.336863
ENSDNOG00000048746	0.0722842	0.8659948	1.189894
ENSDNOG00000048749	5.45559	0	0
ENSDNOG00000048750	2.34451	3.913856	4.171959
ENSDNOG00000048754	0.8087656	1.921568	3.909039
ENSDNOG00000048756	0.3492849	2.424817	2.177825
ENSDNOG00000048758	2.535879	5.176626	5.555822
ENSDNOG00000048759	0	0.6228226	0
ENSDNOG00000048761	6.264015	7.175794	7.624415
ENSDNOG00000048762	0.765107	1.344567	1.489322
ENSDNOG00000048763	0.3236594	1.059265	0.6296774
ENSDNOG00000048766	0	0.2035244	0
ENSDNOG00000048767	0.6750526	1.908782	0.9867903
ENSDNOG00000048769	1.249682	2.582587	2.455542
ENSDNOG00000048771	0.06905291	0.09434405	0.5085017
ENSDNOG00000048775	0.6311676	1.338826	2.121721
ENSDNOG00000048776	1.408136	2.041804	2.074923
ENSDNOG00000048777	0.8098474	0	0
ENSDNOG00000048779	0.8133679	0	0
ENSDNOG00000048782	0.7724271	3.082585	6.735739
ENSDNOG00000048783	0.5418667	1.552775	1.653262
ENSDNOG00000048784	1.353216	4.385804	5.87479
ENSDNOG00000048785	0.04771454	1.094304	0.9019315
ENSDNOG00000048787	0.9216544	0.9243614	2.343385
ENSDNOG00000048792	0.8764073	1.6022	1.698307
ENSDNOG00000048795	0.05036782	0.6329819	0.409795
ENSDNOG00000048796	0.6381211	1.260483	1.281805
ENSDNOG00000048797	0	1.617985	2.156523
ENSDNOG00000048798	0.4732134	1.576082	0.7164484
ENSDNOG00000048800	0.4360637	0.8905471	0.7721711
ENSDNOG00000048801	0.2922965	1.743894	1.805557
ENSDNOG00000048802	1.801399	3.696517	3.16831
ENSDNOG00000048806	0	0	2.292764
ENSDNOG00000048807	0.5558024	2.715968	1.292081
ENSDNOG00000048808	1.253209	2.901728	2.433779
ENSDNOG00000048809	1.412733	3.454361	3.863998
ENSDNOG00000048818	0	0.591689	0.5285723
ENSDNOG00000048819	0.1379822	0.2208883	0.4596981
ENSDNOG00000048822	0	0	3.034202
ENSDNOG00000048824	0.1058898	0.4893713	1.563549
ENSDNOG00000048828	1.164246	2.703812	2.700045
ENSDNOG00000048829	5.631037	7.324973	6.981887
ENSDNOG00000048830	0.09409186	0.1123915	0
ENSDNOG00000048831	7.534855	7.55927	4.820889
ENSDNOG00000048833	0	0	0.1682158
ENSDNOG00000048834	1.024064	2.570006	3.207548
ENSDNOG00000048836	3.041143	4.723646	4.178866
ENSDNOG00000048838	1.641805	2.784387	4.429529
ENSDNOG00000048839	0.1130626	0	0
ENSDNOG00000048842	3.622766	3.764442	4.599972
ENSDNOG00000048845	0.877409	0	0
ENSDNOG00000048846	0	0.9381299	0
ENSDNOG00000048847	0.9080912	2.997755	2.390767
ENSDNOG00000048848	0.9883328	2.684608	3.576006
ENSDNOG00000048849	0.6107464	0.9808464	1.644585
ENSDNOG00000048850	0.8995206	0.07982673	0.07484066
ENSDNOG00000048856	0.1208679	0.07644485	0.03015468
ENSDNOG00000048857	0.8990588	2.604216	3.020451
ENSDNOG00000048858	0.7612955	5.218932	9.359451
ENSDNOG00000048861	0.05625334	1.913585	0.2788067
ENSDNOG00000048862	0.9899463	2.92463	4.681066
ENSDNOG00000048863	0.2023452	0.4006863	0.2811438
ENSDNOG00000048864	0.5299618	1.000916	2.840103
ENSDNOG00000048865	0	0	0.3290708
ENSDNOG00000048867	0	1.616734	0
ENSDNOG00000048868	1.907914	2.636808	3.534597
ENSDNOG00000048869	0.2392196	0	0
ENSDNOG00000048870	0.1361466	0.6492522	1.228246
ENSDNOG00000048871	5.878149	5.942137	5.864194
ENSDNOG00000048872	0.6701079	0	0.5711467
ENSDNOG00000048873	2.110975	5.5474	5.028684
ENSDNOG00000048876	1.284277	4.134139	4.228857
ENSDNOG00000048880	0.4973743	3.312232	4.912008
ENSDNOG00000048881	0.6458289	0	0
ENSDNOG00000048882	0.05313261	0	0
ENSDNOG00000048886	1.81166	4.154672	2.786839
ENSDNOG00000048888	0.9371681	0	0
ENSDNOG00000048890	1.578243	2.874911	1.993044
ENSDNOG00000048892	0.2880705	0.9651053	0.4678982
ENSDNOG00000048894	0	0.529787	0
ENSDNOG00000048895	0.4239363	3.520083	1.265737
ENSDNOG00000048896	1.400057	1.769738	1.061486
ENSDNOG00000048898	0.7824312	1.779327	1.040177
ENSDNOG00000048899	0	0.5554157	2.072785
ENSDNOG00000048900	0	0.7744122	0.2482968
ENSDNOG00000048901	1.713898	3.189116	2.102121
ENSDNOG00000048904	0.3005385	0	0.3102738
ENSDNOG00000048905	0.2047179	2.838456	1.641121
ENSDNOG00000048906	0.2433669	0.3496891	0.3513513
ENSDNOG00000048907	0.830235	2.451628	0.2235165
ENSDNOG00000048908	0.5864275	2.590727	2.153731
ENSDNOG00000048909	0.1442226	0.6440501	0
ENSDNOG00000048910	0.2722358	1.805074	3.401641
ENSDNOG00000048912	0.1075512	0.2155593	0.1334425
ENSDNOG00000048913	1.482766	2.491109	2.213117
ENSDNOG00000048915	0.2949871	2.262665	2.361586
ENSDNOG00000048917	1.58466	2.745005	4.442711
ENSDNOG00000048919	0.01843534	0	0
ENSDNOG00000048920	2.535058	0	0
ENSDNOG00000048921	1.02143	3.523386	2.86522
ENSDNOG00000048923	0	0	0.3992083
ENSDNOG00000048925	0.02945614	3.81884	0.1220616
ENSDNOG00000048926	0	0	0.08986447
ENSDNOG00000048927	4.506621	6.295991	5.914474
ENSDNOG00000048929	2.404413	0	1.957361
ENSDNOG00000048930	0	0.3040379	0
ENSDNOG00000048933	0	3.611774	1.032722
ENSDNOG00000048936	0	0	3.081745
ENSDNOG00000048939	2.242417	3.409103	3.907073
ENSDNOG00000048941	0.6429427	2.307662	1.588085
ENSDNOG00000048942	2.592548	2.594226	3.589787
ENSDNOG00000048943	0.2622239	0.4674777	0
ENSDNOG00000048944	4.047675	4.264799	3.239085
ENSDNOG00000048947	0	0.4162723	0
ENSDNOG00000048948	1.716548	3.170507	2.307904
ENSDNOG00000048949	5.141927	7.540942	6.255748
ENSDNOG00000048954	0.9599882	2.355803	2.165291
ENSDNOG00000048957	0	0	1.208099
ENSDNOG00000048959	1.474156	4.353281	3.659399
ENSDNOG00000048962	0.7939695	1.070891	0.9082027
ENSDNOG00000048963	0	0.7313527	0.6310866
ENSDNOG00000048965	1.748109	0.7515186	2.991534
ENSDNOG00000048966	0.4610182	0	0
ENSDNOG00000048969	1.974522	1.911446	3.845711
ENSDNOG00000048970	0.09857317	0.221908	1.343266
ENSDNOG00000048971	0.7038963	3.569528	4.03565
ENSDNOG00000048972	1.227439	2.768589	2.672102
ENSDNOG00000048973	5.103133	7.199721	7.125289
ENSDNOG00000048975	0	0	0.621184
ENSDNOG00000048978	0.2140104	0.9993622	1.73736
ENSDNOG00000048979	0.2838246	1.539546	0.6861114
ENSDNOG00000048980	1.07034	2.451525	2.076545
ENSDNOG00000048988	3.67092	3.205419	6.974977
ENSDNOG00000048990	1.473241	1.061479	0.9112107
ENSDNOG00000048992	0.5409765	1.205474	1.502539
ENSDNOG00000048993	1.484896	2.513241	3.510544
ENSDNOG00000048995	0	1.560818	0
ENSDNOG00000048996	2.111489	3.173222	3.558366
ENSDNOG00000048997	1.279566	2.566689	1.968983
ENSDNOG00000049000	0.6882718	0.2071708	0
ENSDNOG00000049001	0.08303441	0	0
ENSDNOG00000049003	0.0975098	0	0.1085417
ENSDNOG00000049004	0.1548683	0.414904	0.4294531
ENSDNOG00000049005	0.195922	5.741486	0.4883998
ENSDNOG00000049007	1.7191	1.314256	0.9741291
ENSDNOG00000049008	0.06622759	0.5363146	0.3277816
ENSDNOG00000049009	3.771151	2.587677	2.656167
ENSDNOG00000049013	0.3144518	1.439581	0.2880951
ENSDNOG00000049015	0	0	0.1583254
ENSDNOG00000049017	1.09237	1.145456	2.038232
ENSDNOG00000049019	0.02665787	1.718627	5.612712
ENSDNOG00000049021	0.6890307	0.5344352	0.3256316
ENSDNOG00000049022	4.774956	6.061441	3.787913
ENSDNOG00000049023	0	0	0.04243072
ENSDNOG00000049025	1.043764	0.5301876	1.525117
ENSDNOG00000049030	0.1514043	0.6565412	1.189382
ENSDNOG00000049032	3.483351	5.421765	5.008464
ENSDNOG00000049033	0.05740383	0.3136835	0.2382268
ENSDNOG00000049035	0.1786369	0.3900315	0.08639506
ENSDNOG00000049038	4.255194	6.534514	6.052483
ENSDNOG00000049041	2.367969	3.272377	3.571602
ENSDNOG00000049043	0.1567797	0	0
ENSDNOG00000049044	0.3851195	0.3170956	0.5698993
ENSDNOG00000049049	0	0.2511592	1.567526
ENSDNOG00000049051	0	0.5722494	0
ENSDNOG00000049053	1.39559	3.121274	2.023228
ENSDNOG00000049056	0.5494947	1.189046	1.574804
ENSDNOG00000049057	0.01632045	1.521126	0
ENSDNOG00000049058	0	0	0.8918562
ENSDNOG00000049063	0	0.3181305	6.920567
ENSDNOG00000049065	0.3591467	1.416377	1.035066
ENSDNOG00000049067	0	1.218849	1.404974
ENSDNOG00000049068	0	0	0.785702
ENSDNOG00000049069	0	0.4842299	0
ENSDNOG00000049070	0.801311	1.573544	1.279875
ENSDNOG00000049071	0	0.624275	0.8884803
ENSDNOG00000049074	1.741536	2.777723	8.485592
ENSDNOG00000049078	0.7962397	1.956161	0.4884019
ENSDNOG00000049080	4.658091	6.127293	3.891934
ENSDNOG00000049082	0	0.1973924	0.08610179
ENSDNOG00000049083	2.126309	2.314232	3.990746
ENSDNOG00000049084	0	0.5557946	0
ENSDNOG00000049085	0	0.3835854	1.073532
ENSDNOG00000049089	0.04364421	0.05941564	0.7296789
ENSDNOG00000049092	0.03255397	0	0
ENSDNOG00000049094	0.3305056	1.165713	0.9293593
ENSDNOG00000049095	0.2577408	0.963079	0.9143854
ENSDNOG00000049096	0	0	0.11215
ENSDNOG00000049098	0.7734284	2.168469	1.2935
ENSDNOG00000049101	0.255508	0	0.2154487
ENSDNOG00000049102	0.5839811	1.223645	0.9928677
ENSDNOG00000049103	0.2324213	0.414811	0.1298097
ENSDNOG00000049105	0.9421789	2.723328	1.75111
ENSDNOG00000049108	0.1059413	0	0
ENSDNOG00000049109	1.665697	4.229673	2.4975
ENSDNOG00000049110	0	0.4545202	0
ENSDNOG00000049111	2.233876	3.571398	3.971847
ENSDNOG00000049113	1.409386	2.919968	2.243197
ENSDNOG00000049117	0.9864088	2.119436	0
ENSDNOG00000049118	0.245537	0.2514586	0.4390284
ENSDNOG00000049120	0.8830248	2.825161	1.635044
ENSDNOG00000049122	0.759582	2.192011	2.398328
ENSDNOG00000049123	1.763654	5.724369	4.149967
ENSDNOG00000049125	2.409614	3.576159	3.205378
ENSDNOG00000049129	0.855725	6.579956	5.311112
ENSDNOG00000049130	1.218856	3.176313	3.326734
ENSDNOG00000049132	0	1.032651	2.972713
ENSDNOG00000049136	3.158458	4.094793	5.185224
ENSDNOG00000049138	2.279831	4.554122	4.894527
ENSDNOG00000049141	2.080753	4.292215	4.235038
ENSDNOG00000049146	0.07910568	0.1274891	0.1025055
ENSDNOG00000049147	0.5586771	5.94975	0.6303561
ENSDNOG00000049148	0.2185544	1.938354	0.1175454
ENSDNOG00000049149	0	0.09035307	0
ENSDNOG00000049151	1.622461	2.142943	2.676224
ENSDNOG00000049152	0.5555816	1.83925	2.675468
ENSDNOG00000049153	1.154653	5.3855	6.703465
ENSDNOG00000049154	0.4400475	3.481493	4.495164
ENSDNOG00000049155	0.3278885	1.566615	0
ENSDNOG00000049158	0.4908977	1.001334	0.4776887
ENSDNOG00000049160	2.298858	2.723104	3.321588
ENSDNOG00000049162	1.682528	2.72573	1.890532
ENSDNOG00000049163	1.706765	2.103357	5.679024
ENSDNOG00000049164	0.07019641	0	0.1509352
ENSDNOG00000049167	2.634192	5.065262	4.164234
ENSDNOG00000049169	1.627752	3.232823	3.986111
ENSDNOG00000049170	1.255959	2.887443	3.179383
ENSDNOG00000049173	0.1356456	0	0
ENSDNOG00000049174	3.21507	6.987832	5.232051
ENSDNOG00000049176	0.7572529	2.226327	1.547766
ENSDNOG00000049177	0.2808399	0.5568463	1.455974
ENSDNOG00000049181	1.888126	4.016541	2.363589
ENSDNOG00000049182	2.055754	6.841684	5.043082
ENSDNOG00000049184	0.3091692	0.59987	0.1095371
ENSDNOG00000049185	1.677053	1.956388	2.342916
ENSDNOG00000049194	0.1066316	1.590641	3.628819
ENSDNOG00000049196	0.31186	0.9591188	0.6945442
ENSDNOG00000049197	0.4104193	2.258603	0.8474374
ENSDNOG00000049198	0.3369552	1.60992	1.033419
ENSDNOG00000049200	2.955216	5.204638	4.703306
ENSDNOG00000049202	1.50998	0	0
ENSDNOG00000049203	0.3747324	1.371297	0.5149463
ENSDNOG00000049204	0	0	0.228134
ENSDNOG00000049205	0	0.4371713	0
ENSDNOG00000049206	2.389195	5.459907	8.208595
ENSDNOG00000049207	1.253269	1.759829	3.646209
ENSDNOG00000049210	1.111198	2.303486	2.167364
ENSDNOG00000049211	1.626228	2.071316	2.382368
ENSDNOG00000049212	1.466564	0.6575175	0.7788183
ENSDNOG00000049213	1.639575	2.653941	2.290743
ENSDNOG00000049214	0.4171293	1.50711	2.439948
ENSDNOG00000049216	0.02385176	0.9528479	0.2670192
ENSDNOG00000049218	0	0.7534103	2.562575
ENSDNOG00000049219	2.785789	3.322636	3.191206
ENSDNOG00000049220	0	0	0.1726181
ENSDNOG00000049221	0.08349687	0	0
ENSDNOG00000049226	0.2689721	1.159061	1.479034
ENSDNOG00000049227	1.130569	3.735241	2.271742
ENSDNOG00000049228	0.1793696	4.103464	0.5493597
ENSDNOG00000049229	0.08065521	0.05471931	0.1394564
ENSDNOG00000049231	0	0.1083065	0.08357326
ENSDNOG00000049232	2.888502	4.338424	5.022887
ENSDNOG00000049234	0.4651303	2.003041	1.686949
ENSDNOG00000049235	0.1179606	0.3249799	2.444969
ENSDNOG00000049236	1.685788	3.619425	3.869092
ENSDNOG00000049237	1.589457	2.793463	3.410089
ENSDNOG00000049238	0	0	0.270926
ENSDNOG00000049240	3.034272	4.534653	4.052807
ENSDNOG00000049245	1.975226	3.523376	3.171919
ENSDNOG00000049247	2.746547	3.542295	2.205167
ENSDNOG00000049252	0.9622121	2.145798	3.759198
ENSDNOG00000049256	7.839449	7.279369	7.036514
ENSDNOG00000049257	0.8428437	4.078268	0.6552501
ENSDNOG00000049259	0.699716	0.05559217	0.04331272
ENSDNOG00000049260	0.2678474	0.7900881	0.588321
ENSDNOG00000049261	1.185968	2.913267	2.579726
ENSDNOG00000049265	0	2.158321	2.762296
ENSDNOG00000049267	0	0	0.03787543
ENSDNOG00000049268	0.672448	1.021579	0.4822019
ENSDNOG00000049269	3.970062	2.542867	2.116511
ENSDNOG00000049270	2.563395	4.255924	4.67868
ENSDNOG00000049271	0.4273037	0.7934748	0.4847001
ENSDNOG00000049272	2.446481	4.303868	5.570126
ENSDNOG00000049273	0.9839848	1.345788	0.8376518
ENSDNOG00000049279	0	0	0.4019461
ENSDNOG00000049283	0.3468945	0.1951472	0.321471
ENSDNOG00000049286	0.09405658	0.4962824	0.3119065
ENSDNOG00000049287	0	0.449461	0
ENSDNOG00000049289	0.3336619	1.295782	0.8803329
ENSDNOG00000049290	1.429995	1.409063	1.972803
ENSDNOG00000049291	0.6442052	0.2265184	1.659678
ENSDNOG00000049292	2.464198	3.635545	1.233618
ENSDNOG00000049298	0	0.2225276	0.1227069
ENSDNOG00000049299	1.427782	2.718105	2.602022
ENSDNOG00000049300	0.4435812	0.4503556	0.332386
ENSDNOG00000049301	0	0	0.1667861
ENSDNOG00000049306	0	0.3407924	0
ENSDNOG00000049307	0.5458369	1.275883	2.065493
ENSDNOG00000049308	3.536786	4.625808	4.711137
ENSDNOG00000049312	0.3119959	0.3590443	0.1722238
ENSDNOG00000049313	1.927278	3.466536	3.749652
ENSDNOG00000049316	1.035666	4.391548	3.938248
ENSDNOG00000049318	0.6352353	1.753797	1.774422
ENSDNOG00000049319	2.782121	1.982711	1.395046
ENSDNOG00000049320	0.908298	2.664879	2.063948
ENSDNOG00000049321	0	0.2178598	0
ENSDNOG00000049322	0.6499934	1.56154	1.95814
ENSDNOG00000049323	0.3108386	1.157095	0.7940789
ENSDNOG00000049325	4.73285	5.055855	4.282803
ENSDNOG00000049327	0	0.3888905	0.767387
ENSDNOG00000049329	2.140867	3.584265	3.654997
ENSDNOG00000049330	0	0	1.798627
ENSDNOG00000049331	0.2269967	0.9109022	2.488736
ENSDNOG00000049336	0	0.7559481	0
ENSDNOG00000049338	0.1429728	0	0
ENSDNOG00000049340	1.341935	2.46124	3.180434
ENSDNOG00000049343	1.340722	2.342293	3.087358
ENSDNOG00000049344	2.48972	2.703262	2.523923
ENSDNOG00000049346	0.560489	2.436562	1.239319
ENSDNOG00000049348	0.3470885	0.6569201	1.848045
ENSDNOG00000049349	0	0	0.4869151
ENSDNOG00000049352	1.480575	1.762851	1.517628
ENSDNOG00000049353	2.506394	0	2.117642
ENSDNOG00000049358	1.548757	2.884631	1.549989
ENSDNOG00000049359	1.932643	3.475176	3.493878
ENSDNOG00000049360	0.6259082	2.652819	1.907967
ENSDNOG00000049361	0.5760683	0.874675	3.898546
ENSDNOG00000049363	0.295187	1.693743	0
ENSDNOG00000049366	2.757053	4.924375	4.645494
ENSDNOG00000049367	7.958854	9.951623	9.258446
ENSDNOG00000049368	0.4122504	1.098265	1.758042
ENSDNOG00000049369	2.26631	2.891089	4.804585
ENSDNOG00000049371	0.7366992	1.084384	1.492079
ENSDNOG00000049372	0.06309078	0.4282217	0
ENSDNOG00000049373	0	1.061479	0.9112107
ENSDNOG00000049374	1.739999	1.69667	3.512075
ENSDNOG00000049378	0.6068042	2.099046	0.8940448
ENSDNOG00000049380	0.04356807	0	0
ENSDNOG00000049381	1.337561	3.085567	2.918583
ENSDNOG00000049382	0.2859029	2.091656	3.244491
ENSDNOG00000049383	0.960591	1.067281	0.8967857
ENSDNOG00000049386	1.762362	2.346914	1.898379
ENSDNOG00000049387	0.1770809	0.4241976	0.2570746
ENSDNOG00000049388	1.159288	1.905727	2.835687
ENSDNOG00000049389	2.132534	2.472368	0
ENSDNOG00000049390	6.180202	6.360679	6.064284
ENSDNOG00000049392	0.7771836	2.328454	6.57885
ENSDNOG00000049393	0.1122316	3.301536	2.00882
ENSDNOG00000049394	2.099272	3.77702	3.183839
ENSDNOG00000049395	0.8607428	1.994406	1.374814
ENSDNOG00000049396	0	2.014412	0.8389106
ENSDNOG00000049400	0.102226	0	0
ENSDNOG00000049402	0.5403993	2.050495	0.4694411
ENSDNOG00000049404	7.916118	8.693285	7.376976
ENSDNOG00000049407	1.581703	2.810919	2.445312
ENSDNOG00000049412	0	1.180784	0
ENSDNOG00000049415	1.303301	2.102497	2.30977
ENSDNOG00000049416	0.2788162	3.32624	1.558596
ENSDNOG00000049417	0.1731543	0.8178934	0.585206
ENSDNOG00000049419	0	0	1.091476
ENSDNOG00000049420	0.7457579	5.341388	5.495017
ENSDNOG00000049422	1.336095	3.051012	3.226501
ENSDNOG00000049424	1.363171	3.196149	6.375396
ENSDNOG00000049427	1.387269	3.100846	3.915148
ENSDNOG00000049429	0	0.9819162	0.7576053
ENSDNOG00000049431	2.249033	4.564419	3.479105
ENSDNOG00000049432	0.04427044	0.08974653	0.4399178
ENSDNOG00000049433	4.917169	5.549534	5.908976
ENSDNOG00000049435	4.5199	3.523118	3.59593
ENSDNOG00000049436	0	0.2384836	0
ENSDNOG00000049439	0.07851748	0.2872288	0.1524807
ENSDNOG00000049440	0	1.289657	0
ENSDNOG00000049441	0.5898239	0.9765352	0.5793356
ENSDNOG00000049442	3.694602	7.01201	7.523891
ENSDNOG00000049445	0.7287207	2.228289	2.275415
ENSDNOG00000049447	0.740944	2.750542	3.389769
ENSDNOG00000049452	1.354412	1.018163	1.285493
ENSDNOG00000049453	0	0	0.6727458
ENSDNOG00000049454	2.340494	4.27849	5.000469
ENSDNOG00000049460	2.58427	0.8048334	0.5502466
ENSDNOG00000049461	0.09965514	0	0
ENSDNOG00000049464	1.317414	2.349994	1.88593
ENSDNOG00000049467	0.115815	0	0
ENSDNOG00000049468	4.257795	8.127473	8.808575
ENSDNOG00000049470	0.1469693	0.1493374	0.09420499
ENSDNOG00000049472	1.560426	8.908351	7.338424
ENSDNOG00000049473	0.5742265	0	0
ENSDNOG00000049474	0.1512523	0.6357358	0.3217919
ENSDNOG00000049476	3.544263	4.290638	3.427949
ENSDNOG00000049477	0	0	3.713872
ENSDNOG00000049478	0.09053478	0.8998191	0.3422646
ENSDNOG00000049479	0.8818972	1.956715	0.834746
ENSDNOG00000049480	0.08683321	0.3182937	0.2785427
ENSDNOG00000049483	0.06617559	4.221336	0.6335372
ENSDNOG00000049484	0.436487	0.6086248	0.3331982
ENSDNOG00000049485	2.576945	4.285558	3.788164
ENSDNOG00000049489	1.81292	4.419476	5.286974
ENSDNOG00000049490	0.663208	0.6279318	1.087524
ENSDNOG00000049492	0.4835821	1.223126	0.3941102
ENSDNOG00000049493	0.6719292	1.621796	1.248753
ENSDNOG00000049494	0.6981233	2.076077	2.852169
ENSDNOG00000049496	0.3256409	0.1658721	1.163183
ENSDNOG00000049497	0	1.579948	0
ENSDNOG00000049499	1.008408	1.766587	1.814833
ENSDNOG00000049500	0.4725262	0.8781352	0.9470901
ENSDNOG00000049501	1.954863	2.09878	0.7495489
ENSDNOG00000049503	0.6269998	2.564649	2.053633
ENSDNOG00000049504	0.1529271	0.7653973	0.5300008
ENSDNOG00000049508	0.8343269	2.735234	2.80439
ENSDNOG00000049510	0.2810774	1.646928	0.9462458
ENSDNOG00000049514	0.5249513	1.915001	0.9434833
ENSDNOG00000049515	3.024176	5.387669	5.082826
ENSDNOG00000049516	0.9969043	2.854558	1.870341
ENSDNOG00000049517	0	2.548049	1.774136
ENSDNOG00000049518	0	0	0.18804
ENSDNOG00000049519	0.511212	2.266613	2.414541
ENSDNOG00000049520	0.1686831	1.264398	0.4511241
ENSDNOG00000049521	5.472303	5.531141	4.136979
ENSDNOG00000049523	0	0.6502453	0.2309186
ENSDNOG00000049527	0.1641169	2.425398	8.634702
ENSDNOG00000049534	0.6416524	1.178329	0.4938533
ENSDNOG00000049535	0.2807556	0	0.7173463
ENSDNOG00000049536	0.1908146	0	0
ENSDNOG00000049539	0	0	0.1914692
ENSDNOG00000049540	0.2136969	0.4593624	1.260869
ENSDNOG00000049543	1.115967	2.588519	3.193577
ENSDNOG00000049548	0.1192102	1.646582	0.4539853
ENSDNOG00000049553	0	0.3898994	0
ENSDNOG00000049554	2.799282	3.463531	3.197587
ENSDNOG00000049555	0	0.9579755	0.11124
ENSDNOG00000049561	0.3889621	1.969071	1.640357
ENSDNOG00000049562	1.267961	2.671694	2.117333
ENSDNOG00000049566	0	0.1565429	0.8763869
ENSDNOG00000049569	0.2046866	0	0
ENSDNOG00000049570	1.066289	0	0
ENSDNOG00000049572	2.343362	4.169147	4.041821
ENSDNOG00000049574	1.247812	2.069499	0.557811
ENSDNOG00000049575	1.300241	2.495352	2.925369
ENSDNOG00000049578	0.1145974	0.6006894	1.28133
ENSDNOG00000049580	0.06762715	0.07144349	0.4427779
ENSDNOG00000049582	0	0	0.7486811
ENSDNOG00000049583	0.4073473	0.4290374	0.2087382
ENSDNOG00000049584	0	0	0.8797755
ENSDNOG00000049585	0	0	2.145792
ENSDNOG00000049587	0	0.1903342	0
ENSDNOG00000049590	0.5238881	0	0.4847146
ENSDNOG00000049593	0	0	0.03694805
ENSDNOG00000049594	0	1.465907	0
ENSDNOG00000049596	0	0.1745317	0.8815746
ENSDNOG00000049597	0.2981504	0.8029261	0.6639585
ENSDNOG00000049599	0.2049195	0.4384313	0.1496561
ENSDNOG00000049602	0.02079645	0.2644824	0.2088568
ENSDNOG00000049603	3.17958	2.682823	2.120966
ENSDNOG00000049604	0.868735	2.143044	2.317429
ENSDNOG00000049605	0	0.04758096	0
ENSDNOG00000049606	1.160785	2.00471	2.367785
ENSDNOG00000049607	0.1782162	2.591483	2.188116
ENSDNOG00000049608	0	0	0.7818154
ENSDNOG00000049610	0.4945702	1.827449	0.6194224
ENSDNOG00000049611	0.1532126	0.1414629	0.8857594
ENSDNOG00000049612	0.09527943	1.608525	0.9888853
ENSDNOG00000049613	6.06632	5.877749	8.823635
ENSDNOG00000049614	1.388878	1.753147	1.509113
ENSDNOG00000049615	0.9698898	2.730823	2.867424
ENSDNOG00000049616	0	1.42774	0
ENSDNOG00000049617	0	0.07572908	0
ENSDNOG00000049618	4.987581	6.96662	6.108371
ENSDNOG00000049619	0.9589176	1.818711	1.255319
ENSDNOG00000049620	0.3078738	0	0
ENSDNOG00000049621	1.433707	1.798144	1.593119
ENSDNOG00000049622	0.1001865	1.919374	0.1262464
ENSDNOG00000049623	1.39702	3.95901	3.976996
ENSDNOG00000049624	1.247545	1.566805	2.034695
ENSDNOG00000049625	0.3640434	0.9885887	1.253475
ENSDNOG00000049626	0	0	0.08882994
ENSDNOG00000049628	0.02859475	4.184122	4.616281
ENSDNOG00000049629	0	0.336697	0.2995835
ENSDNOG00000049634	0.2434863	0.5971478	0.6298592
ENSDNOG00000049635	0.02962844	0.744087	2.80561
ENSDNOG00000049641	1.962294	4.304934	3.137833
ENSDNOG00000049646	1.27274	5.164895	4.908261
ENSDNOG00000049647	4.264574	5.291629	6.279713
ENSDNOG00000049648	2.033687	2.369606	2.785726
ENSDNOG00000049649	1.679633	2.295657	1.804349
ENSDNOG00000049654	1.248547	1.763152	0.2909363
ENSDNOG00000049656	0.4230854	0.9565392	1.117715
ENSDNOG00000049658	0.8252361	1.767261	2.179049
ENSDNOG00000049660	1.071721	3.591799	4.436188
ENSDNOG00000049661	0.2675586	0	0.2560964
ENSDNOG00000049662	0	1.616067	0
ENSDNOG00000049666	2.126302	3.75111	2.168559
ENSDNOG00000049668	2.048006	4.267708	3.862144
ENSDNOG00000049669	2.369271	3.692629	3.370367
ENSDNOG00000049670	0.5259406	0.7986503	0.6411002
ENSDNOG00000049672	0.01123192	0.2760714	0.2183398
ENSDNOG00000049674	4.248573	5.997243	6.008438
ENSDNOG00000049676	0	0	0.7644048
ENSDNOG00000049677	0.04032828	0.1134799	0
ENSDNOG00000049679	1.411557	3.184791	4.338716
ENSDNOG00000049680	1.455465	0	0
ENSDNOG00000049681	0.5620768	1.199544	1.326083
ENSDNOG00000049687	0.3376426	0.4726417	1.184852
ENSDNOG00000049689	0.01952045	0	3.167483
ENSDNOG00000049690	0.907759	2.090322	1.72069
ENSDNOG00000049693	2.062505	3.756682	3.300897
ENSDNOG00000049694	1.057755	2.199503	2.396151
ENSDNOG00000049696	1.396998	2.455747	1.74865
ENSDNOG00000049698	0.4226119	2.464783	1.885164
ENSDNOG00000049699	0.09143242	0.1826504	0
ENSDNOG00000049700	0.2456782	0.6934785	1.083969
ENSDNOG00000049701	5.2646	5.811689	5.518441
ENSDNOG00000049702	0.04025421	1.009032	0.657768
