heart	kidney	liver
ENSDNOG00000017411	0.6164433	0.765825	0.9721941
ENSDNOG00000017412	0.751372	0.8774788	0.5775598
ENSDNOG00000017415	1.394284	5.881151	3.679762
ENSDNOG00000017419	2.914786	3.831705	4.003674
ENSDNOG00000017421	0.4308162	1.231783	0.3622623
ENSDNOG00000017422	2.242304	3.259202	3.204308
ENSDNOG00000017429	0.3719056	1.473382	1.58857
ENSDNOG00000017438	2.096272	3.318568	4.011593
ENSDNOG00000017446	0.1287231	0.5335653	1.156138
ENSDNOG00000017447	0.9822025	1.285094	3.942449
ENSDNOG00000017448	1.1223	6.017135	6.495349
ENSDNOG00000017459	4.225313	7.69735	10.0363
ENSDNOG00000017460	0.5257792	0.7426349	0.5798067
ENSDNOG00000017462	0	2.615699	0
ENSDNOG00000017468	1.197946	2.093088	1.703704
ENSDNOG00000017469	0	0.1341881	0.1118523
ENSDNOG00000017471	2.003671	3.302753	3.304013
ENSDNOG00000017476	1.683948	3.031051	2.522211
ENSDNOG00000017478	1.059778	1.367304	0.8635468
ENSDNOG00000017480	0.6122223	4.978557	1.868209
ENSDNOG00000017485	2.213419	5.906802	4.262989
ENSDNOG00000017486	0.3336699	2.13206	3.212205
ENSDNOG00000017487	0.06569552	0.5355723	0.2183985
ENSDNOG00000017489	1.085703	3.921084	0
ENSDNOG00000017491	0.6790247	1.452732	0.7695221
ENSDNOG00000017492	0.8605783	1.84149	1.97721
ENSDNOG00000017497	1.009892	2.10437	2.323655
ENSDNOG00000017502	1.691329	2.840598	3.507351
ENSDNOG00000017504	3.327651	4.734343	6.632456
ENSDNOG00000017505	0	1.848201	0
ENSDNOG00000017506	4.603727	5.91043	5.946298
ENSDNOG00000017509	0.1846281	0.5602336	0.2714639
ENSDNOG00000017510	0.151238	0.3193301	1.018713
ENSDNOG00000017512	0	0.1723736	0
ENSDNOG00000017513	1.373915	3.200782	3.670614
ENSDNOG00000017515	0	0	0.2758414
ENSDNOG00000017517	0.8526821	2.597598	1.782203
ENSDNOG00000017518	0.4532226	1.092877	1.94265
ENSDNOG00000017521	3.525355	4.781538	3.976226
ENSDNOG00000017527	1.397069	3.641789	1.531114
ENSDNOG00000017529	0.3654876	0.7608886	1.252821
ENSDNOG00000017530	2.027161	3.421421	2.059667
ENSDNOG00000017532	0.1125943	0.1395009	0.4163144
ENSDNOG00000017540	2.321602	3.709677	3.92856
ENSDNOG00000017541	4.108307	2.741344	4.135765
ENSDNOG00000017542	0.710335	1.525362	1.961164
ENSDNOG00000017545	3.639213	3.926167	3.311524
ENSDNOG00000017546	0	0.6139125	0
ENSDNOG00000017547	0.8168135	1.950134	2.222648
ENSDNOG00000017550	3.379974	6.411735	5.958708
ENSDNOG00000017552	0.4152925	1.484973	0.7055799
ENSDNOG00000017554	3.693922	5.541942	5.271485
ENSDNOG00000017557	0	3.744096	0
ENSDNOG00000017558	4.273426	4.306022	4.585089
ENSDNOG00000017560	2.318245	4.213355	3.833771
ENSDNOG00000017561	0.7335114	0.9949395	2.950183
ENSDNOG00000017573	1.422728	3.038197	2.521239
ENSDNOG00000017576	1.257053	1.537495	3.438614
ENSDNOG00000017578	1.416375	1.602324	1.675545
ENSDNOG00000017587	0.6781648	1.665747	1.627686
ENSDNOG00000017591	5.97596	8.446049	7.458809
ENSDNOG00000017594	1.676461	1.846353	1.262938
ENSDNOG00000017598	1.389341	1.866758	1.876931
ENSDNOG00000017604	0	0.7038104	0.7536593
ENSDNOG00000017606	2.312476	3.556589	3.375992
ENSDNOG00000017608	0.7187513	1.774089	1.40511
ENSDNOG00000017609	0.4814147	0.8923226	0.8132759
ENSDNOG00000017610	2.811631	1.786488	5.548165
ENSDNOG00000017614	2.472337	3.95977	2.8193
ENSDNOG00000017616	0.4600379	0.8796995	1.500547
ENSDNOG00000017618	0.2535851	1.697196	3.810638
ENSDNOG00000017621	3.074606	2.414623	3.902778
ENSDNOG00000017622	2.348125	3.590961	3.899591
ENSDNOG00000017624	0.5135201	0.4459015	0
ENSDNOG00000017626	2.605968	2.882279	1.559673
ENSDNOG00000017630	0.9780184	0.5488243	1.105095
ENSDNOG00000017631	2.040815	1.870633	0.2264074
ENSDNOG00000017634	3.637506	5.297125	5.60249
ENSDNOG00000017635	0	0.1939067	1.303734
ENSDNOG00000017636	3.050209	2.504524	3.276701
ENSDNOG00000017638	0.6615708	1.664501	1.492499
ENSDNOG00000017639	1.271509	3.157486	3.381741
ENSDNOG00000017640	1.452954	1.829419	2.817374
ENSDNOG00000017641	1.058123	2.319268	0.8802866
ENSDNOG00000017645	0	0	0.7973301
ENSDNOG00000017647	0.9889028	1.581679	1.363737
ENSDNOG00000017651	0.5385044	1.310497	1.899048
ENSDNOG00000017652	1.594047	5.066115	5.60781
ENSDNOG00000017653	1.655565	3.168387	3.816621
ENSDNOG00000017654	5.675661	8.07534	7.050959
ENSDNOG00000017658	0.6113084	1.921135	3.343339
ENSDNOG00000017659	0.8116609	2.47515	1.814973
ENSDNOG00000017663	5.296964	6.647424	6.811561
ENSDNOG00000017665	1.013305	1.141681	2.15269
ENSDNOG00000017666	0.03780263	0.3254843	0.1989467
ENSDNOG00000017667	1.186405	1.649054	1.367192
ENSDNOG00000017673	0.2168013	2.322871	0.3542626
ENSDNOG00000017675	1.124725	2.706303	1.893653
ENSDNOG00000017676	2.010583	2.902552	2.802295
ENSDNOG00000017677	2.622228	3.801459	7.079015
ENSDNOG00000017679	0.09993409	0	0.2472105
ENSDNOG00000017680	3.601019	4.162347	3.459458
ENSDNOG00000017683	0	0.2347931	0.383623
ENSDNOG00000017684	0.1090584	0.1987783	0.2053037
ENSDNOG00000017686	0.0817646	0.1684084	0.2511471
ENSDNOG00000017687	1.605113	2.212709	1.392161
ENSDNOG00000017689	0.135649	1.302378	1.097011
ENSDNOG00000017690	0.02904559	0.1813125	2.967694
ENSDNOG00000017691	1.607191	2.115473	5.65766
ENSDNOG00000017693	0.2074466	6.336651	5.863573
ENSDNOG00000017697	5.138372	6.353533	11.66301
ENSDNOG00000017701	1.990054	3.362868	2.779106
ENSDNOG00000017702	0.1833938	0.907333	0.4560186
ENSDNOG00000017705	0.3730546	0.9683068	0.9559049
ENSDNOG00000017708	0.8511793	1.036292	0
ENSDNOG00000017710	1.608615	3.229999	3.531831
ENSDNOG00000017712	0	1.807755	0
ENSDNOG00000017713	2.688319	0.2160475	0.9188236
ENSDNOG00000017714	0.3131681	0	0
ENSDNOG00000017715	0	0.1700404	0
ENSDNOG00000017716	0.1413242	0.5798251	0.298656
ENSDNOG00000017717	0.4170796	0.3981763	0
ENSDNOG00000017718	0.8709825	2.268093	2.056996
ENSDNOG00000017724	0.8419957	1.722602	2.264642
ENSDNOG00000017725	1.177044	1.503583	1.1139
ENSDNOG00000017726	1.162077	2.874415	3.644402
ENSDNOG00000017730	1.407413	3.371808	3.002998
ENSDNOG00000017731	2.144226	4.151883	4.174007
ENSDNOG00000017733	1.758926	3.436531	2.606402
ENSDNOG00000017734	0.2098102	1.05007	1.594329
ENSDNOG00000017736	0.4754253	3.474306	2.42987
ENSDNOG00000017738	2.695569	4.957617	5.567101
ENSDNOG00000017739	1.365357	6.810083	5.903576
ENSDNOG00000017741	2.00716	3.071656	2.831695
ENSDNOG00000017743	0	0.1518549	0.2447117
ENSDNOG00000017752	0.05950452	0	0
ENSDNOG00000017753	0.232087	0.8613591	2.19955
ENSDNOG00000017756	1.632063	0	0
ENSDNOG00000017758	0.2395642	0	0
ENSDNOG00000017759	3.183575	3.785258	2.703925
ENSDNOG00000017761	1.268291	1.263383	0.06148645
ENSDNOG00000017762	2.13128	3.935695	3.492404
ENSDNOG00000017766	3.083395	3.292113	3.075848
ENSDNOG00000017768	0.3622881	1.260736	0.8454997
ENSDNOG00000017772	2.112186	3.054262	2.72195
ENSDNOG00000017773	4.224843	5.079493	5.146472
ENSDNOG00000017774	0.08396668	0.07611288	0.07340923
ENSDNOG00000017778	1.270247	2.443511	1.917106
ENSDNOG00000017780	0.6765292	1.612796	6.857409
ENSDNOG00000017781	0.9767632	3.097201	3.123363
ENSDNOG00000017785	0.3614551	6.907492	8.17506
ENSDNOG00000017788	0	2.084544	0.8856134
ENSDNOG00000017789	0	0.4928182	0
ENSDNOG00000017793	0.7250797	2.505739	2.08923
ENSDNOG00000017797	2.951105	4.679007	3.975988
ENSDNOG00000017799	3.535978	5.77543	5.254893
ENSDNOG00000017803	1.192245	3.139132	3.296126
ENSDNOG00000017804	1.94301	4.301266	4.102003
ENSDNOG00000017806	0.1857752	0.07003947	0.0555365
ENSDNOG00000017807	1.982298	1.359853	2.510225
ENSDNOG00000017808	0	6.276727	0
ENSDNOG00000017809	0.1794652	0.5193899	3.003111
ENSDNOG00000017810	1.271384	2.817949	5.646454
ENSDNOG00000017811	1.470896	2.630832	2.440617
ENSDNOG00000017812	0	1.076785	0
ENSDNOG00000017814	0	0.9115259	0.0998167
ENSDNOG00000017815	3.183296	4.531756	5.616434
ENSDNOG00000017817	5.7385	7.717341	7.069563
ENSDNOG00000017820	1.59441	3.367732	3.732996
ENSDNOG00000017821	1.865479	2.538255	1.576672
ENSDNOG00000017823	2.156944	4.837312	3.457562
ENSDNOG00000017825	1.193084	3.260513	3.985519
ENSDNOG00000017831	6.534057	8.606942	8.735847
ENSDNOG00000017832	0.3401247	0.40972	1.079197
ENSDNOG00000017833	1.333132	3.521654	3.328308
ENSDNOG00000017834	2.082376	3.982601	4.917246
ENSDNOG00000017835	0.158801	0.374049	0.03187098
ENSDNOG00000017843	0.6051065	1.268554	1.176112
ENSDNOG00000017844	0.1701095	0.07850013	0.09812226
ENSDNOG00000017846	2.334909	3.687363	1.874423
ENSDNOG00000017847	0.6802694	3.79048	3.174127
ENSDNOG00000017850	1.007475	2.237998	2.385644
ENSDNOG00000017851	0.04521131	0.108873	0
ENSDNOG00000017852	0.77246	0.1386821	0
ENSDNOG00000017853	2.311012	2.928778	2.108083
ENSDNOG00000017854	0	0	0.3515164
ENSDNOG00000017855	0.1123338	1.080057	0.04368564
ENSDNOG00000017856	1.402662	2.920543	4.761344
ENSDNOG00000017861	7.458202	8.632403	8.436682
ENSDNOG00000017863	2.680946	5.144845	4.64567
ENSDNOG00000017865	0.4968693	2.14616	1.398619
ENSDNOG00000017870	4.311409	7.149706	7.517134
ENSDNOG00000017871	3.157306	4.348785	3.71676
ENSDNOG00000017874	2.614133	4.457765	4.598597
ENSDNOG00000017875	2.860938	4.344573	4.201466
ENSDNOG00000017879	1.886527	3.648327	2.95325
ENSDNOG00000017881	0.5039389	1.034744	0.7109177
ENSDNOG00000017886	0.5556837	2.277235	1.079907
ENSDNOG00000017888	1.274369	2.371392	0.7489283
ENSDNOG00000017889	0.9237265	2.853339	2.513935
ENSDNOG00000017898	0.4682392	1.174994	1.049763
ENSDNOG00000017900	1.23217	2.08121	2.598863
ENSDNOG00000017902	1.58489	2.648003	2.449572
ENSDNOG00000017904	2.076241	4.888709	4.769396
ENSDNOG00000017905	0.03685791	0.2007893	0.1871989
ENSDNOG00000017908	1.733602	2.259911	3.866967
ENSDNOG00000017909	1.611895	1.894403	2.78946
ENSDNOG00000017910	0.4553033	4.359121	5.908657
ENSDNOG00000017912	2.43486	4.255138	2.980234
ENSDNOG00000017913	1.95236	4.798709	4.275923
ENSDNOG00000017916	0.5646552	1.822979	7.02473
ENSDNOG00000017918	0.5889293	2.088882	1.888866
ENSDNOG00000017919	1.25414	4.474371	3.810772
ENSDNOG00000017926	1.51163	3.683385	2.94773
ENSDNOG00000017927	3.834418	4.794827	4.408651
ENSDNOG00000017928	1.141897	2.476848	3.647245
ENSDNOG00000017933	0.1815886	2.562282	3.046505
ENSDNOG00000017937	1.420763	2.877954	2.641007
ENSDNOG00000017947	0.0389383	0.4475369	0
ENSDNOG00000017948	2.196066	2.807371	2.82348
ENSDNOG00000017949	0.03294293	0.432255	0.1027316
ENSDNOG00000017951	0.6935641	2.09877	1.758111
ENSDNOG00000017956	2.453981	2.486923	2.016732
ENSDNOG00000017957	1.881332	0.2288433	0.1528674
ENSDNOG00000017959	5.327087	5.742429	4.729286
ENSDNOG00000017961	0.4122938	4.371789	5.13443
ENSDNOG00000017963	2.257892	3.512707	3.424136
ENSDNOG00000017969	0.4283332	0.5279511	1.961653
ENSDNOG00000017970	0.08864679	0.6151121	0
ENSDNOG00000017973	0.04145439	3.051144	3.96352
ENSDNOG00000017975	4.79674	6.629035	6.112155
ENSDNOG00000017976	0.06476782	1.128287	0
ENSDNOG00000017978	0.3564887	0	0
ENSDNOG00000017979	0.946826	1.843321	1.713693
ENSDNOG00000017980	2.123249	3.317159	3.561033
ENSDNOG00000017981	0	5.132112	5.260842
ENSDNOG00000017984	2.735098	1.931195	1.825281
ENSDNOG00000017986	0.3238197	0	0.8800358
ENSDNOG00000017990	1.774245	2.005102	1.489199
ENSDNOG00000017991	1.493924	2.261714	3.923197
ENSDNOG00000017994	0.03997639	0.1008192	0.1746506
ENSDNOG00000017996	0	6.862489	7.444369
ENSDNOG00000017999	0	1.088515	0.8882114
ENSDNOG00000018000	1.0376	2.072778	2.329244
ENSDNOG00000018001	0.7625274	2.528174	1.804909
ENSDNOG00000018002	1.55911	4.520919	5.975064
ENSDNOG00000018004	0.4196489	0.938763	0.8242025
ENSDNOG00000018006	0.1154774	4.734856	3.556724
ENSDNOG00000018007	3.766614	3.298224	3.255765
ENSDNOG00000018013	2.690343	3.244901	3.361826
ENSDNOG00000018018	2.80119	3.511443	3.760455
ENSDNOG00000018020	2.220324	3.654607	3.115188
ENSDNOG00000018024	3.676843	6.372015	4.836636
ENSDNOG00000018025	0.4033572	0.8564918	0.577788
ENSDNOG00000018029	1.427998	3.215009	4.900133
ENSDNOG00000018036	0.05336008	0.306751	0.07723206
ENSDNOG00000018038	1.230197	1.471583	1.6957
ENSDNOG00000018039	0	0	0.03230133
ENSDNOG00000018040	0.08994404	0.0331894	0.02551051
ENSDNOG00000018041	0.5707856	1.162641	1.100081
ENSDNOG00000018042	0.06662889	0	0
ENSDNOG00000018045	2.314604	3.479657	2.880041
ENSDNOG00000018046	1.476864	1.282025	0.6926727
ENSDNOG00000018047	0	0.08369606	0
ENSDNOG00000018050	1.023049	1.87962	1.142159
ENSDNOG00000018051	0.1475425	0.4226216	1.148791
ENSDNOG00000018053	1.8834	3.929191	4.258783
ENSDNOG00000018057	0.5328296	1.157678	2.749629
ENSDNOG00000018064	3.525042	4.82821	4.582905
ENSDNOG00000018066	8.295007	4.086368	3.64091
ENSDNOG00000018069	3.923339	5.244906	5.390733
ENSDNOG00000018072	3.346479	5.287524	5.386956
ENSDNOG00000018079	1.021117	0.8077234	3.408251
ENSDNOG00000018080	3.323565	12.61272	13.35185
ENSDNOG00000018081	0.9829509	0.4382641	0.3931108
ENSDNOG00000018083	1.614427	4.199759	3.884373
ENSDNOG00000018088	1.063793	2.603706	2.57468
ENSDNOG00000018089	2.053195	2.197809	3.516835
ENSDNOG00000018093	1.07863	1.470532	1.399516
ENSDNOG00000018098	0.8573353	1.71312	1.524726
ENSDNOG00000018100	0.09803195	0.07977363	0.06165953
ENSDNOG00000018101	0.7237612	0.8913453	0.9541449
ENSDNOG00000018114	0.8357374	2.482118	2.179062
ENSDNOG00000018116	0.1127805	0.2201392	0.1649574
ENSDNOG00000018118	1.93037	3.111073	2.38298
ENSDNOG00000018119	1.777712	2.306157	3.66265
ENSDNOG00000018120	0	1.496621	0.02583265
ENSDNOG00000018121	0	0.6940145	1.450512
ENSDNOG00000018122	0.176961	0.5037263	0
ENSDNOG00000018123	0.3494389	0.2594665	0.7485943
ENSDNOG00000018124	1.903258	2.67884	2.44786
ENSDNOG00000018125	0.6715325	1.783055	3.074444
ENSDNOG00000018127	0.2410518	1.200121	1.125565
ENSDNOG00000018137	0	0.09143012	0
ENSDNOG00000018144	3.652165	4.900471	3.052878
ENSDNOG00000018145	0.2121086	0.5408456	1.285106
ENSDNOG00000018148	1.111278	2.211564	2.314119
ENSDNOG00000018150	3.980754	3.205326	5.595687
ENSDNOG00000018151	2.170607	2.12754	2.454618
ENSDNOG00000018153	0	0	0.2584526
ENSDNOG00000018156	6.345386	6.843393	5.551144
ENSDNOG00000018159	0.1409906	6.08389	8.158564
ENSDNOG00000018160	2.131049	3.673127	3.529361
ENSDNOG00000018162	0.1900054	0.6807384	0.2734693
ENSDNOG00000018167	1.254963	3.013532	2.641689
ENSDNOG00000018168	0.5975436	2.87887	3.120277
ENSDNOG00000018172	0.7956082	1.850731	0.973958
ENSDNOG00000018177	1.340363	2.713206	1.199669
ENSDNOG00000018182	1.592379	3.627876	2.852558
ENSDNOG00000018185	0	0.8574627	0
ENSDNOG00000018193	0	0.8408378	0.8330342
ENSDNOG00000018194	0	0	1.388151
ENSDNOG00000018199	0.0205059	0	0
ENSDNOG00000018201	1.528521	1.145586	1.029834
ENSDNOG00000018203	1.241675	1.817255	0.5069888
ENSDNOG00000018213	1.434097	1.853632	2.576827
ENSDNOG00000018217	0.7040628	2.433702	2.519909
ENSDNOG00000018221	1.442009	4.343422	4.383877
ENSDNOG00000018222	4.293496	6.019511	5.280155
ENSDNOG00000018227	3.928664	5.892442	5.38302
ENSDNOG00000018231	0	0.4097928	0.02551859
ENSDNOG00000018236	3.916238	6.536942	6.250145
ENSDNOG00000018240	1.414552	2.069352	0.6044633
ENSDNOG00000018242	2.094662	4.524728	4.874133
ENSDNOG00000018248	2.127772	4.378851	2.417809
ENSDNOG00000018250	0.02358254	1.449139	0
ENSDNOG00000018253	0.1410477	0.1900609	0.1445846
ENSDNOG00000018254	9.394819	1.784458	1.532915
ENSDNOG00000018255	5.570135	7.392712	6.665776
ENSDNOG00000018257	0.965038	1.872234	2.969034
ENSDNOG00000018260	0.6490433	0.2336402	1.976844
ENSDNOG00000018261	1.732069	0.697466	3.056015
ENSDNOG00000018262	2.26422	1.745227	1.737823
ENSDNOG00000018263	0.2685015	1.431596	8.052503
ENSDNOG00000018265	0.7702886	1.575061	1.279988
ENSDNOG00000018268	1.681436	2.366664	2.347439
ENSDNOG00000018269	1.22649	2.289185	4.853392
ENSDNOG00000018271	0.4961074	0.8213992	1.208842
ENSDNOG00000018275	2.757951	4.191555	3.697918
ENSDNOG00000018277	4.276378	7.738923	7.892986
ENSDNOG00000018278	3.024332	3.300758	3.853736
ENSDNOG00000018286	3.859801	5.655638	5.86691
ENSDNOG00000018288	0.429812	0.8044914	2.035976
ENSDNOG00000018290	0.1158764	0.1586059	0.03304178
ENSDNOG00000018292	1.215952	1.687759	2.761743
ENSDNOG00000018298	1.6545	3.137651	3.509785
ENSDNOG00000018302	0.14598	0.7021424	0.04926775
ENSDNOG00000018306	0	0.2107554	0.1106504
ENSDNOG00000018309	2.174566	3.565219	3.242769
ENSDNOG00000018310	3.348786	4.871139	4.389319
ENSDNOG00000018314	0.276094	1.514653	4.273695
ENSDNOG00000018324	0.6977009	2.147653	2.073354
ENSDNOG00000018327	2.363073	2.643902	3.168034
ENSDNOG00000018328	1.402902	2.16996	2.686588
ENSDNOG00000018334	1.117928	2.764047	4.576468
ENSDNOG00000018340	2.702762	1.53661	1.670074
ENSDNOG00000018341	3.006316	4.132462	4.91565
ENSDNOG00000018342	5.12542	6.393241	6.963694
ENSDNOG00000018344	0.1210724	0.7540007	0.7197205
ENSDNOG00000018345	1.188509	2.358236	2.920743
ENSDNOG00000018348	0.547127	0.4630616	1.142668
ENSDNOG00000018353	0.04553747	0.1108392	0.1246161
ENSDNOG00000018355	3.070975	4.406258	4.508086
ENSDNOG00000018356	2.555674	4.079131	3.752213
ENSDNOG00000018361	1.717136	4.019222	4.565603
ENSDNOG00000018363	1.877434	1.132393	1.039707
ENSDNOG00000018365	0	0	1.167782
ENSDNOG00000018374	2.422887	0.9566775	0.7482087
ENSDNOG00000018380	0.7742891	0.2216692	0.266356
ENSDNOG00000018384	1.781658	3.621771	2.966157
ENSDNOG00000018386	0	0.3570486	0
ENSDNOG00000018387	0	0	0.2168919
ENSDNOG00000018390	1.531604	2.284366	1.536346
ENSDNOG00000018392	0.7400589	1.235556	0.788294
ENSDNOG00000018395	0.07591935	0.815063	0.09295742
ENSDNOG00000018397	2.453665	2.622047	4.450751
ENSDNOG00000018398	1.419409	1.231199	0.5700169
ENSDNOG00000018399	0	2.441961	0.1581185
ENSDNOG00000018400	1.540503	3.327719	2.380159
ENSDNOG00000018404	2.077137	4.185811	5.094722
ENSDNOG00000018405	0.3452908	0.2826592	1.339837
ENSDNOG00000018411	1.97665	3.585251	4.122606
ENSDNOG00000018413	1.06633	1.606845	1.053028
ENSDNOG00000018414	1.49146	4.084097	3.531242
ENSDNOG00000018415	0.7632076	3.747992	2.736999
ENSDNOG00000018419	0	0.366456	0
ENSDNOG00000018420	2.378756	5.760157	4.860585
ENSDNOG00000018423	1.16911	1.626098	2.238818
ENSDNOG00000018424	0	2.228027	7.268668
ENSDNOG00000018425	0.2916625	0.7464426	0.4069567
ENSDNOG00000018427	0.8823639	1.175729	2.559934
ENSDNOG00000018430	2.103206	3.571616	2.915594
ENSDNOG00000018431	0.363836	0.2043311	0.02453812
ENSDNOG00000018434	0.5065715	4.768923	3.157962
ENSDNOG00000018435	1.221339	1.954077	1.695308
ENSDNOG00000018438	0.8014203	2.701622	2.471741
ENSDNOG00000018439	1.778797	3.179172	3.611243
ENSDNOG00000018443	0.1286661	0.2651812	0.2367632
ENSDNOG00000018444	3.913492	3.385583	3.843946
ENSDNOG00000018447	4.682674	8.058365	6.047946
ENSDNOG00000018450	6.09159	10.03579	8.701104
ENSDNOG00000018452	0.7566083	3.298308	3.036258
ENSDNOG00000018453	1.025943	1.121486	1.107346
ENSDNOG00000018454	0.8112589	2.083802	4.21609
ENSDNOG00000018455	5.202829	0.2038389	0
ENSDNOG00000018459	5.629325	8.774201	9.026244
ENSDNOG00000018460	0.7835396	4.879147	5.707182
ENSDNOG00000018461	9.254828	11.11017	9.987818
ENSDNOG00000018462	2.883243	5.429288	5.005413
ENSDNOG00000018463	1.54779	3.171818	3.276641
ENSDNOG00000018466	0.03697842	1.140456	0.5425572
ENSDNOG00000018471	2.348482	4.154235	4.578721
ENSDNOG00000018473	1.806275	2.615927	2.611406
ENSDNOG00000018474	1.488443	3.748848	2.472488
ENSDNOG00000018475	0.03976501	0.02273056	0.1514939
ENSDNOG00000018476	0.02664258	0.3707703	1.169976
ENSDNOG00000018477	0.1522964	0.682567	0.09397886
ENSDNOG00000018479	3.693844	4.915965	5.159254
ENSDNOG00000018482	3.640019	5.100137	4.785451
ENSDNOG00000018484	2.583875	4.153035	4.311227
ENSDNOG00000018486	3.20614	2.636599	2.667502
ENSDNOG00000018488	5.799284	9.064489	8.530079
ENSDNOG00000018495	0	0	0.2231457
ENSDNOG00000018496	1.363793	2.734818	3.16899
ENSDNOG00000018498	1.39765	2.711625	2.140851
ENSDNOG00000018506	0.03003331	0.1462251	0.06102753
ENSDNOG00000018512	0.8255243	5.164927	3.876487
ENSDNOG00000018516	1.168167	2.390453	2.493967
ENSDNOG00000018517	1.349588	2.946231	2.85817
ENSDNOG00000018518	1.261489	2.455063	1.837713
ENSDNOG00000018520	0.8236687	2.296079	0
ENSDNOG00000018521	1.234532	2.272937	2.61121
ENSDNOG00000018522	0.865633	2.049889	2.79268
ENSDNOG00000018523	1.198852	3.410873	3.482216
ENSDNOG00000018524	0.4617035	1.004839	1.333092
ENSDNOG00000018525	1.183823	2.441048	2.184388
ENSDNOG00000018526	0.1429009	0.2480271	0.6175514
ENSDNOG00000018528	1.931505	3.781716	4.146932
ENSDNOG00000018531	0.7184796	1.026637	0.9221019
ENSDNOG00000018534	6.496549	6.085444	6.491813
ENSDNOG00000018535	0.412361	3.008792	1.509164
ENSDNOG00000018536	0.8043386	0.5927082	0.1621108
ENSDNOG00000018539	0.4355678	2.823484	1.893001
ENSDNOG00000018543	5.177782	2.760738	4.958963
ENSDNOG00000018551	0.1230375	2.376207	5.734742
ENSDNOG00000018556	1.606883	2.462783	2.524229
ENSDNOG00000018558	0.7058479	1.207449	1.310154
ENSDNOG00000018559	2.552857	3.515724	5.164408
ENSDNOG00000018560	0.4776784	1.917596	1.731375
ENSDNOG00000018563	2.580107	3.386073	4.857568
ENSDNOG00000018570	2.12534	3.729194	3.493032
ENSDNOG00000018572	0.4632071	2.128297	1.520885
ENSDNOG00000018574	0.1364396	0.7335721	1.416834
ENSDNOG00000018578	1.071921	1.800214	1.819321
ENSDNOG00000018579	1.498537	2.16102	0.5837598
ENSDNOG00000018581	0.2833671	5.259883	1.463581
ENSDNOG00000018582	0.5773993	1.741592	5.254681
ENSDNOG00000018583	0.4964644	1.855046	1.53035
ENSDNOG00000018584	3.732627	5.657643	4.900273
ENSDNOG00000018587	0.06704624	0.1692747	0.05131307
ENSDNOG00000018588	0.4465442	2.824273	4.928925
ENSDNOG00000018596	0.1876917	0.5493616	0.3541587
ENSDNOG00000018597	2.620265	3.772118	2.945842
ENSDNOG00000018600	0.9200486	2.636662	2.661015
ENSDNOG00000018606	1.046275	2.483609	1.897279
ENSDNOG00000018613	0.3734979	1.518228	1.154467
ENSDNOG00000018614	0.4348828	1.342799	2.322104
ENSDNOG00000018615	0.01356461	0.1609576	2.76978
ENSDNOG00000018619	2.947776	5.555991	7.064613
ENSDNOG00000018620	0.1545016	0.9117652	0.640223
ENSDNOG00000018622	1.316419	0.6106188	0
ENSDNOG00000018625	0.887055	1.575438	2.178909
ENSDNOG00000018626	0.05717866	1.123547	3.408596
ENSDNOG00000018628	0.42349	0.947898	0.9775774
ENSDNOG00000018630	1.125962	3.341473	1.143844
ENSDNOG00000018634	1.213769	2.632443	2.25315
ENSDNOG00000018640	2.596277	3.857434	4.793927
ENSDNOG00000018641	1.792785	3.296797	3.649236
ENSDNOG00000018645	1.978558	3.903434	2.751412
ENSDNOG00000018646	0.5665298	0.5744494	0.6392776
ENSDNOG00000018648	5.374313	6.42875	5.89484
ENSDNOG00000018655	0.07822206	0.1626625	0.3977723
