brain	heart	kidney	liver	ovary
ENSSBOG00000022283	2.548954669	2.155525	3.562003	1.295817046	2.77533062
ENSSBOG00000022284	3.222480011	1.883218	2.756084	1.429648098	3.1915437
ENSSBOG00000022285	8.804757021	4.278171	6.063514	3.304906707	4.95771963
ENSSBOG00000022286	5.082830301	3.071631	2.279629	1.481567613	2.75758016
ENSSBOG00000022287	6.105657128	4.410768	4.641402	4.378775168	5.08600668
ENSSBOG00000022288	0	0	0	0	0
ENSSBOG00000022289	0.85285381	0	1.155315	0.81080584	2.40601958
ENSSBOG00000022290	2.006878217	1.22504	2.84282	0.158300832	3.93503451
ENSSBOG00000022291	7.012683754	7.429846	6.713569	5.989570479	6.64128879
ENSSBOG00000022292	2.18492135	1.356149	2.835987	4.426559974	4.6054647
ENSSBOG00000022293	3.613519866	2.287756	2.782949	2.178854841	3.605601
ENSSBOG00000022294	8.415169055	6.966622	8.43989	7.354973964	8.41974824
ENSSBOG00000022295	2.291732322	0.5556395	0.9240702	0.3209987	1.53667959
ENSSBOG00000022296	0	0	0	0	0
ENSSBOG00000022297	2.07887089	1.224734	3.155616	1.313018254	3.86074335
ENSSBOG00000022298	3.041572423	0.6984639	2.548825	1.315257835	1.98607229
ENSSBOG00000022299	0	0	0	0	0
ENSSBOG00000022300	3.532790714	2.497132	4.393066	2.058690543	5.11869611
ENSSBOG00000022301	0	0	0	0	0.11869953
ENSSBOG00000022302	0.149999386	0	0	0	0
ENSSBOG00000022303	9.189977714	8.838747	8.601555	7.836151372	8.64266187
ENSSBOG00000022304	0	0	3.584219	0	1.19709793
ENSSBOG00000022305	7.933688902	0.05362366	1.591215	0	0.24367517
ENSSBOG00000022306	6.736895441	4.52749	7.281243	6.227622297	8.14679318
ENSSBOG00000022307	0	0.169258	0.1190529	0	0.51334824
ENSSBOG00000022308	1.986967881	0	0	0	0.58969255
ENSSBOG00000022309	2.178944052	0.7786207	2.054088	1.424911342	2.85383002
ENSSBOG00000022310	4.479780264	6.209042	6.466998	4.174730781	6.61886118
ENSSBOG00000022311	4.612169644	2.671536	3.315305	2.401002359	4.40765866
ENSSBOG00000022312	6.255577972	3.645303	4.871921	3.400506507	5.12449357
ENSSBOG00000022313	0	0	0	0	0
ENSSBOG00000022314	3.972449121	1.2346	1.774202	1.630336038	2.81549141
ENSSBOG00000022315	3.943150558	1.819402	4.333037	3.104123595	4.20678074
ENSSBOG00000022316	8.430146835	7.305644	9.150262	8.963369993	9.50240979
ENSSBOG00000022317	0.344005926	0	0	0	3.03836366
ENSSBOG00000022318	4.371607649	0.02597591	0	0.09037855	0.10947236
ENSSBOG00000022319	0.55181523	0	4.354918	0.114218683	0.256123
ENSSBOG00000022320	2.316586016	0.1936771	0.7957794	0.352541596	0.54711811
ENSSBOG00000022321	5.411358448	0	1.361302	0.256418932	2.22134506
ENSSBOG00000022322	0	0	0	0	0
ENSSBOG00000022323	0	0.1469732	1.098044	0.333168377	2.00003246
ENSSBOG00000022324	2.839548482	5.488846	4.661123	0.873622663	4.82196017
ENSSBOG00000022325	5.189136644	4.780195	5.855422	4.171270889	6.9694153
ENSSBOG00000022326	0.133789578	0.1167822	2.38724	1.417202261	1.6698486
ENSSBOG00000022327	1.871938248	0.1116044	2.556861	0.586889615	2.78155066
ENSSBOG00000022328	5.72516309	5.170718	5.365542	4.274380949	5.33443598
ENSSBOG00000022329	0.808743363	0.3013723	0.6799147	0.312212082	1.49724957
ENSSBOG00000022330	2.459367352	0.704084	1.963133	1.113557823	2.69434089
ENSSBOG00000022331	9.087767791	6.16089	7.689851	6.349897768	7.35438163
ENSSBOG00000022333	5.646652307	3.381635	4.906366	3.288261099	6.77399105
ENSSBOG00000022334	3.310822877	0.0170154	0.04572589	0	1.61962899
ENSSBOG00000022335	5.998184218	5.143104	5.973772	4.907361799	7.23371553
ENSSBOG00000022336	0	0	0.4195098	0	0.83235293
ENSSBOG00000022337	0.032179854	0	0	0	0.0251917
ENSSBOG00000022338	1.253178468	0.8771851	2.0514	1.762948308	2.69874522
ENSSBOG00000022339	2.757580156	2.97543	3.55159	3.153030287	4.14386684
ENSSBOG00000022340	6.483910879	4.530389	5.865224	4.06501215	6.32723465
ENSSBOG00000022341	4.860368028	3.930955	3.295811	3.528247989	4.35399797
ENSSBOG00000022342	3.685558967	2.858301	3.746238	3.193087286	4.63548161
ENSSBOG00000022343	4.884133879	4.767459	3.940492	4.110471826	4.2346454
ENSSBOG00000022344	4.618139884	2.485528	3.807445	1.957988729	3.58209015
ENSSBOG00000022345	7.79488694	6.312246	7.683682	6.585851888	7.87638986
ENSSBOG00000022346	5.204305077	3.184393	5.427851	4.844355521	6.37201007
ENSSBOG00000022347	0.975244976	0	0	0.242685422	0
ENSSBOG00000022348	5.485620547	3.656534	5.118163	3.851442933	5.56350473
ENSSBOG00000022349	0.722762402	0.4676749	1.988783	1.101488722	2.77489667
ENSSBOG00000022350	0	0	0	0	0
ENSSBOG00000022351	5.800350666	3.660366	4.815238	2.925003425	5.82316817
ENSSBOG00000022352	0.596108873	0.4015147	0.6716095	0	0.15917189
ENSSBOG00000022353	4.686807018	2.867081	4.44576	2.736142825	5.20983037
ENSSBOG00000022354	2.592524013	1.219296	3.194595	5.559812988	4.12123096
ENSSBOG00000022355	3.584337197	1.749637	3.158407	2.039113822	4.24166556
ENSSBOG00000022356	2.894697493	0.9897567	2.728798	1.179167055	4.01430173
ENSSBOG00000022357	3.242719868	2.177506	3.722521	2.2599112	3.05939681
ENSSBOG00000022358	2.20760241	1.193671	0.2270097	0.633195896	0.12269485
ENSSBOG00000022359	1.711970587	3.487614	1.48228	4.593847812	1.10129373
ENSSBOG00000022360	3.687620632	3.331899	3.734298	2.470125538	4.4121176
ENSSBOG00000022361	2.29311147	0.565641	2.891299	2.060016938	4.81507931
ENSSBOG00000022362	5.627741063	1.778057	2.862041	0.591626763	1.79480469
ENSSBOG00000022363	3.823606714	4.34032	5.777407	4.938008143	4.86214387
ENSSBOG00000022364	1.689901612	0.1152851	1.552997	5.976153266	0.64333349
ENSSBOG00000022365	0.684421998	1.007762	1.934743	2.076483846	3.35434778
ENSSBOG00000022366	1.989386098	0.8493876	1.739563	1.287986396	2.5716307
ENSSBOG00000022367	0.182994787	0.6400471	3.577395	1.733519211	4.76078461
ENSSBOG00000022368	3.54765958	1.598794	3.555583	3.334844261	4.18425649
ENSSBOG00000022369	2.945306174	1.849939	2.752507	1.210931176	3.48710041
ENSSBOG00000022370	5.156117468	6.637303	8.42813	8.221330942	8.44336215
ENSSBOG00000022371	2.543382047	2.511045	3.18819	2.920137016	4.71268932
ENSSBOG00000022372	0.268208	0.5513959	0	0.332402036	3.4741245
ENSSBOG00000022373	2.627861272	1.71818	1.313919	1.052395026	2.53441277
ENSSBOG00000022374	0	0.2130984	1.984932	1.277669402	1.68951342
ENSSBOG00000022375	5.799988709	2.533486	1.600479	0	2.63257766
ENSSBOG00000022376	0.232784762	0	0.09380218	0	0.09234399
ENSSBOG00000022377	4.425935246	3.629036	3.268322	1.634718715	4.06896895
ENSSBOG00000022378	1.306046374	0	0	5.171707232	0
ENSSBOG00000022379	0	0	0	0	0
ENSSBOG00000022380	2.302877594	3.028956	1.970751	1.317749776	2.85661128
ENSSBOG00000022381	2.871946131	1.39491	4.424741	4.779674186	4.47311475
ENSSBOG00000022382	6.064750136	1.126695	4.731908	0.420453297	4.84550571
ENSSBOG00000022383	0	0.135307	0.1683134	0	0
ENSSBOG00000022384	2.823315264	0.4758341	0.6280699	0.303148307	1.19910379
ENSSBOG00000022385	2.697355715	1.18409	1.983944	1.119728009	2.68690162
ENSSBOG00000022386	2.384315106	2.164757	3.564073	1.18433743	4.54251189
ENSSBOG00000022387	0	0	0	0	0.28601054
ENSSBOG00000022388	5.685835614	2.922936	3.697638	3.24122851	4.98946149
ENSSBOG00000022389	5.095956058	3.282817	4.822313	3.416772739	6.18929224
ENSSBOG00000022390	5.055902769	4.111273	4.583284	4.908591972	5.41453472
ENSSBOG00000022391	2.789501824	1.582725	3.215084	2.470260924	4.0044924
ENSSBOG00000022392	4.69407228	3.596294	5.336471	4.953454761	6.13459348
ENSSBOG00000022393	1.076668542	0	0	0	0
ENSSBOG00000022394	3.824849302	2.100453	3.158058	2.126361695	3.69941393
ENSSBOG00000022395	0	0	0	0	0
ENSSBOG00000022396	3.416803269	4.934288	5.582704	1.721617645	4.23946289
ENSSBOG00000022397	1.563762422	0.5776236	1.786467	1.225462505	2.32479333
ENSSBOG00000022398	4.315102453	7.398299	4.368321	2.825791732	5.00560209
ENSSBOG00000022399	0.135732513	0	0.2032037	0	0.36994437
ENSSBOG00000022400	1.766310623	1.501847	2.856492	2.99004613	4.45071718
ENSSBOG00000022401	7.166588922	0	0	0	0.03070884
ENSSBOG00000022402	0.147482547	0	2.940186	4.561004687	1.24350092
ENSSBOG00000022403	0.550590427	0.03596195	0.3255683	0.162921539	0.09948481
ENSSBOG00000022404	4.078285328	3.132674	4.12599	3.04474557	4.38578787
ENSSBOG00000022405	2.63800199	0	6.001174	0.208675816	4.84722025
ENSSBOG00000022406	2.916463651	2.441226	2.730482	1.769121322	3.49601999
ENSSBOG00000022407	4.618115293	4.163448	4.711275	3.813407709	6.67825082
ENSSBOG00000022408	4.132821932	1.334652	2.503621	1.559983151	2.6223712
ENSSBOG00000022409	0	0	0	0	0
ENSSBOG00000022410	2.063457383	0.5590493	1.276176	0.431800511	1.57145751
ENSSBOG00000022411	6.319706438	0.3446592	2.750448	1.445122806	4.44126435
ENSSBOG00000022412	1.144274833	0.5483399	0.8236214	0.173095444	1.00956216
ENSSBOG00000022413	4.078797673	2.037828	3.757279	3.099370956	4.40287904
ENSSBOG00000022414	4.530520266	0	0	0	0
ENSSBOG00000022415	8.039818336	7.359785	8.17545	7.335488615	9.58285139
ENSSBOG00000022416	1.522344058	0.7807023	1.185036	1.000461589	0.94549084
ENSSBOG00000022417	3.759145179	0.2890294	5.465746	6.272864889	0.77185178
ENSSBOG00000022418	2.465486085	0.9658589	2.955238	0.957956932	3.7415015
ENSSBOG00000022419	5.827054295	4.022448	5.718712	2.622459525	6.51218263
ENSSBOG00000022420	3.35335717	1.595147	3.296212	1.651535781	3.3056481
ENSSBOG00000022421	0.581087995	0	0.3839404	0	0.24177796
ENSSBOG00000022422	3.18172753	1.950645	3.506128	3.878664533	3.67624597
ENSSBOG00000022423	8.253605479	5.704565	7.164271	6.482319112	6.10215629
ENSSBOG00000022424	0	0.04417348	0	0	0.06313042
ENSSBOG00000022425	4.427002689	2.866216	3.127217	1.110770802	3.74127282
ENSSBOG00000022426	7.119823027	5.513115	6.832244	5.807146231	6.93001581
ENSSBOG00000022427	0	0	0	0	0
ENSSBOG00000022428	4.917407885	4.177758	5.118439	4.131943365	7.07106543
ENSSBOG00000022429	4.593043564	3.224147	4.580119	3.744212773	4.8175107
ENSSBOG00000022430	2.212304743	1.090975	3.023562	2.43190639	4.43193513
ENSSBOG00000022431	0	0	1.013848	0	0.56610203
ENSSBOG00000022432	4.209468962	5.272788	4.675054	3.875465545	4.99437335
ENSSBOG00000022433	2.836562437	1.534409	2.611557	2.123583433	3.12484424
ENSSBOG00000022434	0	0	0	0	0
ENSSBOG00000022435	4.227381435	4.349067	4.773645	3.533711971	4.77525923
ENSSBOG00000022436	5.841198242	6.382914	6.291738	4.977211222	6.49545214
ENSSBOG00000022437	4.091447658	6.569757	5.565615	3.02906464	5.29167995
ENSSBOG00000022439	5.428689463	4.482924	5.510589	4.961975255	5.34089691
ENSSBOG00000022440	3.822786223	1.404815	1.251846	2.412356552	2.38991098
ENSSBOG00000022441	3.26586892	3.255313	3.367598	2.188888282	3.31236458
ENSSBOG00000022442	2.917416479	1.440705	7.743121	4.268911919	2.5862983
ENSSBOG00000022443	1.487630406	0.7397237	2.678946	1.932159465	4.0571123
ENSSBOG00000022444	0	0.07780014	0	0	0.10567835
ENSSBOG00000022445	6.163570785	3.220622	4.791736	6.309361206	5.41325896
ENSSBOG00000022446	3.81416073	1.794066	4.400162	2.595190931	4.15216719
ENSSBOG00000022447	4.973560767	2.97351	4.411406	3.444115748	4.38449885
ENSSBOG00000022448	5.942493393	1.638403	1.634124	0.278162024	2.39246031
ENSSBOG00000022449	2.86233236	0	1.628895	0	0.68735816
ENSSBOG00000022450	2.800786654	1.423288	2.620768	2.918814018	2.8795807
ENSSBOG00000022451	7.218587452	5.878083	6.330987	4.60351953	6.74993645
ENSSBOG00000022452	5.713891808	2.961512	4.313048	3.352637354	4.3687076
ENSSBOG00000022453	5.125680028	4.24486	5.619043	4.171846273	6.34834805
ENSSBOG00000022454	2.893593256	0.5822168	2.814505	0.879997569	2.84503574
ENSSBOG00000022455	6.359145127	5.059983	6.682981	5.750558271	6.58692083
ENSSBOG00000022456	0	0	0	0	0
ENSSBOG00000022457	4.001101978	3.447466	4.250591	3.678435914	4.27959387
ENSSBOG00000022458	0	0	0	0	0
ENSSBOG00000022459	2.087676684	2.249133	3.687397	2.33187716	4.23243052
ENSSBOG00000022460	5.578087332	4.416232	5.09408	5.140533279	5.08126718
ENSSBOG00000022461	3.635307586	1.835877	3.867541	1.968160811	4.00677017
ENSSBOG00000022462	2.260602016	0.7722463	2.715607	1.567305417	2.45798636
ENSSBOG00000022463	8.355166067	4.372277	6.693459	5.291117274	6.05856111
ENSSBOG00000022464	2.814507357	1.410026	2.429827	1.743768715	3.12667937
ENSSBOG00000022465	2.561783131	1.193262	1.937061	0.977422812	2.56497805
ENSSBOG00000022466	0.902373088	0.007618199	0.0323112	0	1.48704895
ENSSBOG00000022467	5.386123572	4.654045	4.908781	3.848107108	5.06669956
ENSSBOG00000022468	2.776895673	0.9656683	1.202487	0.856107659	1.71493565
ENSSBOG00000022469	0.648071467	0.4899796	0.5603843	0	3.45338588
ENSSBOG00000022470	1.361122651	0.8310552	3.463112	1.598441436	4.28441049
ENSSBOG00000022471	1.920712517	0	1.821588	0	0
ENSSBOG00000022472	7.317528206	0	1.18183	1.271370692	0
ENSSBOG00000022473	0.5135625	2.433355	6.204677	6.513261753	2.21305482
ENSSBOG00000022474	1.744595992	0.8009823	1.820232	0.91142008	2.36094573
ENSSBOG00000022475	0.602150882	0	3.666563	0.212848202	5.62785777
ENSSBOG00000022476	3.525693061	1.845566	3.501279	2.167396468	3.39398586
ENSSBOG00000022477	4.748625996	2.418117	3.405961	3.43988373	3.96474517
ENSSBOG00000022478	3.131008273	5.67741	6.666411	5.549225575	6.55942604
ENSSBOG00000022479	3.770585934	4.14895	3.758666	3.8766741	4.33986425
ENSSBOG00000022480	0	0	0	0	0
ENSSBOG00000022481	6.255530946	4.165167	5.605444	3.335320318	5.57282299
ENSSBOG00000022482	4.374740432	2.657087	4.243403	3.349138777	3.69260574
ENSSBOG00000022483	5.837315331	4.444132	4.91944	4.356760769	5.75269802
ENSSBOG00000022484	2.553358046	0.9832917	1.822768	1.070286275	2.44718296
ENSSBOG00000022485	2.278305971	1.3547	1.576841	1.17578645	4.05278974
ENSSBOG00000022486	0	0	0.5881406	0.280981249	0
ENSSBOG00000022487	2.695319062	0.7028366	3.381502	1.896778302	3.57322303
ENSSBOG00000022488	3.747075838	3.52997	3.621719	3.537667566	4.17924032
ENSSBOG00000022489	0	0	0.2969448	2.571844245	0
ENSSBOG00000022490	6.988417707	3.520814	5.35719	3.499206815	5.01351809
ENSSBOG00000022491	5.02354812	2.830044	3.611408	3.167722409	4.47359861
ENSSBOG00000022492	1.325678263	0.4560978	3.59412	3.017145137	5.88915226
ENSSBOG00000022493	7.97200905	6.817934	7.149165	6.703958928	6.01613302
ENSSBOG00000022494	4.75225084	3.152597	4.915291	3.93671331	5.17370312
ENSSBOG00000022495	5.039494197	4.341443	4.704662	2.794787436	4.34709796
ENSSBOG00000022496	3.938831522	1.68202	2.938702	2.081850889	3.83591397
ENSSBOG00000022497	2.93375202	1.773857	2.866742	2.401908931	3.0795266
ENSSBOG00000022498	5.494658845	6.783778	4.786245	2.867317293	5.09758299
ENSSBOG00000022499	0.569612608	0	0.2443549	0	0.75857779
ENSSBOG00000022500	1.560879266	0.6893126	0.5848596	0.505383256	1.31818088
ENSSBOG00000022501	6.190678856	4.733887	5.895086	5.470965673	5.53790607
ENSSBOG00000022502	5.368998771	2.927953	5.101041	4.20329514	4.70249687
ENSSBOG00000022503	0	0	0	0.246090629	0
ENSSBOG00000022504	2.243035326	0.1646087	0.5733823	0	1.78389495
ENSSBOG00000022505	6.101190974	0.02159144	0.1591599	0	0.53629267
ENSSBOG00000022506	3.929357367	1.631649	3.471098	1.377784544	4.28845011
ENSSBOG00000022507	0.139634515	0.3581869	0.7007389	0.049553683	0.60245593
ENSSBOG00000022508	2.868080248	1.826213	2.952889	1.119369458	3.26357649
ENSSBOG00000022509	4.196820592	2.525561	2.943519	1.925452837	3.49578546
ENSSBOG00000022510	0.959050483	0.4661384	0.7285127	0.335890236	0.90174853
ENSSBOG00000022511	4.526088348	3.133942	4.840268	4.510650301	5.60774584
ENSSBOG00000022512	2.872529357	1.849058	4.011388	2.49006176	4.46804237
ENSSBOG00000022513	1.416412814	0.2802627	3.728933	0.223793216	1.70203823
ENSSBOG00000022514	1.220763317	0.2328449	1.798193	1.690063922	2.62092183
ENSSBOG00000022515	2.411024839	3.10697	2.187106	0	2.80350397
ENSSBOG00000022516	0.946941617	0	0.7009616	0.106719097	0.30236351
ENSSBOG00000022517	3.915559143	2.556098	3.421646	3.128394043	4.13841558
ENSSBOG00000022518	2.880916653	2.575007	3.440467	1.830519029	4.22940335
ENSSBOG00000022519	3.23250727	1.770884	2.643406	1.972883775	2.88779234
ENSSBOG00000022520	0.952883699	1.304342	3.364095	1.376140326	3.47276848
ENSSBOG00000022521	1.679158026	0.05459179	1.023854	0.614745646	2.53889569
ENSSBOG00000022522	6.931770032	4.304557	0.9975623	4.40649946	1.14390405
ENSSBOG00000022523	0.929492583	0.4627382	4.529095	1.53302504	1.43781897
ENSSBOG00000022524	4.866561848	4.929597	6.331723	5.804637005	6.75636951
ENSSBOG00000022525	0	0	0	0	2.1857841
ENSSBOG00000022526	5.375682417	5.042945	5.933459	5.496308945	6.53335621
ENSSBOG00000022527	0	0	0	0	0
ENSSBOG00000022528	5.861034782	2.670707	4.654384	2.906259519	5.79914431
ENSSBOG00000022529	1.412830292	3.859423	3.273846	6.177760362	2.78898007
ENSSBOG00000022530	0	0	0	0	0
ENSSBOG00000022531	4.580103264	2.365665	3.369543	2.304531485	3.67056845
ENSSBOG00000022532	0	0	0	0	0
ENSSBOG00000022533	1.485648367	4.017779	1.986105	0.816051604	5.20815436
ENSSBOG00000022534	3.594361035	0.6485648	3.683828	7.242810931	5.77300967
ENSSBOG00000022535	7.003905764	5.856968	7.378234	7.860559683	8.20404287
ENSSBOG00000022536	4.099063715	3.028864	4.347489	2.04022264	3.61408317
ENSSBOG00000022537	6.656359073	1.420148	1.701132	0	1.03624308
ENSSBOG00000022538	3.324866899	1.491682	2.75602	1.262222662	4.42457346
ENSSBOG00000022539	0	0	0.9704436	0.772539396	0.46328764
ENSSBOG00000022540	4.435761924	3.252995	3.962605	3.795153921	3.88903541
ENSSBOG00000022541	0.96270152	0.4193447	0.9737714	0	1.38939059
ENSSBOG00000022542	7.744118366	4.909693	6.130791	4.801998776	6.16712988
ENSSBOG00000022543	4.671543671	3.015785	4.033435	1.336992244	6.86520282
ENSSBOG00000022544	0	0	0	0.488315506	0.51832967
ENSSBOG00000022545	3.803630025	1.923712	3.728878	1.940614058	4.4142032
ENSSBOG00000022546	3.515750292	1.889606	3.682607	2.074032681	4.78718691
ENSSBOG00000022547	5.566328086	5.141049	5.816679	4.24337966	5.86123086
ENSSBOG00000022548	4.744004975	0.5352597	0.6945121	0.620276726	1.85411537
ENSSBOG00000022549	6.651480847	0.5681907	0.4769685	0.120005625	0.53824413
ENSSBOG00000022550	4.780652882	3.323828	4.529808	4.150181082	4.26320594
ENSSBOG00000022551	3.309804828	3.524666	3.899736	2.184968942	2.35857068
ENSSBOG00000022552	7.655280265	4.777488	10.03959	10.288646943	10.50803243
ENSSBOG00000022553	3.740830442	3.093251	3.863123	3.727004461	4.52703279
ENSSBOG00000022554	7.107070575	6.403764	8.321886	10.032901872	9.45422419
ENSSBOG00000022555	0.501449336	0.08594766	0.6639166	0.26275666	1.17530103
ENSSBOG00000022556	3.136601557	3.389941	4.645766	2.909433076	5.77206511
ENSSBOG00000022557	3.178934494	2.09754	2.802876	1.945929764	3.44173311
ENSSBOG00000022558	0.105755037	0.262136	0	0	0
ENSSBOG00000022559	4.078345111	0.3919085	3.347032	1.735847072	4.20946116
ENSSBOG00000022560	2.709956681	0.0499399	0	0	0
ENSSBOG00000022561	2.876067001	1.782547	3.18206	1.598634852	3.96719813
ENSSBOG00000022562	0.896932101	0.5598931	1.330753	1.353577364	2.08231768
ENSSBOG00000022563	5.23007771	1.794799	3.929071	6.084494478	3.87970332
ENSSBOG00000022564	2.157357446	1.115606	3.0571	2.467848098	2.58638766
ENSSBOG00000022565	3.815719076	3.696697	4.174847	0.522839173	7.09439021
ENSSBOG00000022566	0.479155009	0	0	0	0
ENSSBOG00000022567	7.48602246	6.918076	7.617864	6.834357273	6.87006875
ENSSBOG00000022568	3.060740887	7.049522	3.659867	0.472402507	3.06790885
ENSSBOG00000022569	7.397865155	0.21524	0.6301684	0.160633556	4.80294229
ENSSBOG00000022570	4.171092311	0.4103878	1.178112	0.460751998	2.29435637
ENSSBOG00000022571	0	0	0	0	0
ENSSBOG00000022572	4.188843984	3.503832	4.730678	4.532454115	4.27850521
ENSSBOG00000022573	4.485162094	4.04697	3.667034	2.913900425	4.04828938
ENSSBOG00000022574	5.015363756	4.299564	4.206826	3.768833048	3.79352335
ENSSBOG00000022575	4.649201559	3.285787	5.469437	4.440874814	4.98125902
ENSSBOG00000022576	2.910757602	1.440503	1.829955	0.633403309	4.07216816
ENSSBOG00000022577	2.480050512	0.7705508	1.658723	1.174483122	2.86386711
ENSSBOG00000022578	5.17655416	2.209712	3.466209	3.613390205	3.59624344
ENSSBOG00000022579	3.364423953	1.704018	1.894212	0.701014018	2.38160178
ENSSBOG00000022580	2.859279831	0	0	0	0
ENSSBOG00000022581	3.58124277	2.311907	4.084779	2.374257731	4.48381384
ENSSBOG00000022582	5.731014845	5.353891	5.3675	4.186365853	5.32538282
ENSSBOG00000022583	3.052612391	2.23956	2.960643	2.13418479	3.32359777
ENSSBOG00000022584	2.402430225	0	0	0	0
ENSSBOG00000022585	3.921074469	1.218397	3.821665	3.138974978	4.12335995
ENSSBOG00000022586	5.878688317	4.759163	6.344631	5.950356428	7.49705344
ENSSBOG00000022587	1.542763214	0.6128979	1.76989	0.75082943	3.02386211
ENSSBOG00000022588	0.430273496	0	0.1205373	0	0.22495772
ENSSBOG00000022589	0.468279889	4.248563	1.399155	0.080163724	0.15057789
ENSSBOG00000022590	5.393203378	4.016924	4.116789	3.563243567	4.47842827
ENSSBOG00000022591	5.635928479	4.33499	7.178784	5.716820833	6.77393041
ENSSBOG00000022592	0	0	0	0	0
ENSSBOG00000022593	4.133609554	0.8372046	1.220331	0.241016423	1.40986795
ENSSBOG00000022594	5.320270568	1.099511	3.972244	1.691123184	3.9405092
ENSSBOG00000022595	1.137228074	0.1658065	0.3332176	0	0.65303983
ENSSBOG00000022596	0	0	0	0	0
ENSSBOG00000022597	1.95437873	0.6685821	2.350537	3.481712262	1.84201739
ENSSBOG00000022598	0	0	1.311497	0	0
ENSSBOG00000022599	2.84567069	1.494129	2.669938	1.193790664	3.18730694
ENSSBOG00000022600	1.099524132	0.04553985	0.7957113	0.314451754	0.67976067
ENSSBOG00000022601	2.632089031	2.526314	3.327269	1.690372395	3.88652088
