brain	heart	kidney	liver	ovary
ENSSBOG00000035141	0	0	0	0	0
ENSSBOG00000035142	0	0	0	0	0
ENSSBOG00000035143	3.28422983	1.32921	1.934611	3.597271235	2.89747085
ENSSBOG00000035144	0	0	0	0	0
ENSSBOG00000035145	5.531981497	4.379175	4.970932	4.711238282	5.64572558
ENSSBOG00000035146	6.090267005	4.581767	5.446931	4.461311144	6.0757059
ENSSBOG00000035147	8.433051243	6.472973	6.83075	6.592539261	6.5220479
ENSSBOG00000035148	0.226916619	0.1206151	0.26448	1.656143948	0.88202084
ENSSBOG00000035149	3.822444639	2.790228	5.729373	5.081407806	5.74334531
ENSSBOG00000035150	2.441287194	1.417731	3.062389	0.64990328	2.96144534
ENSSBOG00000035151	2.179947296	0.7877935	1.960601	1.052033258	2.29082837
ENSSBOG00000035152	0	0	0	0	0
ENSSBOG00000035153	3.791803655	3.076684	4.801738	4.136002668	5.34765715
ENSSBOG00000035154	4.322454582	5.244586	2.474197	3.930888694	0
ENSSBOG00000035155	0	0	0	0	0
ENSSBOG00000035156	0	0	0	0	0
ENSSBOG00000035157	0	0	0	0	2.02494726
ENSSBOG00000035158	0	0	0	0	0
ENSSBOG00000035159	0	0	0	0	0
ENSSBOG00000035160	1.491694071	0	2.331505	0.500847933	2.39883192
ENSSBOG00000035161	1.382855358	0	1.38868	0	1.46263085
ENSSBOG00000035162	4.569822806	5.334971	4.485672	4.802151849	5.25118508
ENSSBOG00000035163	1.076668542	0.4155532	2.889195	4.99094125	2.1462479
ENSSBOG00000035164	7.134970437	6.065368	6.869341	6.049702639	7.87073459
ENSSBOG00000035165	0	0	0	0	0
ENSSBOG00000035166	0.359789894	0	0	0	0
ENSSBOG00000035167	5.389810108	2.639181	4.204983	2.74269828	4.79270337
ENSSBOG00000035168	4.125025324	3.620237	6.588283	5.647741613	4.52728375
ENSSBOG00000035169	4.179932969	2.650121	3.972702	2.627627848	4.77227102
ENSSBOG00000035170	6.113967146	4.74062	5.978763	4.416914711	6.96364751
ENSSBOG00000035171	3.585443319	1.608033	2.987927	1.469167054	3.82531754
ENSSBOG00000035172	0	0	0.7200665	0	1.11219969
ENSSBOG00000035173	5.063200911	2.296645	4.442307	3.337847364	4.7076943
ENSSBOG00000035174	1.541280897	1.929953	2.643472	1.119228006	2.32144067
ENSSBOG00000035175	5.091716757	4.400517	4.19082	5.105611037	4.88096463
ENSSBOG00000035176	3.813860185	3.439947	4.228267	0.645836285	5.39226968
ENSSBOG00000035177	2.513230481	1.944577	1.65921	0.142029104	0.30308306
ENSSBOG00000035178	3.060197873	0.9727838	2.38843	2.028880995	2.77646409
ENSSBOG00000035179	8.19547064	7.591395	8.395123	8.09777406	9.51513605
ENSSBOG00000035180	4.559216463	0	0.2095195	0	0.20544757
ENSSBOG00000035181	1.90519684	1.037544	3.280113	4.586098176	4.81063333
ENSSBOG00000035182	3.364027467	1.566469	4.310238	5.371398554	4.84307434
ENSSBOG00000035183	0	0.4771157	0	0.500625656	0
ENSSBOG00000035184	0.834894827	0	0	0	0.61705206
ENSSBOG00000035185	6.567093622	4.033291	4.751924	17.02306125	7.30056306
ENSSBOG00000035186	0	1.012569	0	1.667751368	1.1125667
ENSSBOG00000035187	3.660112873	3.278077	4.127735	1.712980448	3.3967856
ENSSBOG00000035188	0	0	0	0	0
ENSSBOG00000035189	0	0	2.672333	0	2.03662993
ENSSBOG00000035190	4.415603195	0.8566208	0.349834	6.825162326	2.30153204
ENSSBOG00000035191	5.139316	3.804319	4.766696	3.76977597	5.01393028
ENSSBOG00000035192	7.054631449	0.4214242	1.616489	0.775952339	4.02059109
ENSSBOG00000035193	5.591885826	3.420164	5.210974	4.411988841	5.54754854
ENSSBOG00000035194	3.659190126	2.387343	2.892425	2.208211334	3.59014089
ENSSBOG00000035195	3.387483863	0.791436	1.281465	0.818816211	1.31178791
ENSSBOG00000035196	4.228265359	4.578466	2.971356	0.637860604	4.45032445
ENSSBOG00000035197	4.13724939	4.026287	3.797656	2.600490994	3.64461773
ENSSBOG00000035198	4.260861213	1.547371	3.011399	2.467576859	3.69914071
ENSSBOG00000035199	1.880653008	4.798876	2.923851	1.709037811	5.53496114
ENSSBOG00000035200	1.824311663	0.9895653	2.531914	6.240382665	4.39498669
ENSSBOG00000035201	5.107073673	3.916361	4.003629	4.521946569	4.55671327
ENSSBOG00000035202	0	0	0	0	0
ENSSBOG00000035203	2.64919466	2.370505	3.763248	4.911618818	3.4139457
ENSSBOG00000035204	1.38682198	0.02501788	0.3637632	0	0.65020299
ENSSBOG00000035205	0.894313338	0.1560069	0.2605147	1.027880879	1.09052828
ENSSBOG00000035206	4.518271376	0.7467083	2.380423	0.74961407	4.53658386
ENSSBOG00000035207	3.884109451	2.692383	3.55606	2.054487324	4.27907008
ENSSBOG00000035208	8.371774554	0.1980754	1.706767	0	4.97228368
ENSSBOG00000035209	5.725508867	1.419518	3.290713	2.142691167	4.14311991
ENSSBOG00000035210	2.033031769	0.2365881	0.3653476	0.049847225	0.16697119
ENSSBOG00000035211	6.246658903	6.020547	6.509009	5.078161484	7.00787945
ENSSBOG00000035212	1.276627678	1.792722	3.226593	5.994109007	5.34646409
ENSSBOG00000035213	2.467415134	1.552603	3.108329	3.571118553	3.76695553
ENSSBOG00000035214	5.465207217	3.936619	5.414416	4.077260092	5.4960852
ENSSBOG00000035215	0.264528024	0	0	0	0.10471292
ENSSBOG00000035216	6.746903914	6.477201	6.609474	5.201555452	6.56586522
ENSSBOG00000035217	1.968522113	1.630336	3.137404	3.776872519	3.36752623
ENSSBOG00000035218	0.087848957	0.1019644	0.1939622	0.179781092	0.25693214
ENSSBOG00000035219	2.573270296	1.836203	6.008184	3.77817703	5.8113657
ENSSBOG00000035220	0	0	0	6.378707553	0
ENSSBOG00000035221	0	0.2687194	8.593802	0.317056265	3.96242872
ENSSBOG00000035222	0.80939551	0.1689372	0.415644	0.483324113	0.99657849
ENSSBOG00000035223	4.792496716	3.553917	4.28021	2.007152076	3.794081
ENSSBOG00000035224	2.002119204	1.213826	1.745147	0.873099744	2.46400949
ENSSBOG00000035225	5.806736087	3.015105	3.959333	3.078123048	5.16064191
ENSSBOG00000035226	2.208464196	0.2008835	0	0.08054811	0
ENSSBOG00000035227	6.570685754	4.717289	6.330291	5.136621243	6.12583891
ENSSBOG00000035228	4.269238162	2.452942	4.270153	8.075075299	6.11749558
ENSSBOG00000035229	1.145657893	1.366605	1.652858	1.324344028	3.02066932
ENSSBOG00000035230	3.928304938	0	0.08537027	0	0.57097445
ENSSBOG00000035231	0.093931146	0	0.1411568	0	0
ENSSBOG00000035232	4.981656324	3.100798	3.508885	5.903604565	3.32425473
ENSSBOG00000035233	6.310622596	4.365282	5.392976	4.301771251	5.50961988
ENSSBOG00000035234	5.243733812	4.366987	5.387194	4.762657096	4.4141017
ENSSBOG00000035235	7.26027261	4.275054	6.308399	5.588537754	6.91670139
ENSSBOG00000035236	3.352761349	3.788041	4.217037	4.078729371	2.7350802
ENSSBOG00000035237	4.379835105	5.633761	4.090122	5.175678683	4.22348588
ENSSBOG00000035238	4.667574266	4.628435	5.572905	4.753353155	6.62108775
ENSSBOG00000035239	0	0	0	0	0.09920362
ENSSBOG00000035240	3.830029125	1.50571	2.846856	1.726266232	3.37281687
ENSSBOG00000035241	0.918112936	0.3760636	0.9572222	0.562121752	1.5018773
ENSSBOG00000035242	0	0	0	0	0
ENSSBOG00000035243	2.212880566	0.9506953	1.68075	0.165618708	1.94532303
ENSSBOG00000035244	1.28308281	0.627421	1.688019	1.832489041	1.98966947
ENSSBOG00000035245	5.238282822	3.773611	5.366824	3.664608217	5.49648184
ENSSBOG00000035246	3.930727877	3.772952	3.563451	4.155757327	5.23917652
ENSSBOG00000035247	0.173264339	0	0	7.457216694	0
ENSSBOG00000035248	0	0	0	0	0
ENSSBOG00000035249	6.323413306	0.02763945	0	0.034256431	1.74246332
ENSSBOG00000035250	5.020239934	0.2763204	4.410177	0.48053502	3.86017819
ENSSBOG00000035251	5.925503407	4.000667	5.220133	7.160627797	6.33031638
ENSSBOG00000035252	2.015056472	0.9437166	2.554507	0.902390688	3.01582028
ENSSBOG00000035253	1.892297758	1.040942	1.7045	6.880884396	2.1979157
ENSSBOG00000035254	0.080964723	0	0.4435663	5.552060386	2.11773493
ENSSBOG00000035255	3.495234655	1.858606	2.51746	1.570774519	2.7465686
ENSSBOG00000035256	2.778536616	1.394989	2.936417	2.223554765	2.93801289
ENSSBOG00000035257	4.104316529	2.603292	4.084801	3.197145122	4.69053722
ENSSBOG00000035258	0	0.1014917	0	0	0.36755558
ENSSBOG00000035259	0.369715496	0.1597338	0	0.218748935	2.79909767
ENSSBOG00000035260	2.756145838	1.111939	3.423017	0.693357151	5.23546285
ENSSBOG00000035261	4.160818564	3.149191	3.77881	2.913883196	4.04920905
ENSSBOG00000035262	4.664930484	2.859814	4.012631	3.461279707	4.70511258
ENSSBOG00000035263	1.338460357	3.910002	0.4312806	0.106839221	3.04023667
ENSSBOG00000035264	1.348821617	0	0	0.57912607	0.61004706
ENSSBOG00000035265	4.528583821	1.947049	4.137913	2.845142759	4.04306448
ENSSBOG00000035266	0	0.8205499	0	0	0
ENSSBOG00000035267	4.284255005	2.117022	2.395701	0.807478247	2.48809103
ENSSBOG00000035268	6.082564222	4.050634	6.045264	3.431629645	5.58161337
ENSSBOG00000035269	6.425042979	4.906129	5.709514	3.834169143	6.1735852
ENSSBOG00000035270	5.139620928	4.165196	5.051503	4.39131887	6.25613696
ENSSBOG00000035271	4.312868382	3.417145	2.998652	1.674626817	3.76972505
ENSSBOG00000035272	4.736031688	2.65956	3.935703	1.357214163	4.00497835
ENSSBOG00000035273	1.275585202	1.280808	1.203884	0.276521678	2.54646236
ENSSBOG00000035274	1.924590205	0.704648	1.704217	0.789857763	2.03503616
ENSSBOG00000035275	6.045309503	1.077696	2.927859	2.101913246	6.13621684
ENSSBOG00000035276	3.702876923	4.794275	4.377463	4.242674906	5.33293703
ENSSBOG00000035277	5.239630987	2.977348	4.029771	3.349879019	5.19894591
ENSSBOG00000035278	6.578272747	0.06091426	2.281174	0.020887035	0.7644192
ENSSBOG00000035279	4.179455316	2.391622	3.497996	1.537489905	3.73327841
ENSSBOG00000035280	2.573732974	0.9073702	2.085776	1.650039093	3.21396209
ENSSBOG00000035281	0	0	0	1.572850873	0.76207747
ENSSBOG00000035282	6.174546239	5.47266	5.723591	5.188749054	5.93091282
ENSSBOG00000035283	0	0	0.1089838	0	0
ENSSBOG00000035284	3.697907232	1.726099	2.681733	1.372567699	2.98471876
ENSSBOG00000035285	0.270391394	0	0	0.173320633	0.10604608
ENSSBOG00000035286	2.86098067	0.214759	0.248736	0.10599809	0.2454768
ENSSBOG00000035287	3.71579565	2.256247	3.704337	2.664065673	4.26795828
ENSSBOG00000035288	3.341379517	2.125509	3.947133	2.305807133	4.67035203
ENSSBOG00000035289	1.713196063	2.818427	4.581025	0.984804417	4.04183785
ENSSBOG00000035290	2.868153359	0.6800147	1.456159	0.948448347	1.81048547
ENSSBOG00000035291	0.840470485	2.530458	2.024405	0	0
ENSSBOG00000035292	0	0	0	0	0
ENSSBOG00000035293	0.494276327	3.200784	0	0	0
ENSSBOG00000035294	1.669670855	1.686088	3.238636	0.538495155	2.76366227
ENSSBOG00000035295	1.942240485	0	0.480291	1.749623079	0.24229519
ENSSBOG00000035296	6.633266558	0	1.314772	0.02485481	0.34007797
ENSSBOG00000035297	1.414832081	0	0.1582491	0	3.28329064
ENSSBOG00000035298	4.004546335	1.969893	2.581412	2.465018444	2.52179954
ENSSBOG00000035299	0	0	2.592641	0	4.41348577
ENSSBOG00000035300	9.912266209	10.07498	9.844377	8.839691954	8.37241238
ENSSBOG00000035301	2.69855855	0.8323999	2.342707	2.875343651	2.82555974
ENSSBOG00000035302	4.070234745	1.020072	3.326838	2.775948126	2.87552845
ENSSBOG00000035303	0	0	0	0	0
ENSSBOG00000035304	4.893079372	2.777394	3.677079	2.716703424	3.97289131
ENSSBOG00000035305	3.883774266	3.929078	5.391517	3.458065658	5.56680907
ENSSBOG00000035306	0	0	0	0	0
ENSSBOG00000035307	3.552029021	1.925445	2.755973	2.726658824	2.9203276
ENSSBOG00000035308	5.458742895	2.67631	4.810587	3.19514756	4.55561372
ENSSBOG00000035309	3.557618398	2.629422	3.009482	2.6045387	4.11162396
ENSSBOG00000035310	4.70593368	0	0	0.412371823	0.34258774
ENSSBOG00000035311	0	1.057811	0	1.731300564	1.16396882
ENSSBOG00000035312	3.320549663	2.383986	3.337279	2.639945229	3.91726943
ENSSBOG00000035313	0.340365149	0.06370394	0.502187	0.460375619	1.44680144
ENSSBOG00000035314	0.868262427	0.445447	0.5750722	0.059811551	1.33669471
ENSSBOG00000035315	2.710053695	1.906525	3.36197	3.986501954	3.03960342
ENSSBOG00000035316	2.135910762	0.499528	1.243968	0.824168252	0.39642915
ENSSBOG00000035317	3.031673968	0.1895273	1.122096	0.281903551	1.74560479
ENSSBOG00000035318	0	0	0	0	0
ENSSBOG00000035319	3.108671646	2.694885	2.64658	2.071982283	2.14339668
ENSSBOG00000035320	2.394264434	1.181147	5.984813	1.375211849	1.0699702
ENSSBOG00000035321	2.538836108	2.522314	3.062053	1.251779677	2.46863284
ENSSBOG00000035322	4.158209364	4.205504	5.597743	5.042819411	5.93153178
ENSSBOG00000035323	4.066787544	1.195665	2.080292	1.299456093	3.46855191
ENSSBOG00000035324	0	0	0	0	0
ENSSBOG00000035325	2.377384771	1.817345	1.775375	2.227768796	3.69134432
ENSSBOG00000035326	5.277587357	3.019958	4.667714	3.252987803	5.45889182
ENSSBOG00000035327	3.923063586	2.066416	3.786732	2.469914622	3.49832747
ENSSBOG00000035328	5.652245548	2.092368	3.178256	4.105455573	3.79601531
ENSSBOG00000035329	4.194951512	2.842615	4.161275	2.683204147	5.45292649
ENSSBOG00000035330	6.18704915	1.633375	3.946606	3.32913508	4.2347159
ENSSBOG00000035331	3.448813224	3.013717	2.943589	1.549634674	3.7377005
ENSSBOG00000035332	2.266141868	0.9571806	2.10479	1.71988041	2.77207715
ENSSBOG00000035333	7.838605796	0.5885897	3.302417	1.26664024	4.31856269
ENSSBOG00000035334	0	0	0	0	0
ENSSBOG00000035335	2.310854861	0.9168794	2.032958	0.889221974	4.31504737
ENSSBOG00000035336	3.279964046	1.634514	2.766655	1.938568092	3.62905453
ENSSBOG00000035337	5.40573374	4.753556	5.364019	4.23416406	5.96126215
ENSSBOG00000035338	4.685083469	5.096736	4.364	2.99494533	4.1060434
ENSSBOG00000035339	6.585800824	6.004054	6.145282	6.457170719	6.4793583
ENSSBOG00000035340	1.335341472	0.2100372	2.206682	1.079231317	2.05061627
ENSSBOG00000035341	1.068871639	0.9144933	2.895822	2.241086579	4.08127503
ENSSBOG00000035342	3.04499905	3.319011	5.264634	3.138750588	5.35076242
ENSSBOG00000035343	5.493733786	3.597221	4.522018	2.851561167	4.78064606
ENSSBOG00000035344	6.60322174	6.898066	6.19383	5.178708945	6.0033931
ENSSBOG00000035345	5.588759602	4.001316	4.299377	3.555816155	4.51817631
ENSSBOG00000035346	5.825437121	4.724552	6.213649	6.041345941	5.28343289
ENSSBOG00000035347	5.918782158	4.050345	5.667753	4.906452912	5.92902164
ENSSBOG00000035348	1.526545974	2.177393	3.940591	4.462840218	3.24878984
ENSSBOG00000035349	0.498945237	0.2767873	0	0	0.13858383
ENSSBOG00000035350	0	0.0641162	0.08449333	0.071928206	0.08348843
ENSSBOG00000035351	1.707736806	0.1460582	1.472898	0.396493814	1.92322526
ENSSBOG00000035352	4.889259361	4.100835	5.008787	2.718905172	3.84501828
ENSSBOG00000035353	0.854061096	0.2631871	0.4841154	0.293324572	2.36781275
ENSSBOG00000035354	7.912104919	6.139234	7.178316	6.507152419	7.47473617
ENSSBOG00000035355	0	0	0	0	0
ENSSBOG00000035356	0	0	0	0	0
ENSSBOG00000035357	0	0.5454238	0	0	0
ENSSBOG00000035358	2.143187678	3.199842	1.708536	0.918772428	1.22308887
ENSSBOG00000035359	6.016769696	2.837419	4.220005	2.308809354	3.63649702
ENSSBOG00000035360	3.336366233	2.955839	3.407879	1.489934897	3.87888814
ENSSBOG00000035361	1.586427535	2.011016	3.215713	3.288111053	4.46174332
ENSSBOG00000035362	2.158009928	1.880823	5.781314	1.721060111	3.35649317
ENSSBOG00000035363	0	0	0	0.032672305	0.03888086
ENSSBOG00000035364	5.183319765	4.501834	5.963659	5.010497895	5.97478626
ENSSBOG00000035365	1.788722039	2.501602	2.90073	1.216181045	3.04370951
ENSSBOG00000035366	0	0	0	0	0
ENSSBOG00000035367	6.399622293	5.051463	5.155077	4.558904337	5.81298845
ENSSBOG00000035368	1.269981661	1.457695	1.060988	1.718832857	1.75289927
ENSSBOG00000035369	3.882774109	3.623593	3.492336	1.680567411	3.86915679
ENSSBOG00000035370	2.173683931	0.4754398	1.638278	0.320117242	2.28839991
ENSSBOG00000035371	0.660873868	2.470987	3.247097	4.049334532	3.09847009
ENSSBOG00000035372	0.950025646	1.812141	2.387404	1.88368728	4.66324783
ENSSBOG00000035373	4.008382007	0.4694924	2.64378	0.736274955	3.50264885
ENSSBOG00000035374	2.86381558	1.938147	2.122174	1.753903999	2.54936286
ENSSBOG00000035375	9.196899609	9.854136	8.857639	8.19942206	7.94358733
ENSSBOG00000035376	6.385253278	4.419862	5.186889	4.432946049	5.91826219
ENSSBOG00000035377	7.744443954	6.196294	6.959612	6.136554804	7.45675441
ENSSBOG00000035378	4.349860694	2.20729	4.281713	4.175689061	4.46415069
ENSSBOG00000035379	5.98138941	3.780141	4.829492	4.607385357	4.55587007
ENSSBOG00000035380	4.275775883	2.457001	3.642532	3.231415051	4.3837374
ENSSBOG00000035381	1.124096491	1.751125	1.332129	0	1.81573529
ENSSBOG00000035382	0	0	0	0	0
ENSSBOG00000035383	0	0	0	0	0
ENSSBOG00000035384	1.825130263	0.4372629	2.236765	0.197023679	3.50086577
ENSSBOG00000035385	0.383976841	0.1231282	0	0.210651942	0.23521483
ENSSBOG00000035386	5.768139323	5.268629	5.555877	5.375904789	5.38581064
ENSSBOG00000035387	0	0	0	0	1.64389774
ENSSBOG00000035388	7.178684767	6.092362	6.925276	6.380525135	6.38917786
ENSSBOG00000035389	0	0	0	0	0
ENSSBOG00000035390	4.534528186	0.201876	1.848863	0.562487188	2.517038
ENSSBOG00000035391	1.316516508	0	0.7644685	9.469826975	1.82851785
ENSSBOG00000035392	3.481269359	1.966491	3.161788	1.993936613	3.58436149
ENSSBOG00000035393	5.94938015	1.22791	2.727535	0.898197223	3.92198466
ENSSBOG00000035394	2.942542655	0.2162872	1.830096	0.622326916	0.70710774
ENSSBOG00000035395	4.490621214	2.702259	4.458385	3.756809814	4.25874722
ENSSBOG00000035396	5.157037241	3.840061	4.925515	5.098625467	5.45133071
ENSSBOG00000035397	0.234129716	0.06799246	0.1845951	0	0.26173901
ENSSBOG00000035398	3.901764742	3.366988	4.559792	4.024231015	5.42577818
ENSSBOG00000035399	5.527880435	1.592693	0.4948231	1.227617253	4.3657975
ENSSBOG00000035400	4.330969925	2.362625	3.906341	2.681907077	4.34807304
ENSSBOG00000035401	1.560762401	0.3330773	2.834251	0.882075249	2.93550878
ENSSBOG00000035402	4.16546982	3.297519	4.235114	3.560042355	4.71217204
ENSSBOG00000035403	1.585864384	2.038373	4.387509	3.506754256	3.48933099
ENSSBOG00000035404	2.601991205	0.2199559	1.450776	1.023354723	1.98246978
ENSSBOG00000035405	3.349542206	1.546023	2.403767	1.77851559	3.32601379
ENSSBOG00000035406	7.090080654	6.815563	7.749011	8.453023647	7.84964279
ENSSBOG00000035407	4.901588096	0.02779139	4.414054	2.929456386	3.83998578
ENSSBOG00000035408	4.79474336	2.024004	3.530246	2.461413307	3.8276971
ENSSBOG00000035409	3.70552457	4.084473	4.785561	3.989983663	7.0207552
ENSSBOG00000035410	0.294076649	0.1751145	0.2258795	0.193451319	0.73757342
ENSSBOG00000035411	1.623473601	0	1.779016	0	2.3913663
ENSSBOG00000035412	4.306881946	3.848478	3.824024	2.793675353	4.61387343
ENSSBOG00000035413	1.430476371	1.155477	1.433237	0.471834642	2.25739697
ENSSBOG00000035414	0.52038101	0.2092949	1.890886	0.201434379	0.41938032
ENSSBOG00000035415	6.811920518	3.403722	5.284955	3.642539852	5.07541283
ENSSBOG00000035416	1.194616616	0.3681437	1.250719	0.256719635	2.14273364
ENSSBOG00000035417	2.182976995	0.9193424	2.242583	2.083786588	2.28956422
ENSSBOG00000035418	6.459267667	4.707588	5.942709	6.050455987	5.39659314
ENSSBOG00000035419	6.380184318	5.251659	5.718658	5.25016196	5.99462724
ENSSBOG00000035420	6.378981463	5.385528	4.804549	3.746097744	4.75141016
ENSSBOG00000035421	5.369909624	3.699152	4.804596	4.760641449	5.43312638
ENSSBOG00000035422	1.77328366	2.598341	2.171383	0.089581131	4.43799337
ENSSBOG00000035423	4.231286473	5.73169	7.765651	3.738908317	6.12315597
ENSSBOG00000035424	0.283122885	0	0	0.135367804	0.41456422
ENSSBOG00000035425	0	0	0	0	0
ENSSBOG00000035426	6.982217846	6.018583	6.394711	5.942690433	6.16238529
ENSSBOG00000035427	4.882090318	2.136664	4.263087	3.418419357	4.50849204
ENSSBOG00000035428	1.335563289	0.1524288	4.282625	0.330912864	6.21621427
ENSSBOG00000035429	4.20722756	3.547783	4.560611	6.669575087	4.71056401
ENSSBOG00000035430	3.533563348	2.87615	4.973836	2.843794955	5.97557975
ENSSBOG00000035431	3.831006093	0	0.06058575	0	0.11964356
ENSSBOG00000035432	2.545528577	0.8830248	1.256769	0.931137642	2.43482836
ENSSBOG00000035433	1.21881216	0.1698288	0.6334824	0.085769584	0.99342148
ENSSBOG00000035434	3.147013571	0.5392263	0.7938235	0.759294769	1.38033603
ENSSBOG00000035435	5.544292796	2.866194	7.162797	5.470794861	7.28637663
ENSSBOG00000035436	3.157967903	2.095172	2.830645	1.228018254	3.994762
ENSSBOG00000035437	10.193799089	10.59163	9.414893	7.76863427	9.03076561
ENSSBOG00000035438	2.460559103	2.52297	4.14626	0.523667332	3.60605367
ENSSBOG00000035439	2.327265702	1.704155	4.882269	3.672717246	5.15504479
ENSSBOG00000035440	8.31278768	6.747265	7.583354	7.204204311	7.5052134
ENSSBOG00000035441	2.152679919	0	1.217851	0	0
ENSSBOG00000035442	1.883573899	1.026453	1.8279	4.639315469	2.41884299
ENSSBOG00000035443	6.200757393	4.297015	5.561961	4.501751218	5.72866883
ENSSBOG00000035444	1.691510045	1.205747	1.330842	0.78673937	3.27395296
ENSSBOG00000035445	4.613832183	2.167307	3.287471	3.290869648	3.77336343
ENSSBOG00000035446	1.271832012	4.139019	3.494428	1.561350578	4.58767102
ENSSBOG00000035447	1.858150129	2.375609	3.436993	1.559887735	3.06903187
ENSSBOG00000035448	1.684091328	1.023539	2.835083	1.965864796	3.3958758
ENSSBOG00000035449	0.391765521	0.1225752	2.451718	0.143316351	0.20290037
ENSSBOG00000035450	1.984020545	2.571019	3.795591	0.333513041	2.29075172
ENSSBOG00000035451	1.545261671	0.09507036	1.038654	0.628981646	1.25366863
ENSSBOG00000035452	0	0	3.282856	1.384132718	3.86707607
ENSSBOG00000035453	4.243485534	3.117131	4.369435	3.470353344	4.66130211
ENSSBOG00000035454	9.866127523	9.63779	9.749067	9.69223015	9.71065148
ENSSBOG00000035455	7.138155049	4.220038	5.668034	5.684782277	5.12910988
ENSSBOG00000035456	1.75148086	0.9999892	1.857129	8.377911532	2.20139862
ENSSBOG00000035457	2.444126883	0.6539414	2.478224	0.81027034	2.89563359
ENSSBOG00000035458	4.172415507	2.044576	2.821682	2.108343795	2.84709294
ENSSBOG00000035459	6.454848709	5.374302	5.823528	5.066653239	6.96576005
ENSSBOG00000035460	5.03454474	2.457032	3.892706	1.765456245	4.71030381
ENSSBOG00000035461	2.603767566	0.07141122	0.162201	0	0.13253197
ENSSBOG00000035462	3.013198173	1.302057	2.132736	1.298763803	2.73029128
ENSSBOG00000035463	1.998957276	0.07400472	0.1069933	0	0.80748105
ENSSBOG00000035464	3.702352795	3.763715	4.390818	2.972534592	4.28966998
ENSSBOG00000035465	0	3.375423	3.543409	0	0.41853108
ENSSBOG00000035466	4.050141196	3.993303	4.593553	3.707613134	4.56072718
ENSSBOG00000035467	2.25517439	1.048138	1.527125	0.619884363	2.05577178
ENSSBOG00000035468	8.827473073	8.690427	7.817201	7.552561516	6.66055305
ENSSBOG00000035469	4.949357503	3.392625	4.093822	2.925999419	5.16369194
ENSSBOG00000035470	4.958354581	3.122872	4.138319	2.935116478	4.75617387
ENSSBOG00000035471	5.910723069	4.374562	5.669845	4.612188343	6.28309762
ENSSBOG00000035472	6.359104705	6.958472	2.354723	0.509048194	7.22075558
ENSSBOG00000035473	3.68466167	2.127468	3.239957	1.085621807	4.56530471
ENSSBOG00000035474	7.888543248	8.86167	7.910972	6.770588577	7.72859129
ENSSBOG00000035475	5.476997262	4.157235	3.87384	2.326744419	4.29522564
ENSSBOG00000035476	7.019768622	0	1.907391	0.150481691	2.04592519
ENSSBOG00000035477	0	0	0	0	0
ENSSBOG00000035478	4.190591157	2.993884	4.535033	3.917523413	4.1848809
ENSSBOG00000035479	0	0	0	0	0
ENSSBOG00000035480	5.937826936	6.84152	8.861723	11.522561916	9.4660581
ENSSBOG00000035481	0	0	0	0	0
ENSSBOG00000035482	3.167293692	4.068009	0.2554476	0	2.42273893
ENSSBOG00000035483	4.114733483	0	0.07272186	0.119571055	0
ENSSBOG00000035484	2.605508557	0.2485761	0.8443246	0.166726113	0.24028624
ENSSBOG00000035485	4.605326018	2.328997	3.270853	2.101651421	3.58948427
ENSSBOG00000035486	2.525562778	0.7139166	1.706594	0.680585414	2.40763256
ENSSBOG00000035487	0.288026571	0	0	0	1.06845757
ENSSBOG00000035488	0.916568363	0.1781435	4.428149	2.324436203	4.63948108
ENSSBOG00000035489	0	0	0	0	0
ENSSBOG00000035490	3.494005914	1.249913	2.343652	0.942342592	5.23109443
ENSSBOG00000035491	4.83043281	2.197554	3.712833	2.808928662	5.37798231
ENSSBOG00000035492	0	0	0	0	0
ENSSBOG00000035493	0	0	2.443967	0	0
ENSSBOG00000035494	2.160671115	1.202931	2.871516	2.435105556	5.39927263
ENSSBOG00000035495	2.336580467	1.274548	1.661166	0.935872318	2.28511809
ENSSBOG00000035496	6.978543446	4.039196	4.849839	3.7122557	6.0049238
ENSSBOG00000035497	1.245623437	0.2731733	1.896415	0.174949644	3.97476791
ENSSBOG00000035498	3.042782647	2.658961	5.575772	4.785934452	3.48829777
ENSSBOG00000035499	3.074674974	1.368025	3.117514	2.042402701	3.7455708
ENSSBOG00000035500	2.502371341	0.8099034	2.179517	1.243516761	3.41918559
ENSSBOG00000035501	3.460912899	3.084139	3.18402	2.621948703	3.45771458
ENSSBOG00000035502	0.712107096	0	0	0.484116471	0.28835147
ENSSBOG00000035503	5.529969362	3.619449	4.49553	3.493814597	5.23728275
ENSSBOG00000035504	0.09001656	0	0	0	0.03552369
ENSSBOG00000035505	1.271049116	0.1933352	1.766718	9.784773874	1.22030519
ENSSBOG00000035506	4.2031056	4.64	3.012958	1.297494894	3.98005547
ENSSBOG00000035507	8.374035279	5.880333	6.914026	3.071115645	8.15045813
ENSSBOG00000035508	1.840717005	1.40676	2.833348	0.786459195	1.75715129
ENSSBOG00000035509	1.890586772	0	0.2736066	0.471804474	0.80671917
ENSSBOG00000035510	9.59418462	3.687945	5.009808	0	6.43312972
ENSSBOG00000035511	3.798880007	2.240299	3.829687	2.535182046	4.45514307
ENSSBOG00000035512	5.375144032	4.355937	5.427633	4.391959865	6.68659409
ENSSBOG00000035513	6.579051891	5.398248	6.323964	5.548183823	7.82981025
